operation,data_type,thread,iteration,vec_length,buffer_size,latency,correct
MATVEC,uint32_t,2,16,16,16,0.204333,True
MATVEC,uint32_t,2,16,32,8,0.364,True
MATVEC,uint32_t,2,16,32,16,0.337,True
MATVEC,uint32_t,2,16,32,32,0.328333,True
MATVEC,uint32_t,2,16,64,8,0.652,True
MATVEC,uint32_t,2,16,64,16,0.582556,True
MATVEC,uint32_t,2,16,64,32,0.564333,True
MATVEC,uint32_t,2,16,64,64,0.553333,True
MATVEC,uint32_t,2,16,128,8,1.224,True
MATVEC,uint32_t,2,16,128,16,1.111667,True
MATVEC,uint32_t,2,16,128,32,1.069,True
MATVEC,uint32_t,2,16,128,64,1.039667,True
MATVEC,uint32_t,2,16,128,128,1.019,True
MATVEC,uint32_t,2,16,256,8,2.370667,True
MATVEC,uint32_t,2,16,256,16,2.155,True
MATVEC,uint32_t,2,16,256,32,2.067,True
MATVEC,uint32_t,2,16,256,64,1.993,True
MATVEC,uint32_t,2,16,256,128,1.990667,True
MATVEC,uint32_t,2,16,256,256,1.943,True
MATVEC,uint32_t,2,16,512,8,4.682333,True
MATVEC,uint32_t,2,16,512,16,4.221,True
MATVEC,uint32_t,2,16,512,32,4.026667,True
MATVEC,uint32_t,2,16,512,64,3.903,True
MATVEC,uint32_t,2,16,512,128,3.885333,True
MATVEC,uint32_t,2,16,512,256,3.807,True
MATVEC,uint32_t,2,16,1024,8,9.276333,True
MATVEC,uint32_t,2,16,1024,16,8.386,True
MATVEC,uint32_t,2,16,1024,32,8.247333,True
MATVEC,uint32_t,2,16,1024,64,7.714000,True
MATVEC,uint32_t,2,16,1024,128,7.621333,True
MATVEC,uint32_t,2,16,1024,256,7.554667,True
MATVEC,uint32_t,2,16,2048,8,18.494,True
MATVEC,uint32_t,2,16,2048,16,16.699,True
MATVEC,uint32_t,2,16,2048,32,17.115667,True
MATVEC,uint32_t,2,16,2048,64,15.374,True
MATVEC,uint32_t,2,16,2048,128,15.133333,True
MATVEC,uint32_t,2,16,2048,256,15.033,True
MATVEC,uint32_t,2,16,4096,8,36.922667,True
MATVEC,uint32_t,2,16,4096,16,33.319333,True
MATVEC,uint32_t,2,16,4096,32,32.787,True
MATVEC,uint32_t,2,16,4096,64,30.660667,True
MATVEC,uint32_t,2,16,4096,128,30.554333,True
MATVEC,uint32_t,2,16,4096,256,29.997,True
MATVEC,uint32_t,2,16,8192,8,73.797667,True
MATVEC,uint32_t,2,16,8192,16,66.515667,True
MATVEC,uint32_t,2,16,8192,32,63.659667,True
MATVEC,uint32_t,2,16,8192,64,61.237,True
MATVEC,uint32_t,2,16,8192,128,60.275667,True
MATVEC,uint32_t,2,16,8192,256,59.891667,True
MATVEC,uint32_t,2,32,16,8,0.374333,True
MATVEC,uint32_t,2,32,16,16,0.344333,True
MATVEC,uint32_t,2,32,32,8,0.663,True
MATVEC,uint32_t,2,32,32,16,0.606111,True
MATVEC,uint32_t,2,32,32,32,0.572,True
MATVEC,uint32_t,2,32,64,8,1.237111,True
MATVEC,uint32_t,2,32,64,16,1.124111,True
MATVEC,uint32_t,2,32,64,32,1.076,True
MATVEC,uint32_t,2,32,64,64,1.03,True
MATVEC,uint32_t,2,32,128,8,2.394,True
MATVEC,uint32_t,2,32,128,16,2.180333,True
MATVEC,uint32_t,2,32,128,32,2.064445,True
MATVEC,uint32_t,2,32,128,64,2.017667,True
MATVEC,uint32_t,2,32,128,128,1.972667,True
MATVEC,uint32_t,2,32,256,8,4.723333,True
MATVEC,uint32_t,2,32,256,16,4.428,True
MATVEC,uint32_t,2,32,256,32,4.059333,True
MATVEC,uint32_t,2,32,256,64,3.901,True
MATVEC,uint32_t,2,32,256,128,3.868,True
MATVEC,uint32_t,2,32,256,256,3.835,True
MATVEC,uint32_t,2,32,512,8,9.307,True
MATVEC,uint32_t,2,32,512,16,8.4,True
MATVEC,uint32_t,2,32,512,32,8.029556,True
MATVEC,uint32_t,2,32,512,64,7.72,True
MATVEC,uint32_t,2,32,512,128,7.611111,True
MATVEC,uint32_t,2,32,512,256,7.560889,True
MATVEC,uint32_t,2,32,1024,8,18.512667,True
MATVEC,uint32_t,2,32,1024,16,16.688333,True
MATVEC,uint32_t,2,32,1024,32,15.968667,True
MATVEC,uint32_t,2,32,1024,64,15.370667,True
MATVEC,uint32_t,2,32,1024,128,15.163667,True
MATVEC,uint32_t,2,32,1024,256,15.352667,True
MATVEC,uint32_t,2,32,2048,8,36.945,True
MATVEC,uint32_t,2,32,2048,16,33.323333,True
MATVEC,uint32_t,2,32,2048,32,33.014667,True
MATVEC,uint32_t,2,32,2048,64,30.656,True
MATVEC,uint32_t,2,32,2048,128,30.191333,True
MATVEC,uint32_t,2,32,2048,256,30.005333,True
MATVEC,uint32_t,2,32,4096,8,73.767,True
MATVEC,uint32_t,2,32,4096,16,66.520667,True
MATVEC,uint32_t,2,32,4096,32,63.619667,True
MATVEC,uint32_t,2,32,4096,64,61.238333,True
MATVEC,uint32_t,2,32,4096,128,60.306667,True
MATVEC,uint32_t,2,32,4096,256,59.91,True
MATVEC,uint32_t,2,32,8192,8,147.489667,True
MATVEC,uint32_t,2,32,8192,16,132.930333,True
MATVEC,uint32_t,2,32,8192,32,127.020333,True
MATVEC,uint32_t,2,32,8192,64,122.362,True
MATVEC,uint32_t,2,32,8192,128,120.477,True
MATVEC,uint32_t,2,32,8192,256,119.673333,True
MATVEC,uint32_t,2,64,16,8,0.681444,True
MATVEC,uint32_t,2,64,16,16,0.701333,True
MATVEC,uint32_t,2,64,32,8,1.257333,True
MATVEC,uint32_t,2,64,32,16,1.161,True
MATVEC,uint32_t,2,64,32,32,1.095,True
MATVEC,uint32_t,2,64,64,8,2.423333,True
MATVEC,uint32_t,2,64,64,16,2.188667,True
MATVEC,uint32_t,2,64,64,32,2.077333,True
MATVEC,uint32_t,2,64,64,64,2.040333,True
MATVEC,uint32_t,2,64,128,8,4.717333,True
MATVEC,uint32_t,2,64,128,16,4.284667,True
MATVEC,uint32_t,2,64,128,32,4.075333,True
MATVEC,uint32_t,2,64,128,64,3.945667,True
MATVEC,uint32_t,2,64,128,128,3.885667,True
MATVEC,uint32_t,2,64,256,8,9.322333,True
MATVEC,uint32_t,2,64,256,16,8.414222,True
MATVEC,uint32_t,2,64,256,32,8.085,True
MATVEC,uint32_t,2,64,256,64,7.756333,True
MATVEC,uint32_t,2,64,256,128,7.639333,True
MATVEC,uint32_t,2,64,256,256,8.177,True
MATVEC,uint32_t,2,64,512,8,18.551333,True
MATVEC,uint32_t,2,64,512,16,16.725,True
MATVEC,uint32_t,2,64,512,32,15.932667,True
MATVEC,uint32_t,2,64,512,64,15.418,True
MATVEC,uint32_t,2,64,512,128,15.193,True
MATVEC,uint32_t,2,64,512,256,15.116,True
MATVEC,uint32_t,2,64,1024,8,36.99,True
MATVEC,uint32_t,2,64,1024,16,33.350333,True
MATVEC,uint32_t,2,64,1024,32,31.847333,True
MATVEC,uint32_t,2,64,1024,64,30.721333,True
MATVEC,uint32_t,2,64,1024,128,30.251667,True
MATVEC,uint32_t,2,64,1024,256,30.033,True
MATVEC,uint32_t,2,64,2048,8,73.846667,True
MATVEC,uint32_t,2,64,2048,16,66.560667,True
MATVEC,uint32_t,2,64,2048,32,63.645667,True
MATVEC,uint32_t,2,64,2048,64,61.279667,True
MATVEC,uint32_t,2,64,2048,128,60.334667,True
MATVEC,uint32_t,2,64,2048,256,59.929,True
MATVEC,uint32_t,2,64,4096,8,147.525,True
MATVEC,uint32_t,2,64,4096,16,132.970667,True
MATVEC,uint32_t,2,64,4096,32,127.248333,True
MATVEC,uint32_t,2,64,4096,64,122.387333,True
MATVEC,uint32_t,2,64,4096,128,120.534333,True
MATVEC,uint32_t,2,64,4096,256,119.723667,True
MATVEC,uint32_t,2,64,8192,8,294.843667,True
MATVEC,uint32_t,2,64,8192,16,265.753667,True
MATVEC,uint32_t,2,64,8192,32,253.493,True
MATVEC,uint32_t,2,64,8192,64,244.628,True
MATVEC,uint32_t,2,64,8192,128,240.823333,True
MATVEC,uint32_t,2,64,8192,256,239.250667,True
MATVEC,uint32_t,2,128,16,8,1.320333,True
MATVEC,uint32_t,2,128,16,16,1.220667,True
MATVEC,uint32_t,2,128,32,8,2.503,True
MATVEC,uint32_t,2,128,32,16,2.254667,True
MATVEC,uint32_t,2,128,32,32,2.145,True
MATVEC,uint32_t,2,128,64,8,4.809,True
MATVEC,uint32_t,2,128,64,16,4.335667,True
MATVEC,uint32_t,2,128,64,32,4.109333,True
MATVEC,uint32_t,2,128,64,64,4.006667,True
MATVEC,uint32_t,2,128,128,8,9.398,True
MATVEC,uint32_t,2,128,128,16,9.041,True
MATVEC,uint32_t,2,128,128,32,8.111667,True
MATVEC,uint32_t,2,128,128,64,7.853667,True
MATVEC,uint32_t,2,128,128,128,7.724667,True
MATVEC,uint32_t,2,128,256,8,18.612333,True
MATVEC,uint32_t,2,128,256,16,16.803333,True
MATVEC,uint32_t,2,128,256,32,16.100667,True
MATVEC,uint32_t,2,128,256,64,15.470333,True
MATVEC,uint32_t,2,128,256,128,15.269667,True
MATVEC,uint32_t,2,128,256,256,15.144667,True
MATVEC,uint32_t,2,128,512,8,37.082333,True
MATVEC,uint32_t,2,128,512,16,33.404667,True
MATVEC,uint32_t,2,128,512,32,31.859333,True
MATVEC,uint32_t,2,128,512,64,30.772667,True
MATVEC,uint32_t,2,128,512,128,30.383667,True
MATVEC,uint32_t,2,128,512,256,30.132333,True
MATVEC,uint32_t,2,128,1024,8,73.884333,True
MATVEC,uint32_t,2,128,1024,16,66.612,True
MATVEC,uint32_t,2,128,1024,32,63.635333,True
MATVEC,uint32_t,2,128,1024,64,61.335333,True
MATVEC,uint32_t,2,128,1024,128,60.418,True
MATVEC,uint32_t,2,128,1024,256,60.002,True
MATVEC,uint32_t,2,128,2048,8,147.592667,True
MATVEC,uint32_t,2,128,2048,16,133.026,True
MATVEC,uint32_t,2,128,2048,32,126.921667,True
MATVEC,uint32_t,2,128,2048,64,125.861,True
MATVEC,uint32_t,2,128,2048,128,120.577667,True
MATVEC,uint32_t,2,128,2048,256,119.778,True
MATVEC,uint32_t,2,128,4096,8,294.881667,True
MATVEC,uint32_t,2,128,4096,16,265.84,True
MATVEC,uint32_t,2,128,4096,32,253.471,True
MATVEC,uint32_t,2,128,4096,64,244.678333,True
MATVEC,uint32_t,2,128,4096,128,240.895667,True
MATVEC,uint32_t,2,128,4096,256,239.330667,True
MATVEC,uint32_t,2,128,8192,8,589.56,True
MATVEC,uint32_t,2,128,8192,16,531.411,True
MATVEC,uint32_t,2,128,8192,32,507.656333,True
MATVEC,uint32_t,2,128,8192,64,489.100333,True
MATVEC,uint32_t,2,128,8192,128,481.572667,True
MATVEC,uint32_t,2,128,8192,256,478.421667,True
MATVEC,uint32_t,2,256,16,8,2.64,True
MATVEC,uint32_t,2,256,16,16,2.347667,True
MATVEC,uint32_t,2,256,32,8,4.899667,True
MATVEC,uint32_t,2,256,32,16,4.433333,True
MATVEC,uint32_t,2,256,32,32,4.214,True
MATVEC,uint32_t,2,256,64,8,9.503333,True
MATVEC,uint32_t,2,256,64,16,8.586667,True
MATVEC,uint32_t,2,256,64,32,8.131667,True
MATVEC,uint32_t,2,256,64,64,7.933667,True
MATVEC,uint32_t,2,256,128,8,18.727,True
MATVEC,uint32_t,2,256,128,16,16.905,True
MATVEC,uint32_t,2,256,128,32,16.113333,True
MATVEC,uint32_t,2,256,128,64,15.926333,True
MATVEC,uint32_t,2,256,128,128,15.321444,True
MATVEC,uint32_t,2,256,256,8,37.163,True
MATVEC,uint32_t,2,256,256,16,34.985667,True
MATVEC,uint32_t,2,256,256,32,32.112,True
MATVEC,uint32_t,2,256,256,64,30.914667,True
MATVEC,uint32_t,2,256,256,128,30.394667,True
MATVEC,uint32_t,2,256,256,256,30.162333,True
MATVEC,uint32_t,2,256,512,8,74.002,True
MATVEC,uint32_t,2,256,512,16,67.079333,True
MATVEC,uint32_t,2,256,512,32,63.598,True
MATVEC,uint32_t,2,256,512,64,61.414333,True
MATVEC,uint32_t,2,256,512,128,60.488333,True
MATVEC,uint32_t,2,256,512,256,60.110333,True
MATVEC,uint32_t,2,256,1024,8,147.651667,True
MATVEC,uint32_t,2,256,1024,16,133.122333,True
MATVEC,uint32_t,2,256,1024,32,127.206,True
MATVEC,uint32_t,2,256,1024,64,122.550333,True
MATVEC,uint32_t,2,256,1024,128,120.691667,True
MATVEC,uint32_t,2,256,1024,256,119.876667,True
MATVEC,uint32_t,2,256,2048,8,295.036333,True
MATVEC,uint32_t,2,256,2048,16,265.907333,True
MATVEC,uint32_t,2,256,2048,32,254.054,True
MATVEC,uint32_t,2,256,2048,64,244.772667,True
MATVEC,uint32_t,2,256,2048,128,241.028333,True
MATVEC,uint32_t,2,256,2048,256,239.393,True
MATVEC,uint32_t,2,256,4096,8,589.621333,True
MATVEC,uint32_t,2,256,4096,16,531.561,True
MATVEC,uint32_t,2,256,4096,32,508.744333,True
MATVEC,uint32_t,2,256,4096,64,489.252667,True
MATVEC,uint32_t,2,256,4096,128,481.623333,True
MATVEC,uint32_t,2,256,4096,256,478.495,True
MATVEC,uint32_t,2,256,8192,8,1179.065,True
MATVEC,uint32_t,2,256,8192,16,1062.676667,True
MATVEC,uint32_t,2,256,8192,32,1014.257,True
MATVEC,uint32_t,2,256,8192,64,978.071,True
MATVEC,uint32_t,2,256,8192,128,962.982333,True
MATVEC,uint32_t,2,256,8192,256,956.676333,True
MATVEC,uint32_t,2,512,16,8,5.099,True
MATVEC,uint32_t,2,512,16,16,4.671667,True
MATVEC,uint32_t,2,512,32,8,9.727,True
MATVEC,uint32_t,2,512,32,16,8.794333,True
MATVEC,uint32_t,2,512,32,32,8.357,True
MATVEC,uint32_t,2,512,64,8,18.94,True
MATVEC,uint32_t,2,512,64,16,17.106,True
MATVEC,uint32_t,2,512,64,32,16.227667,True
MATVEC,uint32_t,2,512,64,64,15.797667,True
MATVEC,uint32_t,2,512,128,8,37.377667,True
MATVEC,uint32_t,2,512,128,16,33.741667,True
MATVEC,uint32_t,2,512,128,32,32.133,True
MATVEC,uint32_t,2,512,128,64,31.137333,True
MATVEC,uint32_t,2,512,128,128,30.62,True
MATVEC,uint32_t,2,512,256,8,74.209667,True
MATVEC,uint32_t,2,512,256,16,66.945,True
MATVEC,uint32_t,2,512,256,32,64.127,True
MATVEC,uint32_t,2,512,256,64,61.629333,True
MATVEC,uint32_t,2,512,256,128,60.721667,True
MATVEC,uint32_t,2,512,256,256,60.243,True
MATVEC,uint32_t,2,512,512,8,147.881333,True
MATVEC,uint32_t,2,512,512,16,133.342667,True
MATVEC,uint32_t,2,512,512,32,127.076333,True
MATVEC,uint32_t,2,512,512,64,122.760667,True
MATVEC,uint32_t,2,512,512,128,120.890333,True
MATVEC,uint32_t,2,512,512,256,120.118,True
MATVEC,uint32_t,2,512,1024,8,295.205333,True
MATVEC,uint32_t,2,512,1024,16,266.127333,True
MATVEC,uint32_t,2,512,1024,32,254.048333,True
MATVEC,uint32_t,2,512,1024,64,244.962,True
MATVEC,uint32_t,2,512,1024,128,241.278,True
MATVEC,uint32_t,2,512,1024,256,239.646333,True
MATVEC,uint32_t,2,512,2048,8,589.898667,True
MATVEC,uint32_t,2,512,2048,16,531.738333,True
MATVEC,uint32_t,2,512,2048,32,507.634333,True
MATVEC,uint32_t,2,512,2048,64,489.436,True
MATVEC,uint32_t,2,512,2048,128,481.909333,True
MATVEC,uint32_t,2,512,2048,256,478.697333,True
MATVEC,uint32_t,2,512,4096,8,1179.345333,True
MATVEC,uint32_t,2,512,4096,16,1062.888333,True
MATVEC,uint32_t,2,512,4096,32,1013.923333,True
MATVEC,uint32_t,2,512,4096,64,978.315333,True
MATVEC,uint32_t,2,512,4096,128,963.256333,True
MATVEC,uint32_t,2,512,4096,256,956.889333,True
MATVEC,uint32_t,2,512,8192,8,2357.956333,True
MATVEC,uint32_t,2,512,8192,16,2125.254667,True
MATVEC,uint32_t,2,512,8192,32,2032.264667,True
MATVEC,uint32_t,2,512,8192,64,1958.347333,True
MATVEC,uint32_t,2,512,8192,128,1925.830333,True
MATVEC,uint32_t,2,512,8192,256,1913.187667,True
MATVEC,uint32_t,2,1024,16,8,10.073,True
MATVEC,uint32_t,2,1024,16,16,9.498333,True
MATVEC,uint32_t,2,1024,32,8,19.369667,True
MATVEC,uint32_t,2,1024,32,16,17.501,True
MATVEC,uint32_t,2,1024,32,32,16.607667,True
MATVEC,uint32_t,2,1024,64,8,37.798333,True
MATVEC,uint32_t,2,1024,64,16,34.118,True
MATVEC,uint32_t,2,1024,64,32,32.321,True
MATVEC,uint32_t,2,1024,64,64,31.476333,True
MATVEC,uint32_t,2,1024,128,8,74.616,True
MATVEC,uint32_t,2,1024,128,16,67.327,True
MATVEC,uint32_t,2,1024,128,32,64.140333,True
MATVEC,uint32_t,2,1024,128,64,62.155,True
MATVEC,uint32_t,2,1024,128,128,61.110333,True
MATVEC,uint32_t,2,1024,256,8,148.301667,True
MATVEC,uint32_t,2,1024,256,16,133.748667,True
MATVEC,uint32_t,2,1024,256,32,128.121,True
MATVEC,uint32_t,2,1024,256,64,123.158333,True
MATVEC,uint32_t,2,1024,256,128,121.321,True
MATVEC,uint32_t,2,1024,256,256,120.415667,True
MATVEC,uint32_t,2,1024,512,8,295.713,True
MATVEC,uint32_t,2,1024,512,16,266.545333,True
MATVEC,uint32_t,2,1024,512,32,253.963333,True
MATVEC,uint32_t,2,1024,512,64,245.455333,True
MATVEC,uint32_t,2,1024,512,128,241.672667,True
MATVEC,uint32_t,2,1024,512,256,240.143333,True
MATVEC,uint32_t,2,1024,1024,8,590.449,True
MATVEC,uint32_t,2,1024,1024,16,532.227,True
MATVEC,uint32_t,2,1024,1024,32,507.324333,True
MATVEC,uint32_t,2,1024,1024,64,489.852,True
MATVEC,uint32_t,2,1024,1024,128,482.427333,True
MATVEC,uint32_t,2,1024,1024,256,479.123333,True
MATVEC,uint32_t,2,1024,2048,8,1179.785333,True
MATVEC,uint32_t,2,1024,2048,16,1063.405,True
MATVEC,uint32_t,2,1024,2048,32,1013.798333,True
MATVEC,uint32_t,2,1024,2048,64,978.835333,True
MATVEC,uint32_t,2,1024,2048,128,963.747333,True
MATVEC,uint32_t,2,1024,2048,256,957.349333,True
MATVEC,uint32_t,2,1024,4096,8,2358.728333,True
MATVEC,uint32_t,2,1024,4096,16,2125.969333,True
MATVEC,uint32_t,2,1024,4096,32,2027.024,True
MATVEC,uint32_t,2,1024,4096,64,1956.656333,True
MATVEC,uint32_t,2,1024,4096,128,1926.166667,True
MATVEC,uint32_t,2,1024,4096,256,1913.720333,True
MATVEC,uint32_t,2,1024,8192,8,NA,False
MATVEC,uint32_t,2,1024,8192,16,NA,False
MATVEC,uint32_t,2,1024,8192,32,NA,False
MATVEC,uint32_t,2,1024,8192,64,NA,False
MATVEC,uint32_t,2,1024,8192,128,NA,False
MATVEC,uint32_t,2,1024,8192,256,NA,False
MATVEC,uint32_t,2,2048,16,8,21.323,True
MATVEC,uint32_t,2,2048,16,16,18.351333,True
MATVEC,uint32_t,2,2048,32,8,38.678,True
MATVEC,uint32_t,2,2048,32,16,34.957667,True
MATVEC,uint32_t,2,2048,32,32,33.202,True
MATVEC,uint32_t,2,2048,64,8,75.515667,True
MATVEC,uint32_t,2,2048,64,16,68.16,True
MATVEC,uint32_t,2,2048,64,32,64.564667,True
MATVEC,uint32_t,2,2048,64,64,62.839,True
MATVEC,uint32_t,2,2048,128,8,149.164,True
MATVEC,uint32_t,2,2048,128,16,134.6,True
MATVEC,uint32_t,2,2048,128,32,128.204333,True
MATVEC,uint32_t,2,2048,128,64,124.180667,True
MATVEC,uint32_t,2,2048,128,128,122.146,True
MATVEC,uint32_t,2,2048,256,8,296.512333,True
MATVEC,uint32_t,2,2048,256,16,267.422,True
MATVEC,uint32_t,2,2048,256,32,256.249333,True
MATVEC,uint32_t,2,2048,256,64,246.188,True
MATVEC,uint32_t,2,2048,256,128,242.546333,True
MATVEC,uint32_t,2,2048,256,256,240.703,True
MATVEC,uint32_t,2,2048,512,8,591.178333,True
MATVEC,uint32_t,2,2048,512,16,532.939333,True
MATVEC,uint32_t,2,2048,512,32,508.280667,True
MATVEC,uint32_t,2,2048,512,64,490.720333,True
MATVEC,uint32_t,2,2048,512,128,483.191,True
MATVEC,uint32_t,2,2048,512,256,480.155,True
MATVEC,uint32_t,2,2048,1024,8,1180.883667,True
MATVEC,uint32_t,2,2048,1024,16,1064.151,True
MATVEC,uint32_t,2,2048,1024,32,1015.433667,True
MATVEC,uint32_t,2,2048,1024,64,979.576333,True
MATVEC,uint32_t,2,2048,1024,128,964.703333,True
MATVEC,uint32_t,2,2048,1024,256,960.379333,True
MATVEC,uint32_t,2,2048,2048,8,2359.367333,True
MATVEC,uint32_t,2,2048,2048,16,2127.387333,True
MATVEC,uint32_t,2,2048,2048,32,2030.39,True
MATVEC,uint32_t,2,2048,2048,64,1957.854,True
MATVEC,uint32_t,2,2048,2048,128,1928.232,True
MATVEC,uint32_t,2,2048,2048,256,1915.149667,True
MATVEC,uint32_t,2,2048,4096,8,NA,False
MATVEC,uint32_t,2,2048,4096,16,NA,False
MATVEC,uint32_t,2,2048,4096,32,NA,False
MATVEC,uint32_t,2,2048,4096,64,NA,False
MATVEC,uint32_t,2,2048,4096,128,NA,False
MATVEC,uint32_t,2,2048,4096,256,NA,False
MATVEC,uint32_t,2,2048,8192,8,NA,False
MATVEC,uint32_t,2,2048,8192,16,NA,False
MATVEC,uint32_t,2,2048,8192,32,NA,False
MATVEC,uint32_t,2,2048,8192,64,NA,False
MATVEC,uint32_t,2,2048,8192,128,NA,False
MATVEC,uint32_t,2,2048,8192,256,NA,False
MATVEC,uint32_t,2,4096,16,8,40.094667,True
MATVEC,uint32_t,2,4096,16,16,36.648667,True
MATVEC,uint32_t,2,4096,32,8,77.274,True
MATVEC,uint32_t,2,4096,32,16,69.808333,True
MATVEC,uint32_t,2,4096,32,32,66.240333,True
MATVEC,uint32_t,2,4096,64,8,151.105,True
MATVEC,uint32_t,2,4096,64,16,136.186667,True
MATVEC,uint32_t,2,4096,64,32,129.067333,True
MATVEC,uint32_t,2,4096,64,64,125.618333,True
MATVEC,uint32_t,2,4096,128,8,298.206667,True
MATVEC,uint32_t,2,4096,128,16,269.032333,True
MATVEC,uint32_t,2,4096,128,32,256.354333,True
MATVEC,uint32_t,2,4096,128,64,248.242,True
MATVEC,uint32_t,2,4096,128,128,244.173667,True
MATVEC,uint32_t,2,4096,256,8,593.222333,True
MATVEC,uint32_t,2,4096,256,16,534.702667,True
MATVEC,uint32_t,2,4096,256,32,512.397333,True
MATVEC,uint32_t,2,4096,256,64,492.301,True
MATVEC,uint32_t,2,4096,256,128,484.971333,True
MATVEC,uint32_t,2,4096,256,256,481.332667,True
MATVEC,uint32_t,2,4096,512,8,1182.571333,True
MATVEC,uint32_t,2,4096,512,16,1065.864,True
MATVEC,uint32_t,2,4096,512,32,1017.185333,True
MATVEC,uint32_t,2,4096,512,64,981.534667,True
MATVEC,uint32_t,2,4096,512,128,966.318333,True
MATVEC,uint32_t,2,4096,512,256,960.339,True
MATVEC,uint32_t,2,4096,1024,8,2361.464,True
MATVEC,uint32_t,2,4096,1024,16,2128.600667,True
MATVEC,uint32_t,2,4096,1024,32,2029.098,True
MATVEC,uint32_t,2,4096,1024,64,1959.111667,True
MATVEC,uint32_t,2,4096,1024,128,1929.507,True
MATVEC,uint32_t,2,4096,1024,256,1916.331,True
MATVEC,uint32_t,2,4096,2048,8,NA,False
MATVEC,uint32_t,2,4096,2048,16,NA,False
MATVEC,uint32_t,2,4096,2048,32,NA,False
MATVEC,uint32_t,2,4096,2048,64,NA,False
MATVEC,uint32_t,2,4096,2048,128,NA,False
MATVEC,uint32_t,2,4096,2048,256,NA,False
MATVEC,uint32_t,2,4096,4096,8,NA,False
MATVEC,uint32_t,2,4096,4096,16,NA,False
MATVEC,uint32_t,2,4096,4096,32,NA,False
MATVEC,uint32_t,2,4096,4096,64,NA,False
MATVEC,uint32_t,2,4096,4096,128,NA,False
MATVEC,uint32_t,2,4096,4096,256,NA,False
MATVEC,uint32_t,2,4096,8192,8,NA,False
MATVEC,uint32_t,2,4096,8192,16,NA,False
MATVEC,uint32_t,2,4096,8192,32,NA,False
MATVEC,uint32_t,2,4096,8192,64,NA,False
MATVEC,uint32_t,2,4096,8192,128,NA,False
MATVEC,uint32_t,2,4096,8192,256,NA,False
MATVEC,uint32_t,2,8192,16,8,80.156,True
MATVEC,uint32_t,2,8192,16,16,73.220333,True
MATVEC,uint32_t,2,8192,32,8,154.441,True
MATVEC,uint32_t,2,8192,32,16,139.524,True
MATVEC,uint32_t,2,8192,32,32,132.445333,True
MATVEC,uint32_t,2,8192,64,8,302.209333,True
MATVEC,uint32_t,2,8192,64,16,272.32,True
MATVEC,uint32_t,2,8192,64,32,257.996333,True
MATVEC,uint32_t,2,8192,64,64,251.077667,True
MATVEC,uint32_t,2,8192,128,8,596.494333,True
MATVEC,uint32_t,2,8192,128,16,538.047333,True
MATVEC,uint32_t,2,8192,128,32,512.496333,True
MATVEC,uint32_t,2,8192,128,64,496.397333,True
MATVEC,uint32_t,2,8192,128,128,488.278,True
MATVEC,uint32_t,2,8192,256,8,1186.158,True
MATVEC,uint32_t,2,8192,256,16,1069.274,True
MATVEC,uint32_t,2,8192,256,32,1024.599667,True
MATVEC,uint32_t,2,8192,256,64,984.483667,True
MATVEC,uint32_t,2,8192,256,128,969.883667,True
MATVEC,uint32_t,2,8192,256,256,962.524667,True
MATVEC,uint32_t,2,8192,512,8,2365.172333,True
MATVEC,uint32_t,2,8192,512,16,2131.689667,True
MATVEC,uint32_t,2,8192,512,32,2035.806,True
MATVEC,uint32_t,2,8192,512,64,1962.914667,True
MATVEC,uint32_t,2,8192,512,128,1932.561667,True
MATVEC,uint32_t,2,8192,512,256,1920.832333,True
MATVEC,uint32_t,2,8192,1024,8,NA,False
MATVEC,uint32_t,2,8192,1024,16,NA,False
MATVEC,uint32_t,2,8192,1024,32,NA,False
MATVEC,uint32_t,2,8192,1024,64,NA,False
MATVEC,uint32_t,2,8192,1024,128,NA,False
MATVEC,uint32_t,2,8192,1024,256,NA,False
MATVEC,uint32_t,2,8192,2048,8,NA,False
MATVEC,uint32_t,2,8192,2048,16,NA,False
MATVEC,uint32_t,2,8192,2048,32,NA,False
MATVEC,uint32_t,2,8192,2048,64,NA,False
MATVEC,uint32_t,2,8192,2048,128,NA,False
MATVEC,uint32_t,2,8192,2048,256,NA,False
MATVEC,uint32_t,2,8192,4096,8,NA,False
MATVEC,uint32_t,2,8192,4096,16,NA,False
MATVEC,uint32_t,2,8192,4096,32,NA,False
MATVEC,uint32_t,2,8192,4096,64,NA,False
MATVEC,uint32_t,2,8192,4096,128,NA,False
MATVEC,uint32_t,2,8192,4096,256,NA,False
MATVEC,uint32_t,2,8192,8192,8,NA,False
MATVEC,uint32_t,2,8192,8192,16,NA,False
MATVEC,uint32_t,2,8192,8192,32,NA,False
MATVEC,uint32_t,2,8192,8192,64,NA,False
MATVEC,uint32_t,2,8192,8192,128,NA,False
MATVEC,uint32_t,2,8192,8192,256,NA,False
MATVEC,uint32_t,4,16,16,8,0.212333,True
MATVEC,uint32_t,4,16,16,16,0.198222,True
MATVEC,uint32_t,4,16,32,8,0.358667,True
MATVEC,uint32_t,4,16,32,16,0.335333,True
MATVEC,uint32_t,4,16,32,32,0.322,True
MATVEC,uint32_t,4,16,64,8,0.66,True
MATVEC,uint32_t,4,16,64,16,0.594,True
MATVEC,uint32_t,4,16,64,32,0.572,True
MATVEC,uint32_t,4,16,64,64,0.559222,True
MATVEC,uint32_t,4,16,128,8,1.227,True
