operation,data_type,thread,iteration,vec_length,buffer_size,latency,correct
MATVEC,uint32_t,4,16,128,16,1.121667,True
MATVEC,uint32_t,4,16,128,32,1.066667,True
MATVEC,uint32_t,4,16,128,64,1.034667,True
MATVEC,uint32_t,4,16,128,128,1.015667,True
MATVEC,uint32_t,4,16,256,8,2.383,True
MATVEC,uint32_t,4,16,256,16,2.161,True
MATVEC,uint32_t,4,16,256,32,2.058667,True
MATVEC,uint32_t,4,16,256,64,1.991556,True
MATVEC,uint32_t,4,16,256,128,1.963333,True
MATVEC,uint32_t,4,16,256,256,1.966333,True
MATVEC,uint32_t,4,16,512,8,4.924667,True
MATVEC,uint32_t,4,16,512,16,4.235,True
MATVEC,uint32_t,4,16,512,32,4.077,True
MATVEC,uint32_t,4,16,512,64,3.903,True
MATVEC,uint32_t,4,16,512,128,3.995,True
MATVEC,uint32_t,4,16,512,256,3.832,True
MATVEC,uint32_t,4,16,1024,8,10.225,True
MATVEC,uint32_t,4,16,1024,16,8.402,True
MATVEC,uint32_t,4,16,1024,32,8.063667,True
MATVEC,uint32_t,4,16,1024,64,7.722000,True
MATVEC,uint32_t,4,16,1024,128,7.622667,True
MATVEC,uint32_t,4,16,1024,256,8.205667,True
MATVEC,uint32_t,4,16,2048,8,18.548333,True
MATVEC,uint32_t,4,16,2048,16,18.642,True
MATVEC,uint32_t,4,16,2048,32,17.165667,True
MATVEC,uint32_t,4,16,2048,64,15.369333,True
MATVEC,uint32_t,4,16,2048,128,15.146333,True
MATVEC,uint32_t,4,16,2048,256,15.130667,True
MATVEC,uint32_t,4,16,4096,8,36.987,True
MATVEC,uint32_t,4,16,4096,16,33.322667,True
MATVEC,uint32_t,4,16,4096,32,32.124333,True
MATVEC,uint32_t,4,16,4096,64,30.672667,True
MATVEC,uint32_t,4,16,4096,128,30.196,True
MATVEC,uint32_t,4,16,4096,256,29.989,True
MATVEC,uint32_t,4,16,8192,8,73.878333,True
MATVEC,uint32_t,4,16,8192,16,66.553667,True
MATVEC,uint32_t,4,16,8192,32,64.145667,True
MATVEC,uint32_t,4,16,8192,64,61.234,True
MATVEC,uint32_t,4,16,8192,128,60.300333,True
MATVEC,uint32_t,4,16,8192,256,59.919,True
MATVEC,uint32_t,4,32,16,8,0.374333,True
MATVEC,uint32_t,4,32,16,16,0.345667,True
MATVEC,uint32_t,4,32,32,8,0.669667,True
MATVEC,uint32_t,4,32,32,16,0.603333,True
MATVEC,uint32_t,4,32,32,32,0.580667,True
MATVEC,uint32_t,4,32,64,8,1.245667,True
MATVEC,uint32_t,4,32,64,16,1.126667,True
MATVEC,uint32_t,4,32,64,32,1.072667,True
MATVEC,uint32_t,4,32,64,64,1.047333,True
MATVEC,uint32_t,4,32,128,8,2.400333,True
MATVEC,uint32_t,4,32,128,16,2.165334,True
MATVEC,uint32_t,4,32,128,32,2.071667,True
MATVEC,uint32_t,4,32,128,64,2.004333,True
MATVEC,uint32_t,4,32,128,128,1.978667,True
MATVEC,uint32_t,4,32,256,8,4.712333,True
MATVEC,uint32_t,4,32,256,16,4.250667,True
MATVEC,uint32_t,4,32,256,32,4.063,True
MATVEC,uint32_t,4,32,256,64,3.918333,True
MATVEC,uint32_t,4,32,256,128,3.875333,True
MATVEC,uint32_t,4,32,256,256,3.852333,True
MATVEC,uint32_t,4,32,512,8,9.320667,True
MATVEC,uint32_t,4,32,512,16,8.405,True
MATVEC,uint32_t,4,32,512,32,8.331,True
MATVEC,uint32_t,4,32,512,64,7.742,True
MATVEC,uint32_t,4,32,512,128,7.631889,True
MATVEC,uint32_t,4,32,512,256,7.608333,True
MATVEC,uint32_t,4,32,1024,8,18.549667,True
MATVEC,uint32_t,4,32,1024,16,16.716667,True
MATVEC,uint32_t,4,32,1024,32,16.081,True
MATVEC,uint32_t,4,32,1024,64,17.036667,True
MATVEC,uint32_t,4,32,1024,128,15.165667,True
MATVEC,uint32_t,4,32,1024,256,15.058,True
MATVEC,uint32_t,4,32,2048,8,36.991,True
MATVEC,uint32_t,4,32,2048,16,33.698,True
MATVEC,uint32_t,4,32,2048,32,32.126333,True
MATVEC,uint32_t,4,32,2048,64,30.694667,True
MATVEC,uint32_t,4,32,2048,128,31.292667,True
MATVEC,uint32_t,4,32,2048,256,30.852333,True
MATVEC,uint32_t,4,32,4096,8,73.790667,True
MATVEC,uint32_t,4,32,4096,16,66.554667,True
MATVEC,uint32_t,4,32,4096,32,64.120667,True
MATVEC,uint32_t,4,32,4096,64,61.260333,True
MATVEC,uint32_t,4,32,4096,128,60.288667,True
MATVEC,uint32_t,4,32,4096,256,59.913,True
MATVEC,uint32_t,4,32,8192,8,147.670667,True
MATVEC,uint32_t,4,32,8192,16,133.004333,True
MATVEC,uint32_t,4,32,8192,32,128.188333,True
MATVEC,uint32_t,4,32,8192,64,122.380333,True
MATVEC,uint32_t,4,32,8192,128,120.481333,True
MATVEC,uint32_t,4,32,8192,256,119.681667,True
MATVEC,uint32_t,4,64,16,8,0.692667,True
MATVEC,uint32_t,4,64,16,16,0.644667,True
MATVEC,uint32_t,4,64,32,8,1.262333,True
MATVEC,uint32_t,4,64,32,16,1.167667,True
MATVEC,uint32_t,4,64,32,32,1.096667,True
MATVEC,uint32_t,4,64,64,8,2.425,True
MATVEC,uint32_t,4,64,64,16,2.204667,True
MATVEC,uint32_t,4,64,64,32,2.138667,True
MATVEC,uint32_t,4,64,64,64,2.024667,True
MATVEC,uint32_t,4,64,128,8,4.729667,True
MATVEC,uint32_t,4,64,128,16,4.284333,True
MATVEC,uint32_t,4,64,128,32,4.082,True
MATVEC,uint32_t,4,64,128,64,3.953667,True
MATVEC,uint32_t,4,64,128,128,3.906,True
MATVEC,uint32_t,4,64,256,8,9.335333,True
MATVEC,uint32_t,4,64,256,16,8.426445,True
MATVEC,uint32_t,4,64,256,32,8.099889,True
MATVEC,uint32_t,4,64,256,64,7.758778,True
MATVEC,uint32_t,4,64,256,128,7.663333,True
MATVEC,uint32_t,4,64,256,256,7.609667,True
MATVEC,uint32_t,4,64,512,8,18.573778,True
MATVEC,uint32_t,4,64,512,16,16.741667,True
MATVEC,uint32_t,4,64,512,32,17.383333,True
MATVEC,uint32_t,4,64,512,64,15.406889,True
MATVEC,uint32_t,4,64,512,128,15.186333,True
MATVEC,uint32_t,4,64,512,256,15.091333,True
MATVEC,uint32_t,4,64,1024,8,37.035,True
MATVEC,uint32_t,4,64,1024,16,33.374,True
MATVEC,uint32_t,4,64,1024,32,32.081667,True
MATVEC,uint32_t,4,64,1024,64,30.701333,True
MATVEC,uint32_t,4,64,1024,128,30.252667,True
MATVEC,uint32_t,4,64,1024,256,30.05,True
MATVEC,uint32_t,4,64,2048,8,73.887667,True
MATVEC,uint32_t,4,64,2048,16,66.586,True
MATVEC,uint32_t,4,64,2048,32,64.090333,True
MATVEC,uint32_t,4,64,2048,64,61.284333,True
MATVEC,uint32_t,4,64,2048,128,60.346,True
MATVEC,uint32_t,4,64,2048,256,59.935,True
MATVEC,uint32_t,4,64,4096,8,147.708667,True
MATVEC,uint32_t,4,64,4096,16,133.047333,True
MATVEC,uint32_t,4,64,4096,32,128.208667,True
MATVEC,uint32_t,4,64,4096,64,122.404333,True
MATVEC,uint32_t,4,64,4096,128,120.528667,True
MATVEC,uint32_t,4,64,4096,256,119.737667,True
MATVEC,uint32_t,4,64,8192,8,295.251333,True
MATVEC,uint32_t,4,64,8192,16,265.901,True
MATVEC,uint32_t,4,64,8192,32,256.226333,True
MATVEC,uint32_t,4,64,8192,64,244.640667,True
MATVEC,uint32_t,4,64,8192,128,240.861,True
MATVEC,uint32_t,4,64,8192,256,239.283,True
MATVEC,uint32_t,4,128,16,8,1.322667,True
MATVEC,uint32_t,4,128,16,16,1.208,True
MATVEC,uint32_t,4,128,32,8,2.476,True
MATVEC,uint32_t,4,128,32,16,2.257667,True
MATVEC,uint32_t,4,128,32,32,2.134667,True
MATVEC,uint32_t,4,128,64,8,4.806333,True
MATVEC,uint32_t,4,128,64,16,4.354667,True
MATVEC,uint32_t,4,128,64,32,4.279333,True
MATVEC,uint32_t,4,128,64,64,3.999,True
MATVEC,uint32_t,4,128,128,8,9.418,True
MATVEC,uint32_t,4,128,128,16,8.479667,True
MATVEC,uint32_t,4,128,128,32,8.079333,True
MATVEC,uint32_t,4,128,128,64,7.814333,True
MATVEC,uint32_t,4,128,128,128,7.699667,True
MATVEC,uint32_t,4,128,256,8,18.676667,True
MATVEC,uint32_t,4,128,256,16,16.781667,True
MATVEC,uint32_t,4,128,256,32,16.069333,True
MATVEC,uint32_t,4,128,256,64,15.446,True
MATVEC,uint32_t,4,128,256,128,15.214667,True
MATVEC,uint32_t,4,128,256,256,15.106333,True
MATVEC,uint32_t,4,128,512,8,37.063333,True
MATVEC,uint32_t,4,128,512,16,33.406333,True
MATVEC,uint32_t,4,128,512,32,32.014,True
MATVEC,uint32_t,4,128,512,64,30.768,True
MATVEC,uint32_t,4,128,512,128,30.286,True
MATVEC,uint32_t,4,128,512,256,30.127,True
MATVEC,uint32_t,4,128,1024,8,73.962,True
MATVEC,uint32_t,4,128,1024,16,67.468333,True
MATVEC,uint32_t,4,128,1024,32,64.048333,True
MATVEC,uint32_t,4,128,1024,64,61.282333,True
MATVEC,uint32_t,4,128,1024,128,60.362,True
MATVEC,uint32_t,4,128,1024,256,59.963333,True
MATVEC,uint32_t,4,128,2048,8,147.715,True
MATVEC,uint32_t,4,128,2048,16,133.116,True
MATVEC,uint32_t,4,128,2048,32,128.09,True
MATVEC,uint32_t,4,128,2048,64,122.456,True
MATVEC,uint32_t,4,128,2048,128,120.547667,True
MATVEC,uint32_t,4,128,2048,256,119.762,True
MATVEC,uint32_t,4,128,4096,8,295.321333,True
MATVEC,uint32_t,4,128,4096,16,265.966,True
MATVEC,uint32_t,4,128,4096,32,256.184,True
MATVEC,uint32_t,4,128,4096,64,244.617667,True
MATVEC,uint32_t,4,128,4096,128,240.830667,True
MATVEC,uint32_t,4,128,4096,256,239.295333,True
MATVEC,uint32_t,4,128,8192,8,590.289,True
MATVEC,uint32_t,4,128,8192,16,531.682333,True
MATVEC,uint32_t,4,128,8192,32,512.353667,True
MATVEC,uint32_t,4,128,8192,64,489.119333,True
MATVEC,uint32_t,4,128,8192,128,481.64,True
MATVEC,uint32_t,4,128,8192,256,478.456667,True
MATVEC,uint32_t,4,256,16,8,2.572,True
MATVEC,uint32_t,4,256,16,16,2.347333,True
MATVEC,uint32_t,4,256,32,8,4.885333,True
MATVEC,uint32_t,4,256,32,16,4.418667,True
MATVEC,uint32_t,4,256,32,32,4.194,True
MATVEC,uint32_t,4,256,64,8,9.484667,True
MATVEC,uint32_t,4,256,64,16,8.604333,True
MATVEC,uint32_t,4,256,64,32,8.124,True
MATVEC,uint32_t,4,256,64,64,7.912667,True
MATVEC,uint32_t,4,256,128,8,18.721667,True
MATVEC,uint32_t,4,256,128,16,16.914667,True
MATVEC,uint32_t,4,256,128,32,17.397333,True
MATVEC,uint32_t,4,256,128,64,15.602667,True
MATVEC,uint32_t,4,256,128,128,15.348667,True
MATVEC,uint32_t,4,256,256,8,37.219333,True
MATVEC,uint32_t,4,256,256,16,33.537667,True
MATVEC,uint32_t,4,256,256,32,32.096,True
MATVEC,uint32_t,4,256,256,64,30.832333,True
MATVEC,uint32_t,4,256,256,128,30.382333,True
MATVEC,uint32_t,4,256,256,256,30.149667,True
MATVEC,uint32_t,4,256,512,8,74.018333,True
MATVEC,uint32_t,4,256,512,16,66.717333,True
MATVEC,uint32_t,4,256,512,32,64.101333,True
MATVEC,uint32_t,4,256,512,64,61.433,True
MATVEC,uint32_t,4,256,512,128,60.552333,True
MATVEC,uint32_t,4,256,512,256,60.108667,True
MATVEC,uint32_t,4,256,1024,8,147.873,True
MATVEC,uint32_t,4,256,1024,16,133.154333,True
MATVEC,uint32_t,4,256,1024,32,127.943667,True
MATVEC,uint32_t,4,256,1024,64,122.499667,True
MATVEC,uint32_t,4,256,1024,128,120.68,True
MATVEC,uint32_t,4,256,1024,256,119.884667,True
MATVEC,uint32_t,4,256,2048,8,295.375667,True
MATVEC,uint32_t,4,256,2048,16,266.073333,True
MATVEC,uint32_t,4,256,2048,32,256.075,True
MATVEC,uint32_t,4,256,2048,64,244.781667,True
MATVEC,uint32_t,4,256,2048,128,241.035,True
MATVEC,uint32_t,4,256,2048,256,239.43,True
MATVEC,uint32_t,4,256,4096,8,590.481333,True
MATVEC,uint32_t,4,256,4096,16,532.044667,True
MATVEC,uint32_t,4,256,4096,32,512.225667,True
MATVEC,uint32_t,4,256,4096,64,489.276667,True
MATVEC,uint32_t,4,256,4096,128,481.698333,True
MATVEC,uint32_t,4,256,4096,256,478.556667,True
MATVEC,uint32_t,4,256,8192,8,1180.576667,True
MATVEC,uint32_t,4,256,8192,16,1063.205,True
MATVEC,uint32_t,4,256,8192,32,1024.532333,True
MATVEC,uint32_t,4,256,8192,64,978.182333,True
MATVEC,uint32_t,4,256,8192,128,963.129,True
MATVEC,uint32_t,4,256,8192,256,956.692667,True
MATVEC,uint32_t,4,512,16,8,5.096667,True
MATVEC,uint32_t,4,512,16,16,4.644667,True
MATVEC,uint32_t,4,512,32,8,9.712667,True
MATVEC,uint32_t,4,512,32,16,8.783778,True
MATVEC,uint32_t,4,512,32,32,8.330667,True
MATVEC,uint32_t,4,512,64,8,18.926,True
MATVEC,uint32_t,4,512,64,16,17.077,True
MATVEC,uint32_t,4,512,64,32,16.179333,True
MATVEC,uint32_t,4,512,64,64,15.767667,True
MATVEC,uint32_t,4,512,128,8,37.497333,True
MATVEC,uint32_t,4,512,128,16,33.734,True
MATVEC,uint32_t,4,512,128,32,32.132,True
MATVEC,uint32_t,4,512,128,64,32.988333,True
MATVEC,uint32_t,4,512,128,128,30.605333,True
MATVEC,uint32_t,4,512,256,8,74.301333,True
MATVEC,uint32_t,4,512,256,16,66.949667,True
MATVEC,uint32_t,4,512,256,32,64.152,True
MATVEC,uint32_t,4,512,256,64,61.645333,True
MATVEC,uint32_t,4,512,256,128,60.736667,True
MATVEC,uint32_t,4,512,256,256,60.259333,True
MATVEC,uint32_t,4,512,512,8,148.098,True
MATVEC,uint32_t,4,512,512,16,133.407333,True
MATVEC,uint32_t,4,512,512,32,127.777333,True
MATVEC,uint32_t,4,512,512,64,122.778333,True
MATVEC,uint32_t,4,512,512,128,120.89,True
MATVEC,uint32_t,4,512,512,256,120.154333,True
MATVEC,uint32_t,4,512,1024,8,295.644,True
MATVEC,uint32_t,4,512,1024,16,266.323333,True
MATVEC,uint32_t,4,512,1024,32,255.657,True
MATVEC,uint32_t,4,512,1024,64,244.975,True
MATVEC,uint32_t,4,512,1024,128,241.27,True
MATVEC,uint32_t,4,512,1024,256,239.652333,True
MATVEC,uint32_t,4,512,2048,8,590.668667,True
MATVEC,uint32_t,4,512,2048,16,532.015667,True
MATVEC,uint32_t,4,512,2048,32,511.956,True
MATVEC,uint32_t,4,512,2048,64,489.461,True
MATVEC,uint32_t,4,512,2048,128,481.889667,True
MATVEC,uint32_t,4,512,2048,256,478.748,True
MATVEC,uint32_t,4,512,4096,8,1180.957667,True
MATVEC,uint32_t,4,512,4096,16,1063.518,True
MATVEC,uint32_t,4,512,4096,32,1024.164667,True
MATVEC,uint32_t,4,512,4096,64,978.490667,True
MATVEC,uint32_t,4,512,4096,128,963.359667,True
MATVEC,uint32_t,4,512,4096,256,956.976,True
MATVEC,uint32_t,4,512,8192,8,NA,False
MATVEC,uint32_t,4,512,8192,16,NA,False
MATVEC,uint32_t,4,512,8192,32,NA,False
MATVEC,uint32_t,4,512,8192,64,NA,False
MATVEC,uint32_t,4,512,8192,128,NA,False
MATVEC,uint32_t,4,512,8192,256,NA,False
MATVEC,uint32_t,4,1024,16,8,10.133667,True
MATVEC,uint32_t,4,1024,16,16,9.218333,True
MATVEC,uint32_t,4,1024,32,8,19.403,True
MATVEC,uint32_t,4,1024,32,16,17.535,True
MATVEC,uint32_t,4,1024,32,32,18.107333,True
MATVEC,uint32_t,4,1024,64,8,37.875,True
MATVEC,uint32_t,4,1024,64,16,34.129667,True
MATVEC,uint32_t,4,1024,64,32,32.318,True
MATVEC,uint32_t,4,1024,64,64,31.454667,True
MATVEC,uint32_t,4,1024,128,8,74.763333,True
MATVEC,uint32_t,4,1024,128,16,67.359667,True
MATVEC,uint32_t,4,1024,128,32,64.134667,True
MATVEC,uint32_t,4,1024,128,64,62.131,True
MATVEC,uint32_t,4,1024,128,128,61.121667,True
MATVEC,uint32_t,4,1024,256,8,148.550333,True
MATVEC,uint32_t,4,1024,256,16,133.833,True
MATVEC,uint32_t,4,1024,256,32,128.194333,True
MATVEC,uint32_t,4,1024,256,64,123.165667,True
MATVEC,uint32_t,4,1024,256,128,121.336333,True
MATVEC,uint32_t,4,1024,256,256,120.83,True
MATVEC,uint32_t,4,1024,512,8,296.195,True
MATVEC,uint32_t,4,1024,512,16,266.720667,True
MATVEC,uint32_t,4,1024,512,32,255.616667,True
MATVEC,uint32_t,4,1024,512,64,245.462,True
MATVEC,uint32_t,4,1024,512,128,241.691333,True
MATVEC,uint32_t,4,1024,512,256,240.145333,True
MATVEC,uint32_t,4,1024,1024,8,591.206667,True
MATVEC,uint32_t,4,1024,1024,16,532.541667,True
MATVEC,uint32_t,4,1024,1024,32,511.149667,True
MATVEC,uint32_t,4,1024,1024,64,489.896333,True
MATVEC,uint32_t,4,1024,1024,128,482.458333,True
MATVEC,uint32_t,4,1024,1024,256,479.211667,True
MATVEC,uint32_t,4,1024,2048,8,1182.715333,True
MATVEC,uint32_t,4,1024,2048,16,1063.981667,True
MATVEC,uint32_t,4,1024,2048,32,1022.648667,True
MATVEC,uint32_t,4,1024,2048,64,979.010667,True
MATVEC,uint32_t,4,1024,2048,128,963.746333,True
MATVEC,uint32_t,4,1024,2048,256,957.340333,True
MATVEC,uint32_t,4,1024,4096,8,NA,False
MATVEC,uint32_t,4,1024,4096,16,NA,False
MATVEC,uint32_t,4,1024,4096,32,NA,False
MATVEC,uint32_t,4,1024,4096,64,NA,False
MATVEC,uint32_t,4,1024,4096,128,NA,False
MATVEC,uint32_t,4,1024,4096,256,NA,False
MATVEC,uint32_t,4,1024,8192,8,NA,False
MATVEC,uint32_t,4,1024,8192,16,NA,False
MATVEC,uint32_t,4,1024,8192,32,NA,False
MATVEC,uint32_t,4,1024,8192,64,NA,False
MATVEC,uint32_t,4,1024,8192,128,NA,False
MATVEC,uint32_t,4,1024,8192,256,NA,False
MATVEC,uint32_t,4,2048,16,8,20.229667,True
MATVEC,uint32_t,4,2048,16,16,20.261,True
MATVEC,uint32_t,4,2048,32,8,40.854667,True
MATVEC,uint32_t,4,2048,32,16,34.961,True
MATVEC,uint32_t,4,2048,32,32,33.179667,True
MATVEC,uint32_t,4,2048,64,8,75.752667,True
MATVEC,uint32_t,4,2048,64,16,68.172,True
MATVEC,uint32_t,4,2048,64,32,64.604333,True
MATVEC,uint32_t,4,2048,64,64,62.847333,True
MATVEC,uint32_t,4,2048,128,8,149.469,True
MATVEC,uint32_t,4,2048,128,16,134.694667,True
MATVEC,uint32_t,4,2048,128,32,128.203667,True
MATVEC,uint32_t,4,2048,128,64,124.18,True
MATVEC,uint32_t,4,2048,128,128,122.168667,True
MATVEC,uint32_t,4,2048,256,8,297.240333,True
MATVEC,uint32_t,4,2048,256,16,267.555667,True
MATVEC,uint32_t,4,2048,256,32,256.287667,True
MATVEC,uint32_t,4,2048,256,64,246.183,True
MATVEC,uint32_t,4,2048,256,128,242.576667,True
MATVEC,uint32_t,4,2048,256,256,240.737667,True
MATVEC,uint32_t,4,2048,512,8,592.115,True
MATVEC,uint32_t,4,2048,512,16,533.34,True
MATVEC,uint32_t,4,2048,512,32,511.256,True
MATVEC,uint32_t,4,2048,512,64,490.854333,True
MATVEC,uint32_t,4,2048,512,128,483.257333,True
MATVEC,uint32_t,4,2048,512,256,480.203,True
MATVEC,uint32_t,4,2048,1024,8,1182.391667,True
MATVEC,uint32_t,4,2048,1024,16,1064.974667,True
MATVEC,uint32_t,4,2048,1024,32,1020.942667,True
MATVEC,uint32_t,4,2048,1024,64,979.645,True
MATVEC,uint32_t,4,2048,1024,128,964.851667,True
MATVEC,uint32_t,4,2048,1024,256,958.340333,True
MATVEC,uint32_t,4,2048,2048,8,NA,False
MATVEC,uint32_t,4,2048,2048,16,NA,False
MATVEC,uint32_t,4,2048,2048,32,NA,False
MATVEC,uint32_t,4,2048,2048,64,NA,False
MATVEC,uint32_t,4,2048,2048,128,NA,False
MATVEC,uint32_t,4,2048,2048,256,NA,False
MATVEC,uint32_t,4,2048,4096,8,NA,False
MATVEC,uint32_t,4,2048,4096,16,NA,False
MATVEC,uint32_t,4,2048,4096,32,NA,False
MATVEC,uint32_t,4,2048,4096,64,NA,False
MATVEC,uint32_t,4,2048,4096,128,NA,False
MATVEC,uint32_t,4,2048,4096,256,NA,False
MATVEC,uint32_t,4,2048,8192,8,NA,False
MATVEC,uint32_t,4,2048,8192,16,NA,False
MATVEC,uint32_t,4,2048,8192,32,NA,False
MATVEC,uint32_t,4,2048,8192,64,NA,False
MATVEC,uint32_t,4,2048,8192,128,NA,False
MATVEC,uint32_t,4,2048,8192,256,NA,False
MATVEC,uint32_t,4,4096,16,8,40.277,True
MATVEC,uint32_t,4,4096,16,16,36.707,True
MATVEC,uint32_t,4,4096,32,8,77.444333,True
MATVEC,uint32_t,4,4096,32,16,69.831333,True
MATVEC,uint32_t,4,4096,32,32,66.275,True
MATVEC,uint32_t,4,4096,64,8,151.540333,True
MATVEC,uint32_t,4,4096,64,16,136.611667,True
MATVEC,uint32_t,4,4096,64,32,129.080333,True
MATVEC,uint32_t,4,4096,64,64,125.596667,True
MATVEC,uint32_t,4,4096,128,8,298.703333,True
MATVEC,uint32_t,4,4096,128,16,269.288,True
MATVEC,uint32_t,4,4096,128,32,256.301333,True
MATVEC,uint32_t,4,4096,128,64,248.271667,True
MATVEC,uint32_t,4,4096,128,128,244.182667,True
MATVEC,uint32_t,4,4096,256,8,594.720333,True
MATVEC,uint32_t,4,4096,256,16,535.057333,True
MATVEC,uint32_t,4,4096,256,32,512.477333,True
MATVEC,uint32_t,4,4096,256,64,492.321667,True
MATVEC,uint32_t,4,4096,256,128,485.079667,True
MATVEC,uint32_t,4,4096,256,256,481.311667,True
MATVEC,uint32_t,4,4096,512,8,1184.438667,True
MATVEC,uint32_t,4,4096,512,16,1066.604333,True
MATVEC,uint32_t,4,4096,512,32,1022.4,True
MATVEC,uint32_t,4,4096,512,64,981.553,True
MATVEC,uint32_t,4,4096,512,128,966.359333,True
MATVEC,uint32_t,4,4096,512,256,960.278333,True
MATVEC,uint32_t,4,4096,1024,8,NA,False
MATVEC,uint32_t,4,4096,1024,16,NA,False
MATVEC,uint32_t,4,4096,1024,32,NA,False
MATVEC,uint32_t,4,4096,1024,64,NA,False
MATVEC,uint32_t,4,4096,1024,128,NA,False
MATVEC,uint32_t,4,4096,1024,256,NA,False
MATVEC,uint32_t,4,4096,2048,8,NA,False
MATVEC,uint32_t,4,4096,2048,16,NA,False
MATVEC,uint32_t,4,4096,2048,32,NA,False
MATVEC,uint32_t,4,4096,2048,64,NA,False
MATVEC,uint32_t,4,4096,2048,128,NA,False
MATVEC,uint32_t,4,4096,2048,256,NA,False
MATVEC,uint32_t,4,4096,4096,8,NA,False
MATVEC,uint32_t,4,4096,4096,16,NA,False
MATVEC,uint32_t,4,4096,4096,32,NA,False
MATVEC,uint32_t,4,4096,4096,64,NA,False
MATVEC,uint32_t,4,4096,4096,128,NA,False
MATVEC,uint32_t,4,4096,4096,256,NA,False
MATVEC,uint32_t,4,4096,8192,8,NA,False
MATVEC,uint32_t,4,4096,8192,16,NA,False
MATVEC,uint32_t,4,4096,8192,32,NA,False
MATVEC,uint32_t,4,4096,8192,64,NA,False
MATVEC,uint32_t,4,4096,8192,128,NA,False
MATVEC,uint32_t,4,4096,8192,256,NA,False
MATVEC,uint32_t,4,8192,16,8,81.856,True
MATVEC,uint32_t,4,8192,16,16,73.320333,True
MATVEC,uint32_t,4,8192,32,8,154.716333,True
MATVEC,uint32_t,4,8192,32,16,139.607667,True
MATVEC,uint32_t,4,8192,32,32,132.490333,True
MATVEC,uint32_t,4,8192,64,8,303.274333,True
MATVEC,uint32_t,4,8192,64,16,272.376667,True
MATVEC,uint32_t,4,8192,64,32,258.082333,True
MATVEC,uint32_t,4,8192,64,64,251.086333,True
MATVEC,uint32_t,4,8192,128,8,597.763,True
MATVEC,uint32_t,4,8192,128,16,538.430667,True
MATVEC,uint32_t,4,8192,128,32,512.51,True
MATVEC,uint32_t,4,8192,128,64,496.438,True
MATVEC,uint32_t,4,8192,128,128,488.315,True
MATVEC,uint32_t,4,8192,256,8,1189.628667,True
MATVEC,uint32_t,4,8192,256,16,1069.982667,True
MATVEC,uint32_t,4,8192,256,32,1024.878,True
MATVEC,uint32_t,4,8192,256,64,984.584667,True
MATVEC,uint32_t,4,8192,256,128,970.137333,True
MATVEC,uint32_t,4,8192,256,256,962.883,True
MATVEC,uint32_t,4,8192,512,8,NA,False
MATVEC,uint32_t,4,8192,512,16,NA,False
MATVEC,uint32_t,4,8192,512,32,NA,False
MATVEC,uint32_t,4,8192,512,64,NA,False
MATVEC,uint32_t,4,8192,512,128,NA,False
MATVEC,uint32_t,4,8192,512,256,NA,False
MATVEC,uint32_t,4,8192,1024,8,NA,False
MATVEC,uint32_t,4,8192,1024,16,NA,False
MATVEC,uint32_t,4,8192,1024,32,NA,False
MATVEC,uint32_t,4,8192,1024,64,NA,False
MATVEC,uint32_t,4,8192,1024,128,NA,False
MATVEC,uint32_t,4,8192,1024,256,NA,False
MATVEC,uint32_t,4,8192,2048,8,NA,False
MATVEC,uint32_t,4,8192,2048,16,NA,False
MATVEC,uint32_t,4,8192,2048,32,NA,False
MATVEC,uint32_t,4,8192,2048,64,NA,False
MATVEC,uint32_t,4,8192,2048,128,NA,False
MATVEC,uint32_t,4,8192,2048,256,NA,False
MATVEC,uint32_t,4,8192,4096,8,NA,False
MATVEC,uint32_t,4,8192,4096,16,NA,False
MATVEC,uint32_t,4,8192,4096,32,NA,False
MATVEC,uint32_t,4,8192,4096,64,NA,False
MATVEC,uint32_t,4,8192,4096,128,NA,False
MATVEC,uint32_t,4,8192,4096,256,NA,False
MATVEC,uint32_t,4,8192,8192,8,NA,False
MATVEC,uint32_t,4,8192,8192,16,NA,False
MATVEC,uint32_t,4,8192,8192,32,NA,False
MATVEC,uint32_t,4,8192,8192,64,NA,False
MATVEC,uint32_t,4,8192,8192,128,NA,False
MATVEC,uint32_t,4,8192,8192,256,NA,False
MATVEC,uint32_t,8,16,16,8,0.217,True
MATVEC,uint32_t,8,16,16,16,0.206,True
MATVEC,uint32_t,8,16,32,8,0.374,True
MATVEC,uint32_t,8,16,32,16,0.341,True
MATVEC,uint32_t,8,16,32,32,0.326,True
MATVEC,uint32_t,8,16,64,8,0.660333,True
MATVEC,uint32_t,8,16,64,16,0.605667,True
MATVEC,uint32_t,8,16,64,32,0.571333,True
MATVEC,uint32_t,8,16,64,64,0.567,True
MATVEC,uint32_t,8,16,128,8,1.236333,True
MATVEC,uint32_t,8,16,128,16,1.126,True
MATVEC,uint32_t,8,16,128,32,1.072333,True
MATVEC,uint32_t,8,16,128,64,1.038667,True
MATVEC,uint32_t,8,16,128,128,1.032667,True
MATVEC,uint32_t,8,16,256,8,2.396,True
MATVEC,uint32_t,8,16,256,16,2.178,True
MATVEC,uint32_t,8,16,256,32,2.063333,True
MATVEC,uint32_t,8,16,256,64,2.105,True
MATVEC,uint32_t,8,16,256,128,1.972667,True
MATVEC,uint32_t,8,16,256,256,1.979333,True
MATVEC,uint32_t,8,16,512,8,4.728333,True
