operation,data_type,iteration,cycle_count
DMA_LOAD,8,1,-1,-1
DMA_LOAD,16,1,-1,-1
DMA_LOAD,32,1,-1,-1
DMA_LOAD,64,1,-1,-1
DMA_LOAD,128,1,-1,-1
DMA_LOAD,256,1,-1,-1
DMA_LOAD,512,1,-1,-1
DMA_LOAD,1024,1,-1,-1
DMA_LOAD,2048,1,-1,-1
DMA_STORE,8,1,-1,-1
DMA_STORE,16,1,-1,-1
DMA_STORE,32,1,-1,-1
DMA_STORE,64,1,-1,-1
DMA_STORE,128,1,-1,-1
DMA_STORE,256,1,-1,-1
DMA_STORE,512,1,-1,-1
DMA_STORE,1024,1,-1,-1
DMA_STORE,2048,1,-1,-1
