operation,data_type,thread,iteration,buffer_size,latency,correct
ADD,uint64_t,4,2048,64,45.870333,True
ADD,uint64_t,4,4096,16,25.053333,True
ADD,uint64_t,4,1024,256,89.763,True
ADD,uint64_t,2,32768,32,383.257667,True
ADD,uint64_t,4,4096,32,48.046333,True
ADD,uint64_t,4,2048,128,90.191,True
ADD,uint64_t,4,8192,8,28.299333,True
ADD,uint64_t,4,4096,256,NA,False
ADD,uint64_t,4,8192,16,50.043667,True
ADD,uint64_t,4,4096,64,91.669,True
ADD,uint64_t,4,8192,128,NA,False
ADD,uint64_t,4,8192,256,NA,False
ADD,uint64_t,4,2048,256,179.429,True
ADD,uint64_t,4,16384,8,56.698667,True
ADD,uint64_t,4,8192,32,96.028667,True
ADD,uint64_t,4,16384,256,NA,False
ADD,uint64_t,4,16384,128,NA,False
ADD,uint64_t,4,16384,64,NA,False
ADD,uint64_t,4,16384,16,100.012333,True
ADD,uint64_t,4,4096,128,180.298333,True
ADD,uint64_t,4,32768,128,NA,False
ADD,uint64_t,4,32768,256,NA,False
ADD,uint64_t,8,256,8,1.031667,True
ADD,uint64_t,8,256,16,1.641667,True
ADD,uint64_t,4,8192,64,183.209333,True
ADD,uint64_t,4,32768,64,NA,False
ADD,uint64_t,4,32768,32,NA,False
ADD,uint64_t,8,256,32,3.08,True
ADD,uint64_t,4,32768,8,113.146667,True
ADD,uint64_t,8,256,64,5.810667,True
ADD,uint64_t,8,512,8,1.988333,True
ADD,uint64_t,8,512,16,3.221667,True
ADD,uint64_t,8,256,128,11.365667,True
ADD,uint64_t,8,512,32,6.091667,True
ADD,uint64_t,8,256,256,22.564333,True
ADD,uint64_t,8,1024,8,3.916,True
ADD,uint64_t,8,512,64,11.554333,True
ADD,uint64_t,4,16384,32,192.089,True
ADD,uint64_t,8,1024,16,6.358333,True
ADD,uint64_t,8,512,128,22.623667,True
ADD,uint64_t,8,1024,32,12.084,True
ADD,uint64_t,8,2048,8,7.776,True
ADD,uint64_t,8,1024,64,23.018333,True
ADD,uint64_t,8,2048,16,12.65,True
ADD,uint64_t,4,32768,16,199.954333,True
ADD,uint64_t,8,512,256,44.992333,True
ADD,uint64_t,8,2048,32,24.100333,True
ADD,uint64_t,8,1024,128,45.183333,True
ADD,uint64_t,8,4096,8,15.464,True
ADD,uint64_t,8,4096,16,25.287667,True
ADD,uint64_t,8,2048,256,NA,False
ADD,uint64_t,8,2048,64,45.937667,True
ADD,uint64_t,8,4096,128,NA,False
ADD,uint64_t,8,4096,256,NA,False
ADD,uint64_t,8,1024,256,89.820667,True
ADD,uint64_t,8,8192,8,30.866333,True
ADD,uint64_t,8,4096,32,48.128333,True
ADD,uint64_t,8,8192,256,NA,False
ADD,uint64_t,8,2048,128,90.243,True
ADD,uint64_t,8,8192,16,50.485,True
ADD,uint64_t,8,8192,128,NA,False
ADD,uint64_t,8,8192,64,NA,False
ADD,uint64_t,8,16384,128,NA,False
ADD,uint64_t,8,4096,64,91.775333,True
ADD,uint64_t,8,16384,256,NA,False
ADD,uint64_t,8,16384,8,61.694667,True
ADD,uint64_t,8,16384,32,NA,False
ADD,uint64_t,8,16384,64,NA,False
ADD,uint64_t,8,32768,64,NA,False
ADD,uint64_t,8,32768,128,NA,False
ADD,uint64_t,16,256,8,1.788,True
ADD,uint64_t,8,32768,32,NA,False
ADD,uint64_t,8,32768,16,NA,False
ADD,uint64_t,8,32768,256,NA,False
ADD,uint64_t,8,8192,32,96.173333,True
ADD,uint64_t,16,256,16,2.612,True
ADD,uint64_t,16,256,32,4.258,True
ADD,uint64_t,16,256,256,NA,False
ADD,uint64_t,16,512,8,3.498333,True
ADD,uint64_t,16,256,64,7.785333,True
ADD,uint64_t,16,512,16,5.151,True
ADD,uint64_t,8,16384,16,100.896333,True
ADD,uint64_t,16,256,128,15.325667,True
ADD,uint64_t,16,512,32,8.413667,True
ADD,uint64_t,16,1024,8,6.932,True
ADD,uint64_t,16,512,256,NA,False
ADD,uint64_t,16,512,64,15.462,True
ADD,uint64_t,16,1024,16,10.203333,True
ADD,uint64_t,16,1024,32,16.732333,True
ADD,uint64_t,8,32768,8,123.251,True
ADD,uint64_t,16,2048,8,13.776,True
ADD,uint64_t,16,512,128,30.517,True
ADD,uint64_t,16,1024,256,NA,False
ADD,uint64_t,16,2048,16,20.314333,True
ADD,uint64_t,16,1024,64,30.847,True
ADD,uint64_t,16,2048,256,NA,False
ADD,uint64_t,16,2048,128,NA,False
ADD,uint64_t,16,4096,8,27.460667,True
ADD,uint64_t,16,2048,32,33.39,True
ADD,uint64_t,16,4096,256,NA,False
ADD,uint64_t,16,1024,128,60.891667,True
ADD,uint64_t,16,4096,16,40.529,True
ADD,uint64_t,16,4096,64,NA,False
ADD,uint64_t,16,4096,128,NA,False
ADD,uint64_t,16,8192,128,NA,False
ADD,uint64_t,16,8192,256,NA,False
ADD,uint64_t,16,2048,64,61.587333,True
ADD,uint64_t,16,8192,32,NA,False
ADD,uint64_t,16,8192,64,NA,False
ADD,uint64_t,16,8192,8,54.839667,True
ADD,uint64_t,16,16384,64,NA,False
ADD,uint64_t,16,4096,32,66.697,True
ADD,uint64_t,16,16384,128,NA,False
ADD,uint64_t,16,16384,16,NA,False
ADD,uint64_t,16,16384,32,NA,False
ADD,uint64_t,16,16384,256,NA,False
ADD,uint64_t,16,32768,32,NA,False
ADD,uint64_t,16,32768,64,NA,False
ADD,uint64_t,16,32768,8,NA,False
ADD,uint64_t,16,8192,16,80.987667,True
ADD,uint64_t,16,32768,16,NA,False
ADD,uint64_t,16,32768,128,NA,False
ADD,uint64_t,16,32768,256,NA,False
ADD,uint64_t,16,16384,8,109.588667,True
