operation,data_type,thread,iteration,buffer_size,latency,correct
ADD,uint32_t,4,256,64,5.288333,True
ADD,uint32_t,2,8192,128,323.012333,True
ADD,uint32_t,4,256,128,10.173333,True
ADD,uint32_t,4,512,16,3.056667,True
ADD,uint32_t,4,512,8,1.843333,True
ADD,uint32_t,4,256,256,20.072,True
ADD,uint32_t,4,512,32,5.478,True
ADD,uint32_t,4,512,64,10.500333,True
ADD,uint32_t,4,512,128,20.258333,True
ADD,uint32_t,4,1024,8,3.637,True
ADD,uint32_t,2,16384,64,330.380667,True
ADD,uint32_t,4,1024,16,6.061333,True
ADD,uint32_t,4,512,256,40.039,True
ADD,uint32_t,4,1024,32,10.878667,True
ADD,uint32_t,4,1024,64,21.023333,True
ADD,uint32_t,4,2048,8,7.188,True
ADD,uint32_t,1,16384,256,1277.784,True
ADD,uint32_t,4,2048,16,12.072,True
ADD,uint32_t,4,1024,128,40.475,True
ADD,uint32_t,4,2048,32,21.681333,True
ADD,uint32_t,4,4096,8,14.297333,True
ADD,uint32_t,4,1024,256,80.000667,True
ADD,uint32_t,4,2048,64,41.527667,True
ADD,uint32_t,4,4096,16,24.095,True
ADD,uint32_t,2,8192,256,639.006333,True
ADD,uint32_t,4,2048,128,80.829333,True
ADD,uint32_t,4,4096,32,43.310667,True
ADD,uint32_t,4,8192,8,28.570333,True
ADD,uint32_t,4,4096,64,83.148,True
ADD,uint32_t,4,8192,16,48.109333,True
ADD,uint32_t,4,2048,256,159.846,True
ADD,uint32_t,4,8192,32,86.572,True
ADD,uint32_t,2,16384,128,645.724,True
ADD,uint32_t,4,4096,128,161.574,True
ADD,uint32_t,4,8192,256,NA,False
ADD,uint32_t,4,16384,8,57.131,True
ADD,uint32_t,4,16384,128,NA,False
ADD,uint32_t,4,8192,64,165.249667,True
ADD,uint32_t,4,16384,256,NA,False
ADD,uint32_t,4,16384,16,96.154667,True
ADD,uint32_t,8,256,8,1.043333,True
ADD,uint32_t,8,256,16,1.619333,True
ADD,uint32_t,8,256,32,2.879667,True
