operation,data_type,thread,iteration,buffer_size,latency,correct
ADD,uint32_t,4,16384,128,715.653667,True
ADD,uint32_t,8,2048,128,89.648333,True
ADD,uint32_t,8,4096,32,49.819,True
ADD,uint32_t,8,8192,8,33.969333,True
ADD,uint32_t,8,4096,64,92.231,True
ADD,uint32_t,8,8192,16,54.395,True
ADD,uint32_t,8,2048,256,176.728667,True
ADD,uint32_t,8,8192,32,99.536333,True
ADD,uint32_t,4,32768,64,735.470667,True
ADD,uint32_t,8,8192,256,NA,False
ADD,uint32_t,8,4096,128,179.070667,True
ADD,uint32_t,8,16384,8,67.879,True
ADD,uint32_t,8,16384,256,NA,False
ADD,uint32_t,8,16384,128,NA,False
ADD,uint32_t,8,16384,16,108.768333,True
ADD,uint32_t,8,8192,64,184.409667,True
ADD,uint32_t,8,32768,64,NA,False
ADD,uint32_t,8,32768,8,135.699,True
ADD,uint32_t,8,32768,128,NA,False
ADD,uint32_t,8,16384,32,198.982,True
ADD,uint32_t,8,4096,256,353.274667,True
ADD,uint32_t,8,32768,256,NA,False
ADD,uint32_t,16,256,8,1.952333,True
ADD,uint32_t,16,256,16,2.599333,True
ADD,uint32_t,16,256,32,4.167333,True
ADD,uint32_t,16,256,64,7.915667,True
ADD,uint32_t,16,512,8,3.842333,True
ADD,uint32_t,16,256,128,15.428,True
ADD,uint32_t,16,512,16,5.115,True
ADD,uint32_t,16,256,256,30.470667,True
ADD,uint32_t,16,512,32,8.260667,True
ADD,uint32_t,8,8192,128,358.013,True
ADD,uint32_t,8,32768,16,217.322333,True
ADD,uint32_t,16,512,64,15.745333,True
ADD,uint32_t,16,1024,8,7.602333,True
ADD,uint32_t,16,1024,16,10.157333,True
ADD,uint32_t,16,512,128,30.764,True
ADD,uint32_t,16,1024,32,16.442,True
ADD,uint32_t,16,2048,8,15.148,True
ADD,uint32_t,16,1024,64,31.411333,True
ADD,uint32_t,8,16384,64,368.649,True
ADD,uint32_t,16,2048,16,20.253333,True
ADD,uint32_t,16,512,256,60.836,True
ADD,uint32_t,16,1024,128,61.437,True
ADD,uint32_t,16,2048,32,32.787667,True
ADD,uint32_t,16,4096,8,30.216,True
ADD,uint32_t,16,2048,64,62.734667,True
ADD,uint32_t,8,32768,32,397.874333,True
ADD,uint32_t,16,4096,16,40.441667,True
ADD,uint32_t,16,1024,256,121.531,True
ADD,uint32_t,16,4096,32,65.518,True
ADD,uint32_t,16,4096,256,NA,False
ADD,uint32_t,16,2048,128,122.772667,True
ADD,uint32_t,16,8192,8,60.362333,True
ADD,uint32_t,16,8192,256,NA,False
ADD,uint32_t,16,8192,16,80.803333,True
ADD,uint32_t,16,4096,64,125.409,True
ADD,uint32_t,16,8192,128,NA,False
ADD,uint32_t,16,16384,64,NA,False
ADD,uint32_t,16,8192,32,130.971333,True
ADD,uint32_t,16,16384,8,120.648333,True
ADD,uint32_t,16,2048,256,242.913333,True
ADD,uint32_t,16,16384,128,NA,False
ADD,uint32_t,16,16384,256,NA,False
ADD,uint32_t,16,32768,64,NA,False
ADD,uint32_t,16,32768,128,NA,False
ADD,uint32_t,16,4096,128,245.560667,True
ADD,uint32_t,16,16384,16,161.545333,True
ADD,uint32_t,16,32768,32,NA,False
ADD,uint64_t,1,256,8,1.176333,True
ADD,uint64_t,1,256,16,2.018333,True
ADD,uint64_t,1,256,32,3.719333,True
ADD,uint64_t,1,256,64,7.093333,True
ADD,uint32_t,16,32768,256,NA,False
ADD,uint64_t,1,256,128,13.851333,True
ADD,uint64_t,1,256,256,27.434333,True
ADD,uint64_t,1,512,8,2.298,True
ADD,uint64_t,1,512,16,3.979333,True
ADD,uint64_t,1,512,32,7.394667,True
ADD,uint32_t,16,8192,64,250.728,True
ADD,uint64_t,1,512,64,14.125333,True
ADD,uint64_t,1,1024,8,4.548,True
ADD,uint64_t,1,512,128,27.648333,True
ADD,uint64_t,1,1024,16,8.080333,True
ADD,uint64_t,1,512,256,54.828667,True
ADD,uint64_t,1,1024,32,14.738,True
ADD,uint64_t,1,1024,64,28.207667,True
