operation,data_type,thread,iteration,buffer_size,measured,predicted,error_percent
ADD,uint32_t,2,1024,16,6.715000,6.643320,-1.07
ADD,uint32_t,2,1024,32,12.143000,12.152649,0.08
ADD,uint32_t,2,1024,64,23.046000,23.207423,0.70
ADD,uint32_t,2,2048,8,7.850000,7.651462,-2.53
ADD,uint32_t,2,1024,128,44.789000,45.401923,1.37
ADD,uint32_t,2,2048,16,13.364667,13.219156,-1.09
ADD,uint32_t,2,1024,256,88.345667,89.156228,0.92
ADD,uint32_t,2,2048,32,24.245000,24.237605,-0.03
ADD,uint32_t,2,2048,64,46.005333,46.346970,0.74
ADD,uint32_t,1,32768,64,735.090667,732.824412,-0.31
ADD,uint32_t,2,4096,8,15.672667,15.235498,-2.79
ADD,uint32_t,2,2048,128,89.524667,90.735573,1.35
ADD,uint32_t,2,4096,16,26.672667,26.370827,-1.13
ADD,uint32_t,2,4096,32,48.425333,48.407516,-0.04
ADD,uint32_t,2,4096,64,91.956667,92.626065,0.73
ADD,uint32_t,2,8192,8,31.285667,30.403572,-2.82
ADD,uint32_t,2,2048,256,176.609667,178.243350,0.93
ADD,uint32_t,2,8192,16,53.371000,52.674168,-1.31
ADD,uint32_t,2,4096,128,178.946333,181.402874,1.37
ADD,uint32_t,2,8192,32,96.782000,96.747337,-0.04
ADD,uint32_t,2,8192,64,183.821667,185.184255,0.74
ADD,uint32_t,2,16384,8,62.512333,60.739718,-2.84
ADD,uint32_t,1,16384,256,1411.957667,1414.651594,0.19
ADD,uint32_t,2,4096,256,353.126333,356.417595,0.93
ADD,uint32_t,2,16384,16,106.607333,105.280852,-1.24
ADD,uint32_t,1,32768,128,1431.039333,1430.239800,-0.06
ADD,uint32_t,2,8192,128,357.849000,362.737475,1.37
ADD,uint32_t,2,16384,32,193.509333,193.426981,-0.04
ADD,uint32_t,2,32768,8,124.961000,121.412010,-2.84
ADD,uint32_t,2,16384,64,367.656000,370.300634,0.72
ADD,uint32_t,2,32768,16,213.053333,210.494219,-1.20
ADD,uint32_t,2,8192,256,706.118667,712.766084,0.94
ADD,uint32_t,4,256,8,1.032667,1.041572,0.86
ADD,uint32_t,2,32768,32,386.958667,386.786268,-0.04
ADD,uint32_t,4,256,16,1.835667,1.744676,-4.96
ADD,uint32_t,4,256,32,3.092333,3.093002,0.02
ADD,uint32_t,4,256,64,5.815000,5.858082,0.74
ADD,uint32_t,4,256,128,11.256667,11.409349,1.36
ADD,uint32_t,4,512,8,2.009667,2.013497,0.19
ADD,uint32_t,4,256,256,22.151000,22.352754,0.91
ADD,uint32_t,4,512,16,3.400333,3.419517,0.56
ADD,uint32_t,2,16384,128,715.606000,725.406677,1.37
ADD,uint32_t,4,512,32,6.116333,6.114634,-0.03
ADD,uint32_t,4,512,64,11.549000,11.643380,0.82
ADD,uint32_t,4,1024,8,3.978000,3.957341,-0.52
ADD,uint32_t,4,512,128,22.440333,22.743237,1.35
ADD,uint32_t,4,1024,16,6.750667,6.769193,0.27
ADD,uint32_t,4,512,256,44.233667,44.625145,0.89
ADD,uint32_t,4,1024,32,12.166000,12.157891,-0.07
ADD,uint32_t,4,1024,64,23.055667,23.213969,0.69
ADD,uint32_t,4,2048,8,7.890667,7.845031,-0.58
ADD,uint32_t,4,1024,128,44.799000,45.411005,1.37
ADD,uint32_t,4,2048,16,13.452333,13.468546,0.12
ADD,uint32_t,4,2048,32,24.270000,24.244405,-0.11
ADD,uint32_t,4,1024,256,88.398667,89.169920,0.87
ADD,uint32_t,4,2048,64,46.051000,46.355149,0.66
ADD,uint32_t,4,4096,8,15.803667,15.620409,-1.16
ADD,uint32_t,2,32768,64,735.082333,740.533393,0.74
ADD,uint32_t,4,2048,128,89.555667,90.746542,1.33
ADD,uint32_t,4,4096,16,26.806667,26.867251,0.23
ADD,uint32_t,4,4096,32,48.480333,48.417434,-0.13
ADD,uint32_t,4,2048,256,176.630333,178.259471,0.92
ADD,uint32_t,4,4096,64,92.009667,92.637508,0.68
ADD,uint32_t,4,8192,8,31.522000,31.171165,-1.11
ADD,uint32_t,4,8192,16,53.458000,53.664663,0.39
ADD,uint32_t,4,4096,128,178.959333,181.417617,1.37
ADD,uint32_t,4,8192,32,96.890667,96.763491,-0.13
ADD,uint32_t,1,32768,256,2823.948667,2829.236792,0.19
ADD,uint32_t,4,16384,8,62.963333,62.272679,-1.10
ADD,uint32_t,4,8192,64,183.983333,185.202225,0.66
ADD,uint32_t,2,16384,256,1412.096333,1425.463062,0.95
ADD,uint32_t,4,4096,256,353.111000,356.438573,0.94
ADD,uint32_t,4,16384,16,106.874000,107.259485,0.36
ADD,uint32_t,4,16384,32,193.714333,193.455605,-0.13
ADD,uint32_t,4,32768,8,125.890667,124.475705,-1.12
ADD,uint32_t,4,8192,128,357.849667,362.759765,1.37
ADD,uint32_t,2,32768,128,1431.066667,1450.745082,1.38
ADD,uint32_t,8,256,8,1.128000,1.126821,-0.10
ADD,uint32_t,8,256,16,1.755000,1.750968,-0.23
ADD,uint32_t,8,256,32,3.179000,3.101522,-2.44
ADD,uint32_t,4,16384,64,367.864333,370.331661,0.67
ADD,uint32_t,8,256,64,5.834333,5.868797,0.59
ADD,uint32_t,4,32768,16,213.937333,214.449130,0.24
ADD,uint32_t,8,256,128,11.288333,11.426020,1.22
ADD,uint32_t,8,512,8,2.173000,2.179915,0.32
ADD,uint32_t,8,512,16,3.448667,3.426038,-0.66
ADD,uint32_t,8,256,256,22.191000,22.374549,0.83
ADD,uint32_t,8,512,32,6.274667,6.123556,-2.41
ADD,uint32_t,8,512,64,11.604667,11.654887,0.43
ADD,uint32_t,8,512,128,22.474000,22.761155,1.28
ADD,uint32_t,8,1024,8,4.292000,4.286008,-0.14
ADD,uint32_t,8,1024,16,6.849667,6.776180,-1.07
ADD,uint32_t,8,512,256,44.275667,44.646785,0.84
ADD,uint32_t,8,1024,32,12.492667,12.167638,-2.60
ADD,uint32_t,8,1024,64,23.134667,23.227071,0.40
ADD,uint32_t,8,2048,8,8.531667,8.497989,-0.39
ADD,uint32_t,4,8192,256,706.155333,712.796776,0.94
ADD,uint32_t,4,32768,32,387.338000,386.839834,-0.13
ADD,uint32_t,8,2048,16,13.651333,13.476459,-1.28
ADD,uint32_t,8,1024,128,44.840667,45.431427,1.32
ADD,uint32_t,8,2048,32,24.936000,24.255902,-2.73
ADD,uint32_t,8,4096,8,17.008000,16.921952,-0.51
ADD,uint32_t,8,2048,64,46.164333,46.371434,0.45
ADD,uint32_t,8,1024,256,88.449667,89.191259,0.84
ADD,uint32_t,8,4096,16,27.233667,26.877016,-1.31
ADD,uint32_t,4,16384,128,715.653667,725.444062,1.37
ADD,uint32_t,8,2048,128,89.648333,90.771965,1.25
ADD,uint32_t,8,4096,32,49.819000,48.432332,-2.78
ADD,uint32_t,8,8192,8,33.969333,33.771249,-0.58
ADD,uint32_t,8,4096,64,92.231000,92.660159,0.47
ADD,uint32_t,8,8192,16,54.395000,53.678132,-1.32
ADD,uint32_t,8,2048,256,176.728667,178.280203,0.88
ADD,uint32_t,8,8192,32,99.536333,96.784757,-2.76
ADD,uint32_t,4,32768,64,735.470667,740.590532,0.70
ADD,uint32_t,8,4096,128,179.070667,181.453043,1.33
ADD,uint32_t,8,16384,8,67.879000,67.470275,-0.60
ADD,uint32_t,8,16384,16,108.768333,107.280363,-1.37
ADD,uint32_t,8,8192,64,184.409667,185.237608,0.45
ADD,uint32_t,8,32768,8,135.699000,134.868328,-0.61
ADD,uint32_t,8,16384,32,198.982000,193.490036,-2.76
ADD,uint32_t,8,4096,256,353.274667,356.458090,0.90
ADD,uint32_t,16,256,8,1.952333,2.116012,8.38
ADD,uint32_t,16,256,16,2.599333,2.520350,-3.04
ADD,uint32_t,16,256,32,4.167333,4.273436,2.55
ADD,uint32_t,16,256,64,7.915667,7.751969,-2.07
ADD,uint32_t,16,512,8,3.842333,4.152309,8.07
ADD,uint32_t,16,256,128,15.428000,15.224106,-1.32
ADD,uint32_t,16,512,16,5.115000,4.946924,-3.29
ADD,uint32_t,16,256,256,30.470667,29.803803,-2.19
ADD,uint32_t,16,512,32,8.260667,8.449022,2.28
ADD,uint32_t,8,8192,128,358.013000,362.815197,1.34
ADD,uint32_t,8,32768,16,217.322333,214.484825,-1.31
ADD,uint32_t,16,512,64,15.745333,15.385161,-2.29
ADD,uint32_t,16,1024,8,7.602333,8.224903,8.19
ADD,uint32_t,16,1024,16,10.157333,9.800070,-3.52
ADD,uint32_t,16,512,128,30.764000,30.292037,-1.53
ADD,uint32_t,16,1024,32,16.442000,16.800196,2.18
ADD,uint32_t,16,2048,8,15.148000,16.369111,8.06
