operation,data_type,thread,iteration,buffer_size,measured,predicted,error_percent
ADD,uint32_t,1,1024,128,31.263000,31.190933,-0.23
ADD,uint32_t,1,2048,32,16.712000,16.681730,-0.18
ADD,uint32_t,1,1024,256,61.663667,61.702622,0.06
ADD,uint32_t,1,2048,64,32.096000,31.894274,-0.63
ADD,uint32_t,1,4096,8,10.735000,10.362188,-3.47
ADD,uint32_t,1,4096,16,18.229333,18.151609,-0.43
ADD,uint32_t,1,2048,128,62.445000,62.315852,-0.21
ADD,uint32_t,1,4096,32,33.388333,33.297447,-0.27
ADD,uint16_t,16,32768,16,193.212667,183.174076,-5.20
ADD,uint32_t,1,8192,8,21.418667,20.658361,-3.55
ADD,uint32_t,1,4096,64,64.102333,63.722535,-0.59
ADD,uint32_t,1,2048,256,123.321000,123.339230,0.01
ADD,uint32_t,1,8192,16,36.379333,36.237205,-0.39
ADD,uint32_t,1,8192,32,66.730333,66.528880,-0.30
ADD,uint32_t,1,4096,128,124.799333,124.565689,-0.19
ADD,uint32_t,1,16384,8,42.769333,41.250709,-3.55
ADD,uint32_t,1,8192,64,128.183000,127.379056,-0.63
ADD,uint32_t,1,16384,16,72.704000,72.408396,-0.41
ADD,uint32_t,1,4096,256,246.499667,246.612446,0.05
ADD,uint32_t,1,16384,32,133.383667,132.991746,-0.29
ADD,uint32_t,1,32768,8,85.466000,82.435404,-3.55
ADD,uint32_t,1,8192,128,249.545667,249.065365,-0.19
ADD,uint32_t,1,16384,64,256.261333,254.692098,-0.61
ADD,uint32_t,1,32768,16,145.316000,144.750777,-0.39
ADD,uint32_t,2,256,8,0.716667,0.734266,2.46
ADD,uint32_t,2,256,16,1.187333,1.218253,2.60
ADD,uint32_t,2,256,32,2.139000,2.216059,3.60
ADD,uint32_t,2,256,64,4.053333,4.154440,2.49
ADD,uint32_t,1,32768,32,266.713000,265.917479,-0.30
ADD,uint32_t,1,8192,256,493.002333,493.158878,0.03
ADD,uint32_t,2,512,8,1.380667,1.402353,1.57
ADD,uint32_t,2,256,128,7.998333,8.060114,0.77
ADD,uint32_t,2,256,256,15.468667,15.700977,1.50
ADD,uint32_t,2,512,16,2.328000,2.370297,1.82
ADD,uint32_t,2,512,32,4.218333,4.365764,3.50
ADD,uint32_t,1,16384,128,499.131333,498.064716,-0.21
ADD,uint32_t,2,512,64,8.089333,8.242357,1.89
ADD,uint32_t,2,1024,8,2.724000,2.738527,0.53
ADD,uint32_t,2,1024,16,4.596333,4.674385,1.70
ADD,uint32_t,2,512,128,15.733333,16.053311,2.03
ADD,uint32_t,2,512,256,30.880333,31.334604,1.47
ADD,uint32_t,2,1024,32,8.391000,8.665174,3.27
ADD,uint32_t,2,1024,64,16.077333,16.418193,2.12
ADD,uint32_t,2,2048,8,5.396667,5.410874,0.26
ADD,uint32_t,2,2048,16,9.145000,9.282560,1.50
ADD,uint32_t,2,1024,128,31.397000,32.039707,2.05
ADD,uint32_t,2,2048,32,16.726667,17.263995,3.21
ADD,uint32_t,2,1024,256,61.691000,62.601859,1.48
ADD,uint32_t,1,32768,64,512.482667,509.318183,-0.62
ADD,uint32_t,2,2048,64,32.081667,32.769864,2.15
ADD,uint32_t,2,4096,8,10.785667,10.755569,-0.28
ADD,uint32_t,2,4096,16,18.232000,18.498912,1.46
ADD,uint32_t,2,2048,128,62.821667,64.012498,1.90
ADD,uint32_t,2,4096,32,33.397667,34.461636,3.19
ADD,uint32_t,2,8192,8,21.412333,21.444959,0.15
ADD,uint32_t,2,4096,64,64.113333,65.473205,2.12
ADD,uint32_t,2,2048,256,123.308000,125.136369,1.48
ADD,uint32_t,2,8192,16,36.387000,36.931614,1.50
ADD,uint32_t,2,4096,128,126.157667,127.958079,1.43
ADD,uint32_t,2,8192,32,66.734667,68.856918,3.18
ADD,uint32_t,2,16384,8,42.770000,42.823738,0.13
ADD,uint32_t,2,8192,64,128.198000,130.879889,2.09
ADD,uint32_t,1,16384,256,985.953333,986.251742,0.03
ADD,uint32_t,2,16384,16,72.748667,73.797018,1.44
ADD,uint32_t,2,4096,256,246.532333,250.205388,1.49
ADD,uint32_t,2,8192,128,251.617333,255.849243,1.68
ADD,uint32_t,1,32768,128,998.040333,996.063417,-0.20
ADD,uint32_t,2,16384,32,133.410000,137.647483,3.18
ADD,uint32_t,2,32768,8,85.474667,85.581297,0.12
ADD,uint32_t,2,16384,64,256.264333,261.693256,2.12
ADD,uint32_t,2,32768,16,145.389333,147.527827,1.47
ADD,uint32_t,4,256,8,0.724000,0.735397,1.57
ADD,uint32_t,4,256,16,1.217000,1.220153,0.26
ADD,uint32_t,4,256,32,2.147000,2.218206,3.32
ADD,uint32_t,4,256,64,4.070000,4.158095,2.16
ADD,uint32_t,4,256,128,8.012000,8.066157,0.68
ADD,uint32_t,4,512,8,1.390000,1.403487,0.97
ADD,uint32_t,4,256,256,15.485333,15.710306,1.45
ADD,uint32_t,4,512,16,2.352000,2.372642,0.88
ADD,uint32_t,2,8192,256,493.002333,500.343427,1.49
ADD,uint32_t,4,512,32,4.233333,4.367914,3.18
ADD,uint32_t,4,512,64,8.081667,8.246504,2.04
ADD,uint32_t,4,512,128,15.926000,16.059929,0.84
ADD,uint32_t,4,1024,8,2.733000,2.739661,0.24
ADD,uint32_t,4,1024,16,4.628000,4.677615,1.07
ADD,uint32_t,2,32768,32,266.721333,275.228612,3.19
ADD,uint32_t,4,512,256,30.908333,31.344782,1.41
ADD,uint32_t,4,1024,32,8.408333,8.667324,3.08
ADD,uint32_t,4,2048,8,5.461333,5.412008,-0.90
ADD,uint32_t,4,1024,64,16.086667,16.423317,2.09
ADD,uint32_t,4,2048,16,9.191667,9.287560,1.04
ADD,uint32_t,4,1024,128,31.560667,32.047467,1.54
ADD,uint32_t,4,2048,32,16.733333,17.266145,3.18
ADD,uint32_t,4,4096,8,10.745667,10.756703,0.10
ADD,uint32_t,4,1024,256,61.711000,62.613717,1.46
ADD,uint32_t,4,2048,64,32.102333,32.776943,2.10
ADD,uint32_t,2,16384,128,499.424333,511.631570,2.44
ADD,uint32_t,4,4096,16,18.270333,18.507450,1.30
ADD,uint32_t,4,2048,128,63.585667,64.022543,0.69
ADD,uint32_t,4,8192,8,21.452000,21.446093,-0.03
