operation,data_type,thread,iteration,buffer_size,measured,predicted,error_percent
ADD,uint16_t,16,512,8,2.271000,2.072686,-8.73
ADD,uint16_t,16,256,128,10.785333,10.583916,-1.87
ADD,uint16_t,16,512,16,3.094333,2.796417,-9.63
ADD,uint16_t,16,256,256,21.326333,21.016179,-1.45
ADD,uint16_t,16,512,32,5.726333,5.360860,-6.38
ADD,uint16_t,16,512,64,10.991333,10.663187,-2.99
ADD,uint16_t,16,1024,8,4.478000,4.077151,-8.95
ADD,uint16_t,16,512,128,21.500333,21.082697,-1.94
ADD,uint16_t,16,1024,16,6.113000,5.511480,-9.84
ADD,uint16_t,8,16384,64,256.266000,249.965327,-2.46
ADD,uint16_t,16,1024,32,11.374333,10.637156,-6.48
ADD,uint16_t,16,1024,64,21.888667,21.235859,-2.98
ADD,uint16_t,16,2048,8,8.871333,8.085840,-8.85
ADD,uint16_t,16,512,256,42.534667,41.911078,-1.47
ADD,uint16_t,16,2048,16,12.152333,10.941609,-9.96
ADD,uint16_t,16,2048,32,22.662667,21.189750,-6.50
ADD,uint16_t,16,1024,128,42.917000,42.080885,-1.95
ADD,uint16_t,16,4096,8,17.651333,16.103579,-8.77
ADD,uint16_t,8,32768,32,261.337000,256.749335,-1.76
ADD,uint16_t,16,2048,64,43.671333,42.381955,-2.95
ADD,uint16_t,16,4096,16,24.214667,21.801860,-9.96
ADD,uint16_t,16,1024,256,84.958333,83.700875,-1.48
ADD,uint16_t,16,4096,32,45.242000,42.294933,-6.51
ADD,uint16_t,16,2048,128,85.722000,84.077475,-1.92
ADD,uint16_t,16,8192,8,35.221333,32.139302,-8.75
ADD,uint16_t,16,4096,64,87.235333,84.673842,-2.94
ADD,uint16_t,16,8192,16,48.362667,43.522363,-10.01
ADD,uint16_t,16,2048,256,169.780667,167.280549,-1.47
ADD,uint16_t,16,8192,32,90.382667,84.505299,-6.50
ADD,uint16_t,16,16384,8,70.370333,64.210748,-8.75
ADD,uint16_t,16,4096,128,171.311000,168.070649,-1.89
ADD,uint16_t,16,16384,16,96.639000,86.963369,-10.01
ADD,uint32_t,1,256,8,0.720000,0.653205,-9.28
ADD,uint16_t,16,8192,64,174.390333,169.257616,-2.94
ADD,uint32_t,1,256,16,1.183333,1.140044,-3.66
ADD,uint32_t,1,256,32,2.140333,2.086658,-2.51
ADD,uint32_t,1,256,64,4.055333,3.988226,-1.65
ADD,uint32_t,1,512,16,2.320333,2.214073,-4.58
ADD,uint32_t,1,256,128,7.856000,7.790924,-0.83
ADD,uint32_t,1,512,8,1.389667,1.240396,-10.74
ADD,uint32_t,1,256,256,15.468000,15.418846,-0.32
ADD,uint16_t,16,32768,8,140.647333,128.353640,-8.74
ADD,uint32_t,1,512,32,4.214000,4.107303,-2.53
ADD,uint32_t,1,512,64,8.063333,7.910439,-1.90
ADD,uint32_t,1,1024,8,2.721667,2.414777,-11.28
ADD,uint32_t,1,512,128,15.656333,15.515833,-0.90
ADD,uint32_t,1,1024,16,4.581000,4.362133,-4.78
ADD,uint32_t,1,1024,32,8.383000,8.148592,-2.80
ADD,uint32_t,1,512,256,30.869333,30.771678,-0.32
ADD,uint16_t,16,16384,32,180.683000,168.926031,-6.51
ADD,uint32_t,1,2048,8,5.405000,4.763541,-11.87
ADD,uint32_t,1,1024,64,16.079333,15.754864,-2.02
ADD,uint32_t,1,2048,16,9.131333,8.658252,-5.18
ADD,uint32_t,1,1024,128,31.263000,30.965653,-0.95
ADD,uint32_t,1,2048,32,16.712000,16.231170,-2.88
ADD,uint32_t,1,1024,256,61.663667,61.477342,-0.30
ADD,uint32_t,1,2048,64,32.096000,31.443714,-2.03
ADD,uint32_t,1,4096,8,10.735000,9.461068,-11.87
ADD,uint32_t,1,4096,16,18.229333,17.250489,-5.37
ADD,uint32_t,1,2048,128,62.445000,61.865292,-0.93
ADD,uint32_t,1,4096,32,33.388333,32.396327,-2.97
ADD,uint16_t,16,32768,16,193.212667,173.845380,-10.02
ADD,uint32_t,1,8192,8,21.418667,18.856121,-11.96
ADD,uint32_t,1,4096,64,64.102333,62.821415,-2.00
ADD,uint32_t,1,2048,256,123.321000,122.888670,-0.35
ADD,uint32_t,1,8192,16,36.379333,34.434965,-5.34
ADD,uint32_t,1,8192,32,66.730333,64.726640,-3.00
ADD,uint32_t,1,4096,128,124.799333,123.664569,-0.91
ADD,uint32_t,1,16384,8,42.769333,37.646229,-11.98
ADD,uint32_t,1,8192,64,128.183000,125.576816,-2.03
ADD,uint32_t,1,16384,16,72.704000,68.803916,-5.36
ADD,uint32_t,1,4096,256,246.499667,245.711326,-0.32
ADD,uint32_t,1,16384,32,133.383667,129.387266,-3.00
ADD,uint32_t,1,32768,8,85.466000,75.226444,-11.98
ADD,uint32_t,1,8192,128,249.545667,247.263125,-0.91
ADD,uint32_t,1,16384,64,256.261333,251.087618,-2.02
ADD,uint32_t,1,32768,16,145.316000,137.541817,-5.35
ADD,uint32_t,2,256,8,0.716667,0.685992,-4.28
ADD,uint32_t,2,256,16,1.187333,1.169979,-1.46
ADD,uint32_t,2,256,32,2.139000,2.167784,1.35
ADD,uint32_t,2,256,64,4.053333,4.106165,1.30
ADD,uint32_t,1,32768,32,266.713000,258.708519,-3.00
ADD,uint32_t,1,8192,256,493.002333,491.356638,-0.33
ADD,uint32_t,2,512,8,1.380667,1.305805,-5.42
ADD,uint32_t,2,256,128,7.998333,8.011839,0.17
ADD,uint32_t,2,256,256,15.468667,15.652703,1.19
ADD,uint32_t,2,512,16,2.328000,2.273749,-2.33
ADD,uint32_t,2,512,32,4.218333,4.269215,1.21
ADD,uint32_t,1,16384,128,499.131333,494.460236,-0.94
ADD,uint32_t,2,512,64,8.089333,8.145809,0.70
ADD,uint32_t,2,1024,8,2.724000,2.545430,-6.56
ADD,uint32_t,2,1024,16,4.596333,4.481288,-2.50
ADD,uint32_t,2,512,128,15.733333,15.956763,1.42
ADD,uint32_t,2,512,256,30.880333,31.238056,1.16
ADD,uint32_t,2,1024,32,8.391000,8.472077,0.97
ADD,uint32_t,2,1024,64,16.077333,16.225096,0.92
ADD,uint32_t,2,2048,8,5.396667,5.024680,-6.89
ADD,uint32_t,2,2048,16,9.145000,8.896366,-2.72
ADD,uint32_t,2,1024,128,31.397000,31.846610,1.43
ADD,uint32_t,2,2048,32,16.726667,16.877800,0.90
ADD,uint32_t,2,1024,256,61.691000,62.408762,1.16
ADD,uint32_t,1,32768,64,512.482667,502.109223,-2.02
ADD,uint32_t,2,2048,64,32.081667,32.383669,0.94
ADD,uint32_t,2,4096,8,10.785667,9.983181,-7.44
ADD,uint32_t,2,4096,16,18.232000,17.726523,-2.77
ADD,uint32_t,2,2048,128,62.821667,63.626303,1.28
ADD,uint32_t,2,4096,32,33.397667,33.689247,0.87
ADD,uint32_t,2,8192,8,21.412333,19.900182,-7.06
ADD,uint32_t,2,4096,64,64.113333,64.700817,0.92
ADD,uint32_t,2,2048,256,123.308000,124.750175,1.17
ADD,uint32_t,2,8192,16,36.387000,35.386837,-2.75
ADD,uint32_t,2,4096,128,126.157667,127.185691,0.81
ADD,uint32_t,2,8192,32,66.734667,67.312141,0.87
ADD,uint32_t,2,16384,8,42.770000,39.734184,-7.10
ADD,uint32_t,2,8192,64,128.198000,129.335112,0.89
ADD,uint32_t,1,16384,256,985.953333,982.647262,-0.34
ADD,uint32_t,2,16384,16,72.748667,70.707464,-2.81
ADD,uint32_t,2,4096,256,246.532333,249.433000,1.18
ADD,uint32_t,2,8192,128,251.617333,254.304466,1.07
ADD,uint32_t,1,32768,128,998.040333,988.854457,-0.92
ADD,uint32_t,2,16384,32,133.410000,134.557928,0.86
ADD,uint32_t,2,32768,8,85.474667,79.402189,-7.10
ADD,uint32_t,2,16384,64,256.264333,258.603701,0.91
ADD,uint32_t,2,32768,16,145.389333,141.348718,-2.78
ADD,uint32_t,4,256,8,0.724000,0.687203,-5.08
ADD,uint32_t,4,256,16,1.217000,1.171838,-3.71
ADD,uint32_t,4,256,32,2.147000,2.170205,1.08
ADD,uint32_t,4,256,64,4.070000,4.109415,0.97
ADD,uint32_t,4,256,128,8.012000,8.017955,0.07
ADD,uint32_t,4,512,8,1.390000,1.307384,-5.94
ADD,uint32_t,4,256,256,15.485333,15.661885,1.14
ADD,uint32_t,4,512,16,2.352000,2.276258,-3.22
ADD,uint32_t,2,8192,256,493.002333,498.798650,1.18
ADD,uint32_t,4,512,32,4.233333,4.272004,0.91
ADD,uint32_t,4,512,64,8.081667,8.149194,0.84
ADD,uint32_t,4,512,128,15.926000,15.963453,0.24
ADD,uint32_t,4,1024,8,2.733000,2.547741,-6.78
ADD,uint32_t,4,1024,16,4.628000,4.485091,-3.09
ADD,uint32_t,2,32768,32,266.721333,269.049503,0.87
ADD,uint32_t,4,512,256,30.908333,31.247727,1.10
ADD,uint32_t,4,1024,32,8.408333,8.475597,0.80
ADD,uint32_t,4,2048,8,5.461333,5.028454,-7.93
ADD,uint32_t,4,1024,64,16.086667,16.228742,0.88
ADD,uint32_t,4,2048,16,9.191667,8.902757,-3.14
ADD,uint32_t,4,1024,128,31.560667,31.854442,0.93
ADD,uint32_t,4,2048,32,16.733333,16.882784,0.89
ADD,uint32_t,4,4096,8,10.745667,9.989880,-7.03
ADD,uint32_t,4,1024,256,61.711000,62.419404,1.15
ADD,uint32_t,4,2048,64,32.102333,32.387838,0.89
ADD,uint32_t,2,16384,128,499.424333,508.542015,1.83
ADD,uint32_t,4,4096,16,18.270333,17.738090,-2.91
ADD,uint32_t,4,2048,128,63.585667,63.636421,0.08
ADD,uint32_t,4,8192,8,21.452000,19.912733,-7.18
ADD,uint32_t,4,4096,32,33.420667,33.697156,0.83
ADD,uint32_t,4,4096,64,64.118667,64.706031,0.92
ADD,uint32_t,4,8192,16,36.464667,35.408756,-2.90
ADD,uint32_t,2,32768,64,512.491333,517.140881,0.91
ADD,uint32_t,4,2048,256,123.348333,124.762760,1.15
ADD,uint32_t,4,8192,32,66.813000,67.325901,0.77
ADD,uint32_t,4,4096,128,126.589333,127.200380,0.48
ADD,uint32_t,4,16384,8,42.836667,39.758438,-7.19
ADD,uint32_t,4,8192,64,128.188333,129.342415,0.90
ADD,uint32_t,4,16384,16,72.845000,70.750087,-2.88
ADD,uint32_t,4,4096,256,246.570333,249.449471,1.17
ADD,uint32_t,4,16384,32,133.491000,134.583392,0.82
ADD,uint32_t,4,32768,8,85.631667,79.449848,-7.22
ADD,uint32_t,8,256,8,0.830000,0.747609,-9.93
ADD,uint32_t,8,256,16,1.207333,1.175351,-2.65
ADD,uint32_t,8,256,32,2.204667,2.175945,-1.30
ADD,uint32_t,4,32768,16,145.637333,141.432749,-2.89
ADD,uint32_t,4,8192,128,251.939333,254.328296,0.95
ADD,uint32_t,8,256,64,4.088000,4.117422,0.72
ADD,uint32_t,8,256,128,7.956667,8.032405,0.95
ADD,uint32_t,8,512,8,1.589667,1.426374,-10.27
ADD,uint32_t,8,512,16,2.354333,2.279634,-3.17
ADD,uint32_t,8,512,32,4.268667,4.278689,0.23
ADD,uint32_t,8,256,256,15.515333,15.681780,1.07
ADD,uint32_t,8,512,64,8.103667,8.157848,0.67
ADD,uint32_t,8,1024,8,3.212667,2.783909,-13.35
ADD,uint32_t,8,1024,16,4.640000,4.488466,-3.27
ADD,uint32_t,8,512,128,15.694000,15.979487,1.82
ADD,uint32_t,8,1024,32,8.436333,8.484180,0.57
ADD,uint32_t,4,16384,64,256.294333,258.615185,0.91
ADD,uint32_t,8,1024,64,16.090333,16.238701,0.92
ADD,uint32_t,8,512,256,30.934000,31.268263,1.08
ADD,uint32_t,8,2048,8,6.192000,5.498972,-11.19
ADD,uint32_t,8,2048,16,9.227333,8.906123,-3.48
ADD,uint32_t,8,2048,32,16.806667,16.895158,0.53
ADD,uint32_t,8,1024,128,31.331333,31.873281,1.73
ADD,uint32_t,8,4096,8,12.284667,10.929097,-11.03
ADD,uint32_t,8,2048,64,32.113000,32.400403,0.89
ADD,uint32_t,4,32768,32,266.900333,269.098372,0.82
ADD,uint32_t,8,4096,16,18.377333,17.741438,-3.46
ADD,uint32_t,8,1024,256,61.754333,62.441234,1.11
ADD,uint32_t,8,4096,32,33.540333,33.717112,0.53
ADD,uint32_t,8,2048,128,62.560000,63.660870,1.76
ADD,uint32_t,8,8192,8,24.546333,21.789349,-11.23
ADD,uint32_t,8,8192,16,36.656667,35.412068,-3.40
ADD,uint32_t,8,4096,64,64.143667,64.723806,0.90
ADD,uint32_t,8,2048,256,123.394667,124.787169,1.13
ADD,uint32_t,8,8192,32,67.075333,67.361020,0.43
ADD,uint32_t,8,16384,8,49.041333,43.509851,-11.28
ADD,uint32_t,8,4096,128,126.047667,127.236048,0.94
ADD,uint32_t,8,16384,16,73.251667,70.753327,-3.41
ADD,uint32_t,8,8192,64,128.204000,129.370612,0.91
ADD,uint32_t,16,256,8,1.390000,1.425468,2.55
