operation,data_type,thread,iteration,vec_length,buffer_size,measured,predicted,error_percent
MATVEC,uint32_t,1,2048,1024,32,1013.932000,1005.015533,-0.88
MATVEC,uint32_t,1,2048,1024,64,979.804333,977.406802,-0.24
MATVEC,uint32_t,1,2048,1024,128,964.851667,963.574450,-0.13
MATVEC,uint32_t,1,2048,1024,256,958.481000,957.379483,-0.11
MATVEC,uint32_t,1,2048,2048,8,2359.340667,2324.735234,-1.47
MATVEC,uint32_t,1,2048,2048,16,2126.766667,2123.077452,-0.17
MATVEC,uint32_t,1,2048,2048,32,2025.716333,2008.390418,-0.86
MATVEC,uint32_t,1,2048,2048,64,1957.984667,1953.181668,-0.25
MATVEC,uint32_t,1,2048,2048,128,1927.813667,1925.521220,-0.12
MATVEC,uint32_t,1,2048,2048,256,1915.036667,1913.133101,-0.10
MATVEC,uint32_t,1,2048,4096,8,4716.748333,4647.780464,-1.46
MATVEC,uint32_t,1,2048,4096,16,4252.157667,4244.496496,-0.18
MATVEC,uint32_t,1,2048,4096,32,4047.721333,4015.140187,-0.80
MATVEC,uint32_t,1,2048,4096,64,3911.986333,3904.731401,-0.19
MATVEC,uint32_t,1,2048,4096,128,3850.579667,3849.414761,-0.03
MATVEC,uint32_t,1,2048,4096,256,3827.236000,3824.640338,-0.07
MATVEC,uint32_t,1,4096,16,8,40.095333,39.611577,-1.21
MATVEC,uint32_t,1,4096,16,16,36.613667,36.397973,-0.59
MATVEC,uint32_t,1,4096,32,8,77.219333,75.909159,-1.70
MATVEC,uint32_t,1,4096,32,16,69.790333,69.545145,-0.35
MATVEC,uint32_t,1,4096,32,32,66.227667,65.926220,-0.46
MATVEC,uint32_t,1,4096,64,8,150.872000,148.504322,-1.57
MATVEC,uint32_t,1,4096,64,16,136.193333,135.839490,-0.26
MATVEC,uint32_t,1,4096,64,32,129.055667,128.637150,-0.32
MATVEC,uint32_t,1,4096,64,64,125.602333,125.169718,-0.34
MATVEC,uint32_t,1,4096,128,8,298.221333,293.694649,-1.52
MATVEC,uint32_t,1,4096,128,16,269.112000,268.428181,-0.25
MATVEC,uint32_t,1,4096,128,32,256.287667,254.059010,-0.87
MATVEC,uint32_t,1,4096,128,64,248.267000,247.141577,-0.45
MATVEC,uint32_t,1,4096,128,128,244.192667,243.676041,-0.21
MATVEC,uint32_t,1,4096,256,8,592.740000,584.075303,-1.46
MATVEC,uint32_t,1,4096,256,16,534.679333,533.605561,-0.20
MATVEC,uint32_t,1,4096,256,32,508.893000,504.902732,-0.78
MATVEC,uint32_t,1,4096,256,64,491.712000,491.085293,-0.13
MATVEC,uint32_t,1,4096,256,128,484.530333,484.170483,-0.07
MATVEC,uint32_t,1,4096,256,256,480.608333,481.062528,0.09
MATVEC,uint32_t,1,4096,512,8,1177.890333,1164.836610,-1.11
MATVEC,uint32_t,1,4096,512,16,1066.025667,1063.960322,-0.19
MATVEC,uint32_t,1,4096,512,32,1015.957667,1006.590174,-0.92
MATVEC,uint32_t,1,4096,512,64,981.860667,978.972726,-0.29
MATVEC,uint32_t,1,4096,512,128,966.506000,965.136118,-0.14
MATVEC,uint32_t,1,4096,512,256,978.521667,958.952179,-2.00
MATVEC,uint32_t,1,4096,1024,8,2363.119000,2326.359225,-1.56
MATVEC,uint32_t,1,4096,1024,16,2128.772000,2124.669845,-0.19
MATVEC,uint32_t,1,4096,1024,32,2026.452667,2009.965058,-0.81
MATVEC,uint32_t,1,4096,1024,64,1959.708333,1954.747593,-0.25
MATVEC,uint32_t,1,4096,1024,128,1929.674000,1927.082889,-0.13
MATVEC,uint32_t,1,4096,1024,256,1916.429333,1914.692955,-0.09
MATVEC,uint32_t,1,4096,2048,8,4718.191333,4649.404455,-1.46
MATVEC,uint32_t,1,4096,2048,16,4253.851667,4246.088889,-0.18
MATVEC,uint32_t,1,4096,2048,32,4049.106333,4016.714828,-0.80
MATVEC,uint32_t,1,4096,2048,64,3915.156000,3906.297325,-0.23
MATVEC,uint32_t,1,4096,2048,128,3854.028333,3850.976429,-0.08
MATVEC,uint32_t,1,4096,2048,256,3828.555333,3826.200192,-0.06
MATVEC,uint32_t,1,8192,16,8,80.189333,79.157141,-1.29
MATVEC,uint32_t,1,8192,16,16,73.204000,72.729932,-0.65
MATVEC,uint32_t,1,8192,32,8,154.314667,151.752304,-1.66
MATVEC,uint32_t,1,8192,32,16,139.524333,139.024277,-0.36
MATVEC,uint32_t,1,8192,32,32,132.453667,131.786425,-0.50
MATVEC,uint32_t,1,8192,64,8,302.744333,296.942631,-1.92
MATVEC,uint32_t,1,8192,64,16,272.348333,271.612967,-0.27
MATVEC,uint32_t,1,8192,64,32,258.036333,257.208286,-0.32
MATVEC,uint32_t,1,8192,64,64,251.079333,250.273429,-0.32
MATVEC,uint32_t,1,8192,128,8,596.006000,587.323285,-1.46
MATVEC,uint32_t,1,8192,128,16,539.235000,536.790348,-0.45
MATVEC,uint32_t,1,8192,128,32,512.525000,508.052007,-0.87
MATVEC,uint32_t,1,8192,128,64,496.354667,494.217145,-0.43
MATVEC,uint32_t,1,8192,128,128,488.197000,487.286070,-0.19
MATVEC,uint32_t,1,8192,256,8,1184.816000,1168.084592,-1.41
MATVEC,uint32_t,1,8192,256,16,1068.934333,1067.145109,-0.17
MATVEC,uint32_t,1,8192,256,32,1021.185667,1009.739449,-1.12
MATVEC,uint32_t,1,8192,256,64,984.421667,982.104578,-0.24
MATVEC,uint32_t,1,8192,256,128,969.807333,968.277206,-0.16
MATVEC,uint32_t,1,8192,256,256,962.350333,962.059044,-0.03
MATVEC,uint32_t,1,8192,512,8,2363.036667,2329.607207,-1.41
MATVEC,uint32_t,1,8192,512,16,2130.861333,2127.854631,-0.14
MATVEC,uint32_t,1,8192,512,32,2029.453667,2013.114334,-0.81
MATVEC,uint32_t,1,8192,512,64,1962.679667,1957.879445,-0.24
MATVEC,uint32_t,1,8192,512,128,1932.545000,1930.206226,-0.12
MATVEC,uint32_t,1,8192,512,256,1920.127000,1917.839203,-0.12
MATVEC,uint32_t,1,8192,1024,8,4719.044000,4652.652437,-1.41
MATVEC,uint32_t,1,8192,1024,16,4255.605000,4249.273676,-0.15
MATVEC,uint32_t,1,8192,1024,32,4050.894000,4019.864103,-0.77
MATVEC,uint32_t,1,8192,1024,64,3917.754667,3909.429177,-0.21
MATVEC,uint32_t,1,8192,1024,128,3858.602333,3854.099766,-0.12
MATVEC,uint32_t,1,8192,1024,256,3832.408000,3829.319899,-0.08
MATVEC,uint32_t,2,16,16,8,0.225333,0.223778,-0.69
MATVEC,uint32_t,2,16,16,16,0.204333,0.209509,2.53
MATVEC,uint32_t,2,16,32,8,0.364000,0.368637,1.27
MATVEC,uint32_t,2,16,32,16,0.337000,0.340346,0.99
MATVEC,uint32_t,2,16,32,32,0.328333,0.328402,0.02
MATVEC,uint32_t,2,16,64,8,0.652000,0.658356,0.97
MATVEC,uint32_t,2,16,64,16,0.582556,0.602020,3.34
MATVEC,uint32_t,2,16,64,32,0.564333,0.577913,2.41
MATVEC,uint32_t,2,16,64,64,0.553333,0.562349,1.63
MATVEC,uint32_t,2,16,128,8,1.224000,1.237794,1.13
MATVEC,uint32_t,2,16,128,16,1.111667,1.125368,1.23
MATVEC,uint32_t,2,16,128,32,1.069000,1.076935,0.74
MATVEC,uint32_t,2,16,128,64,1.039667,1.045638,0.57
MATVEC,uint32_t,2,16,128,128,1.019000,1.032103,1.29
MATVEC,uint32_t,2,16,256,8,2.370667,2.396669,1.10
MATVEC,uint32_t,2,16,256,16,2.155000,2.172064,0.79
MATVEC,uint32_t,2,16,256,32,2.067000,2.074978,0.39
MATVEC,uint32_t,2,16,256,64,1.993000,2.012216,0.96
MATVEC,uint32_t,2,16,256,128,1.990667,1.984752,-0.30
MATVEC,uint32_t,2,16,256,256,1.943000,1.960623,0.91
MATVEC,uint32_t,2,16,512,8,4.682333,4.714420,0.69
MATVEC,uint32_t,2,16,512,16,4.221000,4.265456,1.05
MATVEC,uint32_t,2,16,512,32,4.026667,4.071065,1.10
MATVEC,uint32_t,2,16,512,64,3.903000,3.945373,1.09
MATVEC,uint32_t,2,16,512,128,3.885333,3.890050,0.12
MATVEC,uint32_t,2,16,512,256,3.807000,3.841359,0.90
MATVEC,uint32_t,2,16,1024,8,9.276333,9.349922,0.79
MATVEC,uint32_t,2,16,1024,16,8.386000,8.452241,0.79
MATVEC,uint32_t,2,16,1024,32,8.247333,8.063239,-2.23
MATVEC,uint32_t,2,16,1024,64,7.714000,7.811686,1.27
MATVEC,uint32_t,2,16,1024,128,7.621333,7.700647,1.04
MATVEC,uint32_t,2,16,1024,256,7.554667,7.602831,0.64
MATVEC,uint32_t,2,16,2048,8,18.494000,18.620925,0.69
MATVEC,uint32_t,2,16,2048,16,16.699000,16.825811,0.76
MATVEC,uint32_t,2,16,2048,32,17.115667,16.047586,-6.24
MATVEC,uint32_t,2,16,2048,64,15.374000,15.544312,1.11
MATVEC,uint32_t,2,16,2048,128,15.133333,15.321840,1.25
MATVEC,uint32_t,2,16,2048,256,15.033000,15.125775,0.62
MATVEC,uint32_t,2,16,4096,8,36.922667,37.162932,0.65
MATVEC,uint32_t,2,16,4096,16,33.319333,33.572951,0.76
MATVEC,uint32_t,2,16,4096,32,32.787000,32.016281,-2.35
MATVEC,uint32_t,2,16,4096,64,30.660667,31.009565,1.14
MATVEC,uint32_t,2,16,4096,128,30.554333,30.564226,0.03
MATVEC,uint32_t,2,16,4096,256,29.997000,30.171663,0.58
MATVEC,uint32_t,2,16,8192,8,73.797667,74.246946,0.61
MATVEC,uint32_t,2,16,8192,16,66.515667,67.067230,0.83
MATVEC,uint32_t,2,16,8192,32,63.659667,63.953671,0.46
MATVEC,uint32_t,2,16,8192,64,61.237000,61.940070,1.15
MATVEC,uint32_t,2,16,8192,128,60.275667,61.048999,1.28
MATVEC,uint32_t,2,16,8192,256,59.891667,60.263439,0.62
MATVEC,uint32_t,2,32,16,8,0.374333,0.381325,1.87
MATVEC,uint32_t,2,32,16,16,0.344333,0.352786,2.45
MATVEC,uint32_t,2,32,32,8,0.663000,0.671044,1.21
MATVEC,uint32_t,2,32,32,16,0.606111,0.614460,1.38
MATVEC,uint32_t,2,32,32,32,0.572000,0.589979,3.14
MATVEC,uint32_t,2,32,64,8,1.237111,1.250481,1.08
MATVEC,uint32_t,2,32,64,16,1.124111,1.137808,1.22
MATVEC,uint32_t,2,32,64,32,1.076000,1.089001,1.21
MATVEC,uint32_t,2,32,64,64,1.030000,1.057801,2.70
MATVEC,uint32_t,2,32,128,8,2.394000,2.409357,0.64
MATVEC,uint32_t,2,32,128,16,2.180333,2.184505,0.19
MATVEC,uint32_t,2,32,128,32,2.064445,2.087044,1.09
MATVEC,uint32_t,2,32,128,64,2.017667,2.024379,0.33
MATVEC,uint32_t,2,32,128,128,1.972667,1.996915,1.23
MATVEC,uint32_t,2,32,256,8,4.723333,4.727108,0.08
MATVEC,uint32_t,2,32,256,16,4.428000,4.277897,-3.39
MATVEC,uint32_t,2,32,256,32,4.059333,4.083131,0.59
MATVEC,uint32_t,2,32,256,64,3.901000,3.957536,1.45
MATVEC,uint32_t,2,32,256,128,3.868000,3.902213,0.88
MATVEC,uint32_t,2,32,256,256,3.835000,3.853522,0.48
MATVEC,uint32_t,2,32,512,8,9.307000,9.362609,0.60
MATVEC,uint32_t,2,32,512,16,8.400000,8.464682,0.77
MATVEC,uint32_t,2,32,512,32,8.029556,8.075305,0.57
MATVEC,uint32_t,2,32,512,64,7.720000,7.823849,1.35
MATVEC,uint32_t,2,32,512,128,7.611111,7.712810,1.34
MATVEC,uint32_t,2,32,512,256,7.560889,7.614994,0.72
MATVEC,uint32_t,2,32,1024,8,18.512667,18.633613,0.65
MATVEC,uint32_t,2,32,1024,16,16.688333,16.838252,0.90
MATVEC,uint32_t,2,32,1024,32,15.968667,16.059652,0.57
MATVEC,uint32_t,2,32,1024,64,15.370667,15.556475,1.21
MATVEC,uint32_t,2,32,1024,128,15.163667,15.334003,1.12
MATVEC,uint32_t,2,32,1024,256,15.352667,15.137938,-1.40
MATVEC,uint32_t,2,32,2048,8,36.945000,37.175620,0.62
MATVEC,uint32_t,2,32,2048,16,33.323333,33.585391,0.79
MATVEC,uint32_t,2,32,2048,32,33.014667,32.028347,-2.99
MATVEC,uint32_t,2,32,2048,64,30.656000,31.021728,1.19
MATVEC,uint32_t,2,32,2048,128,30.191333,30.576389,1.28
MATVEC,uint32_t,2,32,2048,256,30.005333,30.183826,0.59
MATVEC,uint32_t,2,32,4096,8,73.767000,74.259633,0.67
MATVEC,uint32_t,2,32,4096,16,66.520667,67.079671,0.84
MATVEC,uint32_t,2,32,4096,32,63.619667,63.965737,0.54
MATVEC,uint32_t,2,32,4096,64,61.238333,61.952233,1.17
MATVEC,uint32_t,2,32,4096,128,60.306667,61.061162,1.25
MATVEC,uint32_t,2,32,4096,256,59.910000,60.275602,0.61
MATVEC,uint32_t,2,32,8192,8,147.489667,148.427661,0.64
MATVEC,uint32_t,2,32,8192,16,132.930333,134.068229,0.86
MATVEC,uint32_t,2,32,8192,32,127.020333,127.840516,0.65
MATVEC,uint32_t,2,32,8192,64,122.362000,123.813243,1.19
MATVEC,uint32_t,2,32,8192,128,120.477000,122.030707,1.29
MATVEC,uint32_t,2,32,8192,256,119.673333,120.459154,0.66
MATVEC,uint32_t,2,64,16,8,0.681444,0.696418,2.20
MATVEC,uint32_t,2,64,16,16,0.701333,0.639341,-8.84
MATVEC,uint32_t,2,64,32,8,1.257333,1.275856,1.47
MATVEC,uint32_t,2,64,32,16,1.161000,1.162690,0.15
MATVEC,uint32_t,2,64,32,32,1.095000,1.113606,1.70
MATVEC,uint32_t,2,64,64,8,2.423333,2.434732,0.47
MATVEC,uint32_t,2,64,64,16,2.188667,2.209386,0.95
MATVEC,uint32_t,2,64,64,32,2.077333,2.111649,1.65
MATVEC,uint32_t,2,64,64,64,2.040333,2.048614,0.41
MATVEC,uint32_t,2,64,128,8,4.717333,4.752482,0.75
MATVEC,uint32_t,2,64,128,16,4.284667,4.302778,0.42
MATVEC,uint32_t,2,64,128,32,4.075333,4.107737,0.80
MATVEC,uint32_t,2,64,128,64,3.945667,3.981770,0.92
MATVEC,uint32_t,2,64,128,128,3.885667,3.926545,1.05
MATVEC,uint32_t,2,64,256,8,9.322333,9.387984,0.70
MATVEC,uint32_t,2,64,256,16,8.414222,8.489563,0.90
MATVEC,uint32_t,2,64,256,32,8.085000,8.099910,0.18
MATVEC,uint32_t,2,64,256,64,7.756333,7.848083,1.18
MATVEC,uint32_t,2,64,256,128,7.639333,7.737141,1.28
MATVEC,uint32_t,2,64,256,256,8.177000,7.639326,-6.58
MATVEC,uint32_t,2,64,512,8,18.551333,18.658988,0.58
MATVEC,uint32_t,2,64,512,16,16.725000,16.863133,0.83
MATVEC,uint32_t,2,64,512,32,15.932667,16.084257,0.95
MATVEC,uint32_t,2,64,512,64,15.418000,15.580710,1.06
MATVEC,uint32_t,2,64,512,128,15.193000,15.358335,1.09
MATVEC,uint32_t,2,64,512,256,15.116000,15.162270,0.31
MATVEC,uint32_t,2,64,1024,8,36.990000,37.200994,0.57
MATVEC,uint32_t,2,64,1024,16,33.350333,33.610273,0.78
MATVEC,uint32_t,2,64,1024,32,31.847333,32.052952,0.65
MATVEC,uint32_t,2,64,1024,64,30.721333,31.045962,1.06
MATVEC,uint32_t,2,64,1024,128,30.251667,30.600721,1.15
MATVEC,uint32_t,2,64,1024,256,30.033000,30.208158,0.58
MATVEC,uint32_t,2,64,2048,8,73.846667,74.285008,0.59
MATVEC,uint32_t,2,64,2048,16,66.560667,67.104552,0.82
MATVEC,uint32_t,2,64,2048,32,63.645667,63.990342,0.54
MATVEC,uint32_t,2,64,2048,64,61.279667,61.976467,1.14
MATVEC,uint32_t,2,64,2048,128,60.334667,61.085493,1.24
MATVEC,uint32_t,2,64,2048,256,59.929000,60.299934,0.62
MATVEC,uint32_t,2,64,4096,8,147.525000,148.453036,0.63
MATVEC,uint32_t,2,64,4096,16,132.970667,134.093111,0.84
MATVEC,uint32_t,2,64,4096,32,127.248333,127.865121,0.48
MATVEC,uint32_t,2,64,4096,64,122.387333,123.837478,1.18
MATVEC,uint32_t,2,64,4096,128,120.534333,122.055039,1.26
MATVEC,uint32_t,2,64,4096,256,119.723667,120.483486,0.63
MATVEC,uint32_t,2,64,8192,8,294.843667,296.789090,0.66
MATVEC,uint32_t,2,64,8192,16,265.753667,268.070228,0.87
MATVEC,uint32_t,2,64,8192,32,253.493000,255.614680,0.84
MATVEC,uint32_t,2,64,8192,64,244.628000,247.559498,1.20
MATVEC,uint32_t,2,64,8192,128,240.823333,243.994129,1.32
MATVEC,uint32_t,2,64,8192,256,239.250667,240.850590,0.67
MATVEC,uint32_t,2,128,16,8,1.320333,1.326606,0.48
MATVEC,uint32_t,2,128,16,16,1.220667,1.212452,-0.67
MATVEC,uint32_t,2,128,32,8,2.503000,2.485481,-0.70
MATVEC,uint32_t,2,128,32,16,2.254667,2.259148,0.20
MATVEC,uint32_t,2,128,32,32,2.145000,2.160861,0.74
MATVEC,uint32_t,2,128,64,8,4.809000,4.803232,-0.12
MATVEC,uint32_t,2,128,64,16,4.335667,4.352540,0.39
MATVEC,uint32_t,2,128,64,32,4.109333,4.156948,1.16
MATVEC,uint32_t,2,128,64,64,4.006667,4.030705,0.60
MATVEC,uint32_t,2,128,128,8,9.398000,9.438734,0.43
MATVEC,uint32_t,2,128,128,16,9.041000,8.539325,-5.55
MATVEC,uint32_t,2,128,128,32,8.111667,8.149126,0.46
MATVEC,uint32_t,2,128,128,64,7.853667,7.897019,0.55
MATVEC,uint32_t,2,128,128,128,7.724667,7.785036,0.78
MATVEC,uint32_t,2,128,256,8,18.612333,18.709737,0.52
MATVEC,uint32_t,2,128,256,16,16.803333,16.912895,0.65
MATVEC,uint32_t,2,128,256,32,16.100667,16.133469,0.20
MATVEC,uint32_t,2,128,256,64,15.470333,15.629645,1.03
MATVEC,uint32_t,2,128,256,128,15.269667,15.405401,0.89
MATVEC,uint32_t,2,128,256,256,15.144667,15.210939,0.44
MATVEC,uint32_t,2,128,512,8,37.082333,37.251744,0.46
MATVEC,uint32_t,2,128,512,16,33.404667,33.660035,0.76
MATVEC,uint32_t,2,128,512,32,31.859333,32.102164,0.76
MATVEC,uint32_t,2,128,512,64,30.772667,31.094897,1.05
MATVEC,uint32_t,2,128,512,128,30.383667,30.649293,0.87
MATVEC,uint32_t,2,128,512,256,30.132333,30.256827,0.41
MATVEC,uint32_t,2,128,1024,8,73.884333,74.335758,0.61
MATVEC,uint32_t,2,128,1024,16,66.612000,67.154314,0.81
MATVEC,uint32_t,2,128,1024,32,63.635333,64.039554,0.64
MATVEC,uint32_t,2,128,1024,64,61.335333,62.025403,1.13
MATVEC,uint32_t,2,128,1024,128,60.418000,61.134065,1.19
MATVEC,uint32_t,2,128,1024,256,60.002000,60.348603,0.58
MATVEC,uint32_t,2,128,2048,8,147.592667,148.503785,0.62
MATVEC,uint32_t,2,128,2048,16,133.026000,134.142873,0.84
MATVEC,uint32_t,2,128,2048,32,126.921667,127.914333,0.78
MATVEC,uint32_t,2,128,2048,64,125.861000,123.886413,-1.57
MATVEC,uint32_t,2,128,2048,128,120.577667,122.103611,1.27
MATVEC,uint32_t,2,128,2048,256,119.778000,120.532155,0.63
MATVEC,uint32_t,2,128,4096,8,294.881667,296.839840,0.66
MATVEC,uint32_t,2,128,4096,16,265.840000,268.119990,0.86
MATVEC,uint32_t,2,128,4096,32,253.471000,255.663892,0.87
MATVEC,uint32_t,2,128,4096,64,244.678333,247.608433,1.20
MATVEC,uint32_t,2,128,4096,128,240.895667,244.042701,1.31
MATVEC,uint32_t,2,128,4096,256,239.330667,240.899259,0.66
MATVEC,uint32_t,2,128,8192,8,589.560000,593.511950,0.67
MATVEC,uint32_t,2,128,8192,16,531.411000,536.074225,0.88
MATVEC,uint32_t,2,128,8192,32,507.656333,511.163010,0.69
MATVEC,uint32_t,2,128,8192,64,489.100333,495.052475,1.22
MATVEC,uint32_t,2,128,8192,128,481.572667,487.920881,1.32
MATVEC,uint32_t,2,128,8192,256,478.421667,481.633467,0.67
MATVEC,uint32_t,2,256,16,8,2.640000,2.586981,-2.01
MATVEC,uint32_t,2,256,16,16,2.347667,2.358673,0.47
MATVEC,uint32_t,2,256,32,8,4.899667,4.904732,0.10
MATVEC,uint32_t,2,256,32,16,4.433333,4.452065,0.42
MATVEC,uint32_t,2,256,32,32,4.214000,4.255374,0.98
MATVEC,uint32_t,2,256,64,8,9.503333,9.540233,0.39
MATVEC,uint32_t,2,256,64,16,8.586667,8.638850,0.61
MATVEC,uint32_t,2,256,64,32,8.131667,8.247547,1.43
MATVEC,uint32_t,2,256,64,64,7.933667,7.994889,0.77
MATVEC,uint32_t,2,256,128,8,18.727000,18.811237,0.45
MATVEC,uint32_t,2,256,128,16,16.905000,17.012420,0.64
MATVEC,uint32_t,2,256,128,32,16.113333,16.231905,0.74
MATVEC,uint32_t,2,256,128,64,15.926333,15.727515,-1.25
MATVEC,uint32_t,2,256,128,128,15.321444,15.503006,1.19
MATVEC,uint32_t,2,256,256,8,37.163000,37.353244,0.51
MATVEC,uint32_t,2,256,256,16,34.985667,33.759559,-3.50
MATVEC,uint32_t,2,256,256,32,32.112000,32.200590,0.28
MATVEC,uint32_t,2,256,256,64,30.914667,31.192768,0.90
MATVEC,uint32_t,2,256,256,128,30.394667,30.743736,1.15
MATVEC,uint32_t,2,256,256,256,30.162333,30.353573,0.63
MATVEC,uint32_t,2,256,512,8,74.002000,74.437257,0.59
MATVEC,uint32_t,2,256,512,16,67.079333,67.253839,0.26
MATVEC,uint32_t,2,256,512,32,63.598000,64.137979,0.85
MATVEC,uint32_t,2,256,512,64,61.414333,62.123273,1.15
MATVEC,uint32_t,2,256,512,128,60.488333,61.231670,1.23
MATVEC,uint32_t,2,256,512,256,60.110333,60.444472,0.56
MATVEC,uint32_t,2,256,1024,8,147.651667,148.605285,0.65
MATVEC,uint32_t,2,256,1024,16,133.122333,134.242397,0.84
MATVEC,uint32_t,2,256,1024,32,127.206000,128.012761,0.63
MATVEC,uint32_t,2,256,1024,64,122.550333,123.984283,1.17
MATVEC,uint32_t,2,256,1024,128,120.691667,122.201215,1.25
MATVEC,uint32_t,2,256,1024,256,119.876667,120.629435,0.63
MATVEC,uint32_t,2,256,2048,8,295.036333,296.941340,0.65
MATVEC,uint32_t,2,256,2048,16,265.907333,268.219515,0.87
MATVEC,uint32_t,2,256,2048,32,254.054000,255.762318,0.67
MATVEC,uint32_t,2,256,2048,64,244.772667,247.706304,1.20
MATVEC,uint32_t,2,256,2048,128,241.028333,244.140305,1.29
MATVEC,uint32_t,2,256,2048,256,239.393000,240.996539,0.67
MATVEC,uint32_t,2,256,4096,8,589.621333,593.613449,0.68
MATVEC,uint32_t,2,256,4096,16,531.561000,536.173749,0.87
MATVEC,uint32_t,2,256,4096,32,508.744333,511.261435,0.49
MATVEC,uint32_t,2,256,4096,64,489.252667,495.150345,1.21
MATVEC,uint32_t,2,256,4096,128,481.623333,488.018486,1.33
MATVEC,uint32_t,2,256,4096,256,478.495000,481.730747,0.68
MATVEC,uint32_t,2,256,8192,8,1179.065000,1186.957669,0.67
MATVEC,uint32_t,2,256,8192,16,1062.676667,1072.082218,0.89
MATVEC,uint32_t,2,256,8192,32,1014.257000,1022.259671,0.79
MATVEC,uint32_t,2,256,8192,64,978.071000,990.038427,1.22
MATVEC,uint32_t,2,256,8192,128,962.982333,975.774847,1.33
MATVEC,uint32_t,2,256,8192,256,956.676333,963.199163,0.68
MATVEC,uint32_t,2,512,16,8,5.099000,5.107730,0.17
MATVEC,uint32_t,2,512,16,16,4.671667,4.651114,-0.44
MATVEC,uint32_t,2,512,32,8,9.727000,9.743232,0.17
MATVEC,uint32_t,2,512,32,16,8.794333,8.837899,0.50
MATVEC,uint32_t,2,512,32,32,8.357000,8.444399,1.05
MATVEC,uint32_t,2,512,64,8,18.940000,19.014236,0.39
MATVEC,uint32_t,2,512,64,16,17.106000,17.211469,0.62
MATVEC,uint32_t,2,512,64,32,16.227667,16.428746,1.24
MATVEC,uint32_t,2,512,64,64,15.797667,15.923256,0.79
MATVEC,uint32_t,2,512,128,8,37.377667,37.556242,0.48
MATVEC,uint32_t,2,512,128,16,33.741667,33.958609,0.64
MATVEC,uint32_t,2,512,128,32,32.133000,32.397463,0.82
MATVEC,uint32_t,2,512,128,64,31.137333,31.388508,0.81
MATVEC,uint32_t,2,512,128,128,30.620000,30.938944,1.04
MATVEC,uint32_t,2,512,256,8,74.209667,74.640256,0.58
MATVEC,uint32_t,2,512,256,16,66.945000,67.452888,0.76
MATVEC,uint32_t,2,512,256,32,64.127000,64.334831,0.32
MATVEC,uint32_t,2,512,256,64,61.629333,62.319013,1.12
MATVEC,uint32_t,2,512,256,128,60.721667,61.420405,1.15
MATVEC,uint32_t,2,512,256,256,60.243000,60.639454,0.66
MATVEC,uint32_t,2,512,512,8,147.881333,148.808284,0.63
MATVEC,uint32_t,2,512,512,16,133.342667,134.441447,0.82
MATVEC,uint32_t,2,512,512,32,127.076333,128.209621,0.89
MATVEC,uint32_t,2,512,512,64,122.760667,124.180024,1.16
MATVEC,uint32_t,2,512,512,128,120.890333,122.396423,1.25
MATVEC,uint32_t,2,512,512,256,120.118000,120.821252,0.59
MATVEC,uint32_t,2,512,1024,8,295.205333,297.144338,0.66
MATVEC,uint32_t,2,512,1024,16,266.127333,268.418564,0.86
MATVEC,uint32_t,2,512,1024,32,254.048333,255.959180,0.75
MATVEC,uint32_t,2,512,1024,64,244.962000,247.902044,1.20
MATVEC,uint32_t,2,512,1024,128,241.278000,244.335514,1.27
MATVEC,uint32_t,2,512,1024,256,239.646333,241.191521,0.64
MATVEC,uint32_t,2,512,2048,8,589.898667,593.816448,0.66
MATVEC,uint32_t,2,512,2048,16,531.738333,536.372798,0.87
MATVEC,uint32_t,2,512,2048,32,507.634333,511.458287,0.75
MATVEC,uint32_t,2,512,2048,64,489.436000,495.346085,1.21
MATVEC,uint32_t,2,512,2048,128,481.909333,488.213694,1.31
MATVEC,uint32_t,2,512,2048,256,478.697333,481.925729,0.67
MATVEC,uint32_t,2,512,4096,8,1179.345333,1187.160668,0.66
MATVEC,uint32_t,2,512,4096,16,1062.888333,1072.281267,0.88
MATVEC,uint32_t,2,512,4096,32,1013.923333,1022.456522,0.84
MATVEC,uint32_t,2,512,4096,64,978.315333,990.234168,1.22
MATVEC,uint32_t,2,512,4096,128,963.256333,975.970055,1.32
MATVEC,uint32_t,2,512,4096,256,956.889333,963.394145,0.68
MATVEC,uint32_t,2,512,8192,8,2357.956333,2373.849106,0.67
MATVEC,uint32_t,2,512,8192,16,2125.254667,2144.098205,0.89
MATVEC,uint32_t,2,512,8192,32,2032.264667,2044.452993,0.60
MATVEC,uint32_t,2,512,8192,64,1958.347333,1980.010332,1.11
MATVEC,uint32_t,2,512,8192,128,1925.830333,1951.482778,1.33
MATVEC,uint32_t,2,512,8192,256,1913.187667,1926.330977,0.69
MATVEC,uint32_t,2,1024,16,8,10.073000,10.149230,0.76
MATVEC,uint32_t,2,1024,16,16,9.498333,9.235997,-2.76
MATVEC,uint32_t,2,1024,32,8,19.369667,19.420233,0.26
MATVEC,uint32_t,2,1024,32,16,17.501000,17.609567,0.62
MATVEC,uint32_t,2,1024,32,32,16.607667,16.822449,1.29
MATVEC,uint32_t,2,1024,64,8,37.798333,37.962240,0.43
MATVEC,uint32_t,2,1024,64,16,34.118000,34.356707,0.70
MATVEC,uint32_t,2,1024,64,32,32.321000,32.791144,1.45
MATVEC,uint32_t,2,1024,64,64,31.476333,31.779989,0.96
MATVEC,uint32_t,2,1024,128,8,74.616000,75.046254,0.58
