operation,data_type,thread,iteration,vec_length,n_length,buffer_size,measured,predicted,error_percent
MATMUL,uint32_t,2,32,32,256,16,152.799000,142.209805,-6.93
MATMUL,uint32_t,2,32,32,512,8,329.032333,299.367145,-9.02
MATMUL,uint32_t,2,32,32,512,4,386.290667,337.284438,-12.69
MATMUL,uint32_t,2,32,32,512,16,305.417333,284.348320,-6.90
MATMUL,uint32_t,2,32,32,512,32,295.012333,276.580068,-6.25
MATMUL,uint32_t,2,32,64,16,4,24.037667,21.037910,-12.48
MATMUL,uint32_t,2,32,64,16,8,20.507000,18.689056,-8.86
MATMUL,uint32_t,2,32,64,16,16,19.063667,17.760324,-6.84
MATMUL,uint32_t,2,32,64,32,4,47.999667,42.004530,-12.49
MATMUL,uint32_t,2,32,64,32,8,40.952667,37.306857,-8.90
MATMUL,uint32_t,2,32,64,32,16,38.044667,35.449357,-6.82
MATMUL,uint32_t,2,32,64,32,32,36.797333,34.488318,-6.27
MATMUL,uint32_t,2,32,64,64,4,95.985000,83.937769,-12.55
MATMUL,uint32_t,2,32,64,64,8,81.771333,74.542460,-8.84
MATMUL,uint32_t,2,32,64,64,16,76.010000,70.827424,-6.82
MATMUL,uint32_t,2,32,64,64,32,73.531333,68.906359,-6.29
MATMUL,uint32_t,2,32,64,64,64,72.375667,67.959657,-6.10
MATMUL,uint32_t,2,32,64,128,4,191.941000,167.804246,-12.58
MATMUL,uint32_t,2,32,64,128,8,163.475667,149.013664,-8.85
MATMUL,uint32_t,2,32,64,128,16,151.967000,141.583556,-6.83
MATMUL,uint32_t,2,32,64,128,32,146.958333,137.742414,-6.27
MATMUL,uint32_t,2,32,64,128,64,144.673667,135.848419,-6.10
MATMUL,uint32_t,2,32,64,256,4,384.109667,335.537202,-12.65
MATMUL,uint32_t,2,32,64,256,8,326.809333,297.956073,-8.83
MATMUL,uint32_t,2,32,64,256,16,303.814667,283.095821,-6.82
MATMUL,uint32_t,2,32,64,256,32,293.962333,275.414472,-6.31
MATMUL,uint32_t,1,512,512,512,64,73816.453667,69248.729273,-6.19
MATMUL,uint32_t,2,32,64,256,64,289.302333,271.625944,-6.11
MATMUL,uint32_t,1,512,512,512,128,73203.577333,68791.159847,-6.03
MATMUL,uint32_t,2,32,64,512,4,768.429000,671.003113,-12.68
MATMUL,uint32_t,2,32,64,512,8,653.583000,595.840892,-8.83
MATMUL,uint32_t,2,32,64,512,16,607.666667,566.120352,-6.84
MATMUL,uint32_t,1,512,512,512,32,74957.297667,70178.147952,-6.38
MATMUL,uint32_t,2,32,128,16,4,47.735667,41.895328,-12.23
MATMUL,uint32_t,2,32,128,16,8,40.799000,37.218665,-8.78
MATMUL,uint32_t,2,32,128,16,16,37.948667,35.371076,-6.79
MATMUL,uint32_t,2,32,128,32,4,95.481000,83.719364,-12.32
MATMUL,uint32_t,2,32,128,32,8,81.496000,74.366076,-8.75
MATMUL,uint32_t,2,32,128,32,16,75.826000,70.670861,-6.80
MATMUL,uint32_t,2,32,64,512,32,587.693667,550.758589,-6.28
MATMUL,uint32_t,1,512,512,512,256,72921.507000,68587.587477,-5.94
MATMUL,uint32_t,2,32,128,32,32,73.385000,68.760633,-6.30
MATMUL,uint32_t,2,32,128,64,8,162.926333,148.660896,-8.76
MATMUL,uint32_t,1,512,512,512,8,83102.339333,75935.838978,-8.62
MATMUL,uint32_t,2,32,128,64,4,190.801333,167.367437,-12.28
MATMUL,uint32_t,2,32,128,64,16,151.550333,141.270432,-6.78
MATMUL,uint32_t,2,32,128,64,32,146.724000,137.450987,-6.32
MATMUL,uint32_t,2,32,64,512,64,578.540667,543.180992,-6.11
MATMUL,uint32_t,2,32,128,64,64,144.444667,135.567798,-6.15
MATMUL,uint32_t,1,512,512,512,16,77398.065000,72173.866608,-6.75
MATMUL,uint32_t,2,32,128,128,64,288.788000,271.064700,-6.14
MATMUL,uint32_t,2,32,128,128,16,303.066667,282.469572,-6.80
MATMUL,uint32_t,2,32,128,128,32,293.280333,274.831668,-6.29
MATMUL,uint32_t,2,32,128,128,128,286.406333,269.252968,-5.99
MATMUL,uint32_t,2,32,128,128,8,325.735000,297.250537,-8.74
MATMUL,uint32_t,2,32,128,128,4,381.785333,334.663584,-12.34
MATMUL,uint32_t,2,32,128,256,4,763.351333,669.255876,-12.33
MATMUL,uint32_t,2,32,128,256,64,577.504000,542.058505,-6.14
MATMUL,uint32_t,2,32,128,256,32,586.448333,549.593014,-6.28
MATMUL,uint32_t,2,32,128,256,128,572.619000,538.435443,-5.97
MATMUL,uint32_t,2,32,128,256,16,605.942667,564.867853,-6.78
MATMUL,uint32_t,2,32,128,256,8,651.334000,594.429820,-8.74
MATMUL,uint32_t,2,32,256,16,4,95.196667,83.610162,-12.17
MATMUL,uint32_t,2,32,256,16,8,81.353667,74.277884,-8.70
MATMUL,uint32_t,2,32,256,16,16,75.735667,70.592580,-6.79
MATMUL,uint32_t,2,32,256,32,4,190.497333,167.149033,-12.26
MATMUL,uint32_t,2,32,256,32,8,162.637333,148.484512,-8.70
MATMUL,uint32_t,2,32,256,32,16,151.368333,141.113869,-6.77
MATMUL,uint32_t,2,32,256,32,32,146.510667,137.305266,-6.28
MATMUL,uint32_t,2,32,128,512,8,1302.353000,1188.788384,-8.72
MATMUL,uint32_t,2,32,128,512,4,1526.144000,1338.440461,-12.30
MATMUL,uint32_t,2,32,256,64,4,380.849667,334.226774,-12.24
MATMUL,uint32_t,2,32,256,64,8,325.113333,296.897769,-8.68
MATMUL,uint32_t,2,32,128,512,16,1211.742000,1129.664416,-6.77
MATMUL,uint32_t,2,32,256,64,16,302.619000,282.156448,-6.76
MATMUL,uint32_t,2,32,128,512,128,1145.275667,1076.800394,-5.98
MATMUL,uint32_t,2,32,128,512,64,1154.986000,1084.046116,-6.14
MATMUL,uint32_t,2,32,128,512,32,1173.092333,1099.115709,-6.31
MATMUL,uint32_t,2,32,256,64,32,292.919667,274.540248,-6.27
MATMUL,uint32_t,2,32,256,64,64,288.556667,270.784078,-6.16
MATMUL,uint32_t,2,32,256,128,16,605.263333,564.241604,-6.78
MATMUL,uint32_t,2,32,256,128,8,650.148333,593.724284,-8.68
MATMUL,uint32_t,2,32,256,128,64,577.037667,541.497262,-6.16
MATMUL,uint32_t,2,32,256,128,32,585.938000,549.010205,-6.30
MATMUL,uint32_t,2,32,256,128,128,572.166667,537.884723,-5.99
MATMUL,uint32_t,2,32,256,128,4,761.155000,668.382258,-12.19
MATMUL,uint32_t,2,32,256,256,8,1300.629667,1187.377312,-8.71
MATMUL,uint32_t,2,32,256,256,4,1521.629000,1336.693225,-12.15
MATMUL,uint32_t,2,32,256,256,128,1144.119667,1075.698954,-5.98
MATMUL,uint32_t,2,32,256,256,256,1139.763333,1072.322271,-5.92
MATMUL,uint32_t,2,32,256,256,64,1153.994667,1082.923629,-6.16
MATMUL,uint32_t,2,32,256,256,32,1171.985667,1097.950124,-6.32
MATMUL,uint32_t,2,32,256,256,16,1210.153000,1128.411917,-6.75
MATMUL,uint32_t,2,32,512,16,4,190.152667,167.039830,-12.15
MATMUL,uint32_t,2,32,512,16,8,162.481667,148.396320,-8.67
MATMUL,uint32_t,2,32,512,16,16,151.266333,141.035588,-6.76
MATMUL,uint32_t,2,32,512,32,4,380.218000,334.008370,-12.15
MATMUL,uint32_t,2,32,512,32,8,324.859333,296.721385,-8.66
MATMUL,uint32_t,2,32,512,32,16,302.465000,281.999885,-6.77
MATMUL,uint32_t,2,32,256,512,4,3042.671333,2673.315158,-12.14
MATMUL,uint32_t,2,32,512,32,32,292.850000,274.394526,-6.30
MATMUL,uint32_t,2,32,256,512,16,2420.163333,2256.752544,-6.75
MATMUL,uint32_t,2,32,256,512,128,2288.635000,2151.327416,-6.00
MATMUL,uint32_t,2,32,256,512,256,2279.937000,2144.572163,-5.94
MATMUL,uint32_t,2,32,256,512,64,2307.899333,2165.776362,-6.16
MATMUL,uint32_t,2,32,256,512,32,2343.555667,2195.829962,-6.30
MATMUL,uint32_t,2,32,256,512,8,2600.142333,2374.683369,-8.67
MATMUL,uint32_t,2,32,512,64,4,760.129667,667.945449,-12.13
MATMUL,uint32_t,2,32,512,64,8,649.725667,593.371516,-8.67
MATMUL,uint32_t,2,32,512,64,16,604.676000,563.928480,-6.74
MATMUL,uint32_t,2,32,512,64,64,576.776667,541.216640,-6.17
MATMUL,uint32_t,2,32,512,64,32,585.719000,548.718772,-6.32
MATMUL,uint32_t,2,32,512,128,16,1209.746333,1127.785668,-6.78
MATMUL,uint32_t,2,32,512,128,8,1299.118333,1186.671776,-8.66
MATMUL,uint32_t,2,32,512,128,4,1519.775000,1335.819606,-12.10
MATMUL,uint32_t,2,32,512,128,32,1171.084000,1097.367257,-6.29
MATMUL,uint32_t,2,32,512,128,128,1143.760333,1075.148234,-6.00
MATMUL,uint32_t,2,32,512,128,64,1153.511000,1082.362385,-6.17
MATMUL,uint32_t,2,32,512,256,8,2597.829333,2373.272297,-8.64
MATMUL,uint32_t,2,32,512,256,4,3041.335667,2671.567922,-12.16
MATMUL,uint32_t,2,32,512,256,16,2419.302000,2255.500045,-6.77
MATMUL,uint32_t,2,32,512,256,32,2341.560333,2194.664231,-6.27
MATMUL,uint32_t,2,32,512,256,64,2306.879333,2164.653876,-6.17
MATMUL,uint32_t,2,32,512,256,128,2287.737000,2150.225976,-6.01
MATMUL,uint32_t,2,32,512,256,256,2279.116667,2143.479994,-5.95
MATMUL,uint32_t,2,64,16,16,4,12.403000,10.723433,-13.54
MATMUL,uint32_t,2,64,16,16,8,10.512667,9.517472,-9.47
MATMUL,uint32_t,2,64,16,16,16,9.725333,9.038258,-7.06
MATMUL,uint32_t,2,64,16,32,4,24.730000,21.370546,-13.58
MATMUL,uint32_t,2,64,16,32,8,20.947333,18.958661,-9.49
MATMUL,uint32_t,2,64,16,32,16,19.370000,18.000196,-7.07
MATMUL,uint32_t,2,64,16,64,4,49.382333,42.664772,-13.60
MATMUL,uint32_t,2,64,16,64,8,41.775000,37.841038,-9.42
MATMUL,uint32_t,2,64,16,64,16,38.654333,35.924073,-7.06
MATMUL,uint32_t,2,64,16,128,4,98.677333,85.253225,-13.60
MATMUL,uint32_t,2,64,16,128,8,83.521000,75.605792,-9.48
MATMUL,uint32_t,2,64,16,128,16,77.229333,71.771826,-7.07
MATMUL,uint32_t,2,64,16,256,4,197.260333,170.430130,-13.60
MATMUL,uint32_t,2,64,16,256,8,166.879667,151.135301,-9.43
MATMUL,uint32_t,2,64,16,256,16,154.371333,143.467332,-7.06
MATMUL,uint32_t,2,64,16,512,4,394.297333,340.783940,-13.57
MATMUL,uint32_t,2,64,16,512,8,333.664333,302.194318,-9.43
MATMUL,uint32_t,2,64,16,512,16,308.642333,286.858345,-7.06
MATMUL,uint32_t,2,64,32,16,4,24.247333,21.152141,-12.77
MATMUL,uint32_t,2,64,32,16,8,20.660667,18.782277,-9.09
MATMUL,uint32_t,2,64,32,16,16,19.170000,17.843634,-6.92
MATMUL,uint32_t,2,64,32,32,4,48.365333,42.227963,-12.69
MATMUL,uint32_t,2,64,32,32,8,41.235333,37.488270,-9.09
MATMUL,uint32_t,2,64,32,32,16,38.258667,35.610948,-6.92
MATMUL,uint32_t,2,64,32,32,32,36.963000,34.639072,-6.29
MATMUL,uint32_t,2,32,512,512,4,6080.165000,5343.064553,-12.12
MATMUL,uint32_t,2,64,32,64,8,82.373667,74.900256,-9.07
MATMUL,uint32_t,2,64,32,64,4,96.757333,84.379606,-12.79
MATMUL,uint32_t,2,64,32,64,16,76.443000,71.145577,-6.93
MATMUL,uint32_t,2,64,32,64,32,73.835333,69.202812,-6.27
MATMUL,uint32_t,2,64,32,128,8,164.598333,149.724229,-9.04
MATMUL,uint32_t,2,32,512,512,64,4613.624667,4329.236856,-6.16
MATMUL,uint32_t,2,64,32,128,4,193.164000,168.682893,-12.67
MATMUL,uint32_t,2,32,512,512,32,4683.581667,4389.258180,-6.28
MATMUL,uint32_t,2,32,512,512,8,5196.807000,4746.473340,-8.67
MATMUL,uint32_t,2,32,512,512,128,4575.271333,4300.381459,-6.01
MATMUL,uint32_t,2,32,512,512,16,4838.927000,4510.928800,-6.78
MATMUL,uint32_t,2,32,512,512,256,4556.574000,4286.887610,-5.92
MATMUL,uint32_t,2,64,32,128,16,152.807333,142.214834,-6.93
MATMUL,uint32_t,2,64,32,128,32,147.616000,138.330240,-6.29
MATMUL,uint32_t,2,64,32,256,16,305.442333,284.353348,-6.90
MATMUL,uint32_t,2,64,32,256,8,329.069333,299.372174,-9.02
MATMUL,uint32_t,2,64,32,256,4,386.313667,337.289467,-12.69
MATMUL,uint32_t,2,64,32,256,32,295.138667,276.585096,-6.29
MATMUL,uint32_t,2,64,64,16,4,48.091333,42.009558,-12.65
MATMUL,uint32_t,2,64,64,16,8,40.947000,37.311886,-8.88
MATMUL,uint32_t,2,64,64,16,16,38.065667,35.454386,-6.86
MATMUL,uint32_t,2,64,64,32,4,96.141667,83.942797,-12.69
MATMUL,uint32_t,2,64,64,32,8,81.787000,74.547488,-8.85
MATMUL,uint32_t,2,64,64,32,16,76.038667,70.832452,-6.85
MATMUL,uint32_t,2,64,64,32,32,73.567000,68.911387,-6.33
MATMUL,uint32_t,2,64,32,512,32,590.218333,553.094808,-6.29
MATMUL,uint32_t,2,64,32,512,16,610.925667,568.630377,-6.92
MATMUL,uint32_t,2,64,64,64,4,192.163333,167.809275,-12.67
MATMUL,uint32_t,2,64,64,64,32,147.023333,137.747443,-6.31
MATMUL,uint32_t,2,64,32,512,8,658.154667,598.668064,-9.04
MATMUL,uint32_t,2,64,64,64,16,151.988667,141.588585,-6.84
MATMUL,uint32_t,2,64,64,64,8,163.528667,149.018693,-8.87
MATMUL,uint32_t,2,64,32,512,4,772.491333,674.502614,-12.68
MATMUL,uint32_t,2,64,64,64,64,144.675000,135.853448,-6.10
MATMUL,uint32_t,2,64,64,128,64,289.278667,271.630972,-6.10
MATMUL,uint32_t,2,64,64,128,32,293.825000,275.419501,-6.26
MATMUL,uint32_t,2,64,64,128,16,303.812667,283.100850,-6.82
MATMUL,uint32_t,2,64,64,128,8,326.932000,297.961102,-8.86
MATMUL,uint32_t,2,64,64,128,4,383.628000,335.542230,-12.53
MATMUL,uint32_t,2,64,64,256,8,653.625667,595.845920,-8.84
MATMUL,uint32_t,2,64,64,256,16,607.553333,566.125380,-6.82
MATMUL,uint32_t,2,64,64,256,4,767.981333,671.008141,-12.63
MATMUL,uint32_t,2,64,64,256,64,578.531000,543.186021,-6.11
MATMUL,uint32_t,2,64,128,16,4,95.406333,83.724393,-12.24
MATMUL,uint32_t,2,64,64,256,32,587.673667,550.763617,-6.28
MATMUL,uint32_t,2,64,128,16,16,75.848333,70.675890,-6.82
MATMUL,uint32_t,2,64,128,16,8,81.516000,74.371104,-8.77
MATMUL,uint32_t,2,64,128,32,4,191.250000,167.372466,-12.48
MATMUL,uint32_t,2,64,128,32,16,151.594667,141.275460,-6.81
MATMUL,uint32_t,2,64,128,32,8,162.938000,148.665925,-8.76
MATMUL,uint32_t,2,64,128,32,32,146.711333,137.456015,-6.31
MATMUL,uint32_t,2,64,64,512,16,1215.141667,1132.174441,-6.83
MATMUL,uint32_t,2,64,128,64,8,325.748000,297.255566,-8.75
MATMUL,uint32_t,2,64,64,512,8,1307.281333,1191.615557,-8.85
MATMUL,uint32_t,2,64,128,64,4,381.555333,334.668612,-12.29
MATMUL,uint32_t,2,64,128,64,16,303.021333,282.474601,-6.78
MATMUL,uint32_t,2,64,64,512,4,1534.455333,1341.939963,-12.55
MATMUL,uint32_t,2,64,64,512,32,1175.155667,1101.451851,-6.27
MATMUL,uint32_t,2,64,128,64,32,293.309333,274.836701,-6.30
MATMUL,uint32_t,2,64,64,512,64,1156.995667,1086.296118,-6.11
MATMUL,uint32_t,2,64,128,64,64,288.798667,271.069729,-6.14
MATMUL,uint32_t,2,64,128,128,16,606.005000,564.872882,-6.79
MATMUL,uint32_t,2,64,128,128,8,651.304000,594.434848,-8.73
MATMUL,uint32_t,2,64,128,128,4,763.307333,669.260905,-12.32
MATMUL,uint32_t,2,64,128,128,32,586.643000,549.598046,-6.31
MATMUL,uint32_t,2,64,128,128,64,577.543333,542.063534,-6.14
MATMUL,uint32_t,2,64,128,128,128,572.651333,538.440472,-5.97
MATMUL,uint32_t,2,64,128,256,8,1302.583000,1188.793413,-8.74
MATMUL,uint32_t,2,64,128,256,4,1525.894667,1338.445490,-12.28
MATMUL,uint32_t,2,64,128,256,32,1173.030333,1099.120738,-6.30
MATMUL,uint32_t,2,64,128,256,16,1212.035667,1129.669444,-6.80
MATMUL,uint32_t,2,64,128,256,64,1154.967333,1084.051144,-6.14
MATMUL,uint32_t,2,64,128,256,128,1145.145333,1076.805423,-5.97
MATMUL,uint32_t,2,64,256,16,4,190.315667,167.154061,-12.17
MATMUL,uint32_t,2,64,256,16,8,162.632000,148.489541,-8.70
MATMUL,uint32_t,2,64,256,16,16,151.392000,141.118898,-6.79
MATMUL,uint32_t,2,64,256,32,4,381.218333,334.231803,-12.33
MATMUL,uint32_t,2,64,256,32,8,325.154667,296.902798,-8.69
MATMUL,uint32_t,2,64,256,32,16,302.658667,282.161476,-6.77
MATMUL,uint32_t,2,64,256,32,32,292.961333,274.545274,-6.29
MATMUL,uint32_t,2,64,128,512,8,2605.397667,2377.510542,-8.75
MATMUL,uint32_t,2,64,256,64,4,761.388667,668.387286,-12.21
MATMUL,uint32_t,2,64,256,64,8,650.210333,593.729312,-8.69
MATMUL,uint32_t,2,64,128,512,4,3054.139333,2676.814660,-12.35
MATMUL,uint32_t,2,64,128,512,16,2423.372667,2259.262569,-6.77
MATMUL,uint32_t,2,64,256,64,16,605.283000,564.246633,-6.78
MATMUL,uint32_t,2,64,128,512,32,2345.118667,2198.166127,-6.27
MATMUL,uint32_t,2,64,128,512,64,2309.864000,2168.026365,-6.14
MATMUL,uint32_t,2,64,128,512,128,2290.580667,2153.535324,-5.98
MATMUL,uint32_t,2,64,256,64,32,585.857667,549.015236,-6.29
MATMUL,uint32_t,2,64,256,64,64,577.017333,541.502290,-6.15
MATMUL,uint32_t,2,64,256,128,32,1171.602333,1097.955153,-6.29
MATMUL,uint32_t,2,64,256,128,8,1299.967333,1187.382341,-8.66
MATMUL,uint32_t,2,64,256,128,16,1210.211333,1128.416946,-6.76
MATMUL,uint32_t,2,64,256,128,128,1144.484667,1075.703983,-6.01
MATMUL,uint32_t,2,64,256,128,64,1153.977000,1082.928657,-6.16
MATMUL,uint32_t,2,64,256,128,4,1523.708333,1336.698253,-12.27
MATMUL,uint32_t,2,64,256,256,8,2600.093000,2374.688398,-8.67
MATMUL,uint32_t,2,64,256,256,4,3043.369333,2673.320187,-12.16
MATMUL,uint32_t,2,64,256,256,256,2279.371333,2144.577192,-5.91
MATMUL,uint32_t,2,64,256,256,128,2288.349667,2151.332444,-5.99
MATMUL,uint32_t,2,64,256,256,64,2307.853333,2165.781391,-6.16
MATMUL,uint32_t,2,64,256,256,32,2343.538333,2195.834990,-6.30
MATMUL,uint32_t,2,64,256,256,16,2420.926667,2256.757572,-6.78
MATMUL,uint32_t,2,64,512,16,4,380.222667,334.013398,-12.15
MATMUL,uint32_t,2,64,512,16,8,324.857333,296.726414,-8.66
MATMUL,uint32_t,2,64,512,16,16,302.457000,282.004914,-6.76
MATMUL,uint32_t,2,64,512,32,4,761.820667,667.950477,-12.32
MATMUL,uint32_t,2,64,512,32,8,649.615000,593.376544,-8.66
MATMUL,uint32_t,2,64,512,32,16,604.876000,563.933508,-6.77
MATMUL,uint32_t,2,64,256,512,4,6084.994000,5346.564054,-12.14
MATMUL,uint32_t,2,64,512,32,32,585.692667,548.723798,-6.31
MATMUL,uint32_t,2,64,256,512,8,5202.779000,4749.300512,-8.72
MATMUL,uint32_t,2,64,256,512,128,4576.517667,4302.589368,-5.99
MATMUL,uint32_t,2,64,256,512,16,4841.625333,4513.438825,-6.78
MATMUL,uint32_t,2,64,256,512,256,4559.132333,4289.076977,-5.92
MATMUL,uint32_t,2,64,256,512,64,4615.653000,4331.486858,-6.16
MATMUL,uint32_t,2,64,256,512,32,4684.934000,4391.594666,-6.26
MATMUL,uint32_t,2,64,512,64,4,1519.482333,1335.824635,-12.09
MATMUL,uint32_t,2,64,512,64,8,1298.920667,1186.676805,-8.64
MATMUL,uint32_t,2,64,512,64,64,1153.476667,1082.367414,-6.16
MATMUL,uint32_t,2,64,512,64,16,1209.448333,1127.790697,-6.75
MATMUL,uint32_t,2,64,512,64,32,1171.102333,1097.372288,-6.30
MATMUL,uint32_t,2,64,512,128,16,2418.842000,2255.505074,-6.75
MATMUL,uint32_t,2,64,512,128,8,2598.136667,2373.277326,-8.65
MATMUL,uint32_t,2,64,512,128,4,3043.829000,2671.572950,-12.23
MATMUL,uint32_t,2,64,512,128,32,2341.708667,2194.669260,-6.28
MATMUL,uint32_t,2,64,512,128,64,2306.877333,2164.658904,-6.16
MATMUL,uint32_t,2,64,512,128,128,2287.234333,2150.231004,-5.99
MATMUL,uint32_t,2,64,512,256,8,5197.249333,4746.478368,-8.67
MATMUL,uint32_t,2,64,512,256,4,6075.696000,5343.069581,-12.06
MATMUL,uint32_t,2,64,512,256,32,4684.792333,4389.263208,-6.31
MATMUL,uint32_t,2,64,512,256,16,4837.591000,4510.933828,-6.75
MATMUL,uint32_t,2,64,512,256,64,4613.618000,4329.241885,-6.16
MATMUL,uint32_t,2,64,512,256,128,4574.658000,4300.386488,-6.00
MATMUL,uint32_t,2,64,512,256,256,4557.861000,4286.892639,-5.95
MATMUL,uint32_t,2,128,16,16,4,24.763667,21.380603,-13.66
MATMUL,uint32_t,2,128,16,16,8,20.995333,18.968718,-9.65
MATMUL,uint32_t,2,128,16,16,16,19.417000,18.010253,-7.24
MATMUL,uint32_t,2,128,16,32,4,49.399333,42.674829,-13.61
MATMUL,uint32_t,2,128,16,32,8,41.844000,37.851095,-9.54
MATMUL,uint32_t,2,128,16,32,16,38.716667,35.934130,-7.19
MATMUL,uint32_t,2,128,16,64,4,98.696333,85.263282,-13.61
MATMUL,uint32_t,2,128,16,64,8,83.534667,75.615849,-9.48
MATMUL,uint32_t,2,128,16,64,16,77.276667,71.781883,-7.11
MATMUL,uint32_t,2,128,16,128,4,197.417333,170.440187,-13.67
MATMUL,uint32_t,2,128,16,128,8,166.965333,151.145358,-9.48
MATMUL,uint32_t,2,128,16,128,16,154.359667,143.477389,-7.05
MATMUL,uint32_t,2,128,16,256,4,394.519667,340.793997,-13.62
MATMUL,uint32_t,2,128,16,256,8,333.817000,302.204375,-9.47
MATMUL,uint32_t,2,128,16,256,16,308.647667,286.868402,-7.06
MATMUL,uint32_t,2,128,16,512,4,788.736667,681.501618,-13.60
MATMUL,uint32_t,2,128,16,512,8,667.288333,604.322409,-9.44
MATMUL,uint32_t,2,128,16,512,16,617.153667,573.650427,-7.05
MATMUL,uint32_t,2,128,32,16,4,48.411667,42.238020,-12.75
MATMUL,uint32_t,2,128,32,16,8,41.276333,37.498327,-9.15
MATMUL,uint32_t,2,128,32,16,16,38.283667,35.621005,-6.96
MATMUL,uint32_t,2,128,32,32,4,96.818000,84.389664,-12.84
MATMUL,uint32_t,2,128,32,32,8,82.400667,74.910313,-9.09
MATMUL,uint32_t,2,128,32,32,16,76.473000,71.155634,-6.95
MATMUL,uint32_t,2,128,32,32,32,73.885333,69.212896,-6.32
MATMUL,uint32_t,2,128,32,64,4,193.670333,168.692950,-12.90
MATMUL,uint32_t,2,128,32,64,8,164.686000,149.734286,-9.08
MATMUL,uint32_t,2,128,32,64,16,152.838333,142.224891,-6.94
MATMUL,uint32_t,2,128,32,64,32,147.632000,138.340297,-6.29
MATMUL,uint32_t,2,128,32,128,4,386.410000,337.299524,-12.71
MATMUL,uint32_t,2,128,32,128,8,329.122000,299.382231,-9.04
MATMUL,uint32_t,2,64,512,512,4,12169.906333,10686.062843,-12.19
MATMUL,uint32_t,2,128,32,128,16,305.456667,284.363405,-6.91
MATMUL,uint32_t,2,128,32,128,32,295.067333,276.595153,-6.26
MATMUL,uint32_t,2,64,512,512,64,9227.140333,8658.407846,-6.16
MATMUL,uint32_t,2,64,512,512,32,9367.835333,8778.451105,-6.29
MATMUL,uint32_t,2,128,32,256,8,658.144000,598.678121,-9.04
MATMUL,uint32_t,2,128,32,256,4,773.113333,674.512672,-12.75
MATMUL,uint32_t,2,64,512,512,8,10391.088667,9492.880453,-8.64
MATMUL,uint32_t,2,64,512,512,128,9150.334333,8600.697455,-6.01
MATMUL,uint32_t,2,64,512,512,256,9114.495000,8573.707871,-5.93
MATMUL,uint32_t,2,64,512,512,16,9677.220000,9021.791337,-6.77
MATMUL,uint32_t,2,128,64,16,4,95.981333,83.952854,-12.53
MATMUL,uint32_t,2,128,64,16,8,81.839333,74.557545,-8.90
MATMUL,uint32_t,2,128,64,16,16,76.054667,70.842509,-6.85
MATMUL,uint32_t,2,128,32,256,16,610.886000,568.640434,-6.92
MATMUL,uint32_t,2,128,64,32,4,191.896667,167.819332,-12.55
MATMUL,uint32_t,2,128,32,256,32,590.182333,553.104865,-6.28
MATMUL,uint32_t,2,128,64,32,8,163.561000,149.028750,-8.88
MATMUL,uint32_t,2,128,64,32,16,152.004333,141.598642,-6.85
MATMUL,uint32_t,2,128,64,32,32,147.017333,137.757526,-6.30
MATMUL,uint32_t,2,128,64,64,8,326.954000,297.971159,-8.86
MATMUL,uint32_t,2,128,64,64,4,384.373000,335.552288,-12.70
MATMUL,uint32_t,2,128,64,64,16,303.930333,283.110907,-6.85
MATMUL,uint32_t,2,128,64,64,32,294.008333,275.429558,-6.32
MATMUL,uint32_t,2,128,32,512,16,1221.641000,1137.194491,-6.91
MATMUL,uint32_t,2,128,32,512,32,1179.930000,1106.124289,-6.26
MATMUL,uint32_t,2,128,64,64,64,289.291333,271.641029,-6.10
MATMUL,uint32_t,2,128,32,512,8,1316.340333,1197.269902,-9.05
MATMUL,uint32_t,2,128,32,512,4,1544.531667,1348.938966,-12.66
MATMUL,uint32_t,2,128,64,128,16,607.712333,566.135437,-6.84
MATMUL,uint32_t,2,128,64,128,8,653.621000,595.855977,-8.84
MATMUL,uint32_t,2,128,64,128,4,767.488667,671.018198,-12.57
MATMUL,uint32_t,2,128,64,128,32,587.729667,550.773675,-6.29
MATMUL,uint32_t,2,128,64,128,64,578.524667,543.196078,-6.11
MATMUL,uint32_t,2,128,64,256,8,1307.285000,1191.625614,-8.85
MATMUL,uint32_t,2,128,64,256,16,1214.992667,1132.184498,-6.82
MATMUL,uint32_t,2,128,64,256,4,1534.484333,1341.950020,-12.55
MATMUL,uint32_t,2,128,64,256,64,1156.994667,1086.306175,-6.11
MATMUL,uint32_t,2,128,64,256,32,1175.496333,1101.461908,-6.30
MATMUL,uint32_t,2,128,128,16,4,190.824333,167.382523,-12.28
MATMUL,uint32_t,2,128,128,16,8,162.978000,148.675982,-8.78
MATMUL,uint32_t,2,128,128,16,16,151.646000,141.285517,-6.83
MATMUL,uint32_t,2,128,128,32,16,303.100000,282.484658,-6.80
MATMUL,uint32_t,2,128,128,32,4,381.745667,334.678669,-12.33
MATMUL,uint32_t,2,128,128,32,8,325.794667,297.265623,-8.76
MATMUL,uint32_t,2,128,128,32,32,293.393333,274.846759,-6.32
MATMUL,uint32_t,2,128,128,64,8,651.385000,594.444905,-8.74
MATMUL,uint32_t,2,128,128,64,4,763.092667,669.270962,-12.29
MATMUL,uint32_t,2,128,64,512,16,2429.852333,2264.282619,-6.81
MATMUL,uint32_t,2,128,64,512,8,2614.174667,2383.164887,-8.84
MATMUL,uint32_t,2,128,128,64,16,606.082333,564.882939,-6.80
MATMUL,uint32_t,2,128,64,512,4,3068.667000,2683.813664,-12.54
