operation,data_type,thread,iteration,buffer_size,measured,predicted,error_percent
ADD,uint32_t,2,32768,32,386.958667,379.577179,-1.91
ADD,uint32_t,4,256,16,1.835667,1.638675,-10.73
ADD,uint32_t,4,256,32,3.092333,3.036079,-1.82
ADD,uint32_t,4,256,64,5.815000,5.800910,-0.24
ADD,uint32_t,4,256,128,11.256667,11.352647,0.85
ADD,uint32_t,4,512,8,2.009667,1.816249,-9.62
ADD,uint32_t,4,256,256,22.151000,22.295427,0.65
ADD,uint32_t,4,512,16,3.400333,3.207189,-5.68
ADD,uint32_t,2,16384,128,715.606000,721.802068,0.87
ADD,uint32_t,4,512,32,6.116333,6.001277,-1.88
ADD,uint32_t,4,512,64,11.549000,11.529596,-0.17
ADD,uint32_t,4,1024,8,3.978000,3.562611,-10.44
ADD,uint32_t,4,512,128,22.440333,22.630214,0.85
ADD,uint32_t,4,1024,16,6.750667,6.344210,-6.02
ADD,uint32_t,4,512,256,44.233667,44.511498,0.63
ADD,uint32_t,4,1024,32,12.166000,11.931667,-1.93
ADD,uint32_t,4,1024,64,23.055667,22.986960,-0.30
ADD,uint32_t,4,2048,8,7.890667,7.055329,-10.59
ADD,uint32_t,4,1024,128,44.799000,45.185342,0.86
ADD,uint32_t,4,2048,16,13.452333,12.618252,-6.20
ADD,uint32_t,4,2048,32,24.270000,23.792446,-1.97
ADD,uint32_t,4,1024,256,88.398667,88.943633,0.62
ADD,uint32_t,4,2048,64,46.051000,45.901690,-0.32
ADD,uint32_t,4,4096,8,15.803667,14.040764,-11.16
ADD,uint32_t,2,32768,64,735.082333,733.324304,-0.24
ADD,uint32_t,4,2048,128,89.555667,90.295599,0.83
ADD,uint32_t,4,4096,16,26.806667,25.166337,-6.12
ADD,uint32_t,4,4096,32,48.480333,47.514005,-1.99
ADD,uint32_t,4,2048,256,176.630333,177.807904,0.67
ADD,uint32_t,4,4096,64,92.009667,91.731149,-0.30
ADD,uint32_t,4,8192,8,31.522000,28.011632,-11.14
ADD,uint32_t,4,8192,16,53.458000,50.262507,-5.98
ADD,uint32_t,4,4096,128,178.959333,180.516114,0.87
ADD,uint32_t,4,8192,32,96.890667,94.957124,-2.00
ADD,uint32_t,1,32768,256,2823.948667,2817.908426,-0.21
ADD,uint32_t,4,16384,8,62.963333,55.953377,-11.13
ADD,uint32_t,4,8192,64,183.983333,183.390066,-0.32
ADD,uint32_t,2,16384,256,1412.096333,1421.858454,0.69
ADD,uint32_t,4,4096,256,353.111000,355.536446,0.69
ADD,uint32_t,4,16384,16,106.874000,100.454846,-6.01
ADD,uint32_t,4,16384,32,193.714333,189.843361,-2.00
ADD,uint32_t,4,32768,8,125.890667,111.836860,-11.16
ADD,uint32_t,4,8192,128,357.849667,360.957142,0.87
ADD,uint32_t,2,32768,128,1431.066667,1443.535993,0.87
ADD,uint32_t,8,256,8,1.128000,1.094389,-2.98
ADD,uint32_t,8,256,16,1.755000,1.646169,-6.20
ADD,uint32_t,8,256,32,3.179000,3.044267,-4.24
ADD,uint32_t,4,16384,64,367.864333,366.707902,-0.31
ADD,uint32_t,8,256,64,5.834333,5.811576,-0.39
ADD,uint32_t,4,32768,16,213.937333,200.839524,-6.12
ADD,uint32_t,8,256,128,11.288333,11.369194,0.72
ADD,uint32_t,8,512,8,2.173000,2.115462,-2.65
ADD,uint32_t,8,512,16,3.448667,3.215342,-6.77
ADD,uint32_t,8,256,256,22.191000,22.316889,0.57
ADD,uint32_t,8,512,32,6.274667,6.010150,-4.22
ADD,uint32_t,8,512,64,11.604667,11.541127,-0.55
ADD,uint32_t,8,512,128,22.474000,22.648009,0.77
ADD,uint32_t,8,1024,8,4.292000,4.157450,-3.13
ADD,uint32_t,8,1024,16,6.849667,6.353691,-7.24
ADD,uint32_t,8,512,256,44.275667,44.532696,0.58
ADD,uint32_t,8,1024,32,12.492667,11.941918,-4.41
ADD,uint32_t,8,1024,64,23.134667,23.000230,-0.58
ADD,uint32_t,8,2048,8,8.531667,8.241095,-3.41
ADD,uint32_t,4,8192,256,706.155333,710.993529,0.69
ADD,uint32_t,4,32768,32,387.338000,379.615835,-1.99
ADD,uint32_t,8,2048,16,13.651333,12.630383,-7.48
ADD,uint32_t,8,1024,128,44.840667,45.205641,0.81
ADD,uint32_t,8,2048,32,24.936000,23.805448,-4.53
ADD,uint32_t,8,4096,8,17.008000,16.409080,-3.52
ADD,uint32_t,8,2048,64,46.164333,45.918430,-0.53
ADD,uint32_t,8,1024,256,88.449667,88.964312,0.58
ADD,uint32_t,8,4096,16,27.233667,25.183767,-7.53
ADD,uint32_t,4,16384,128,715.653667,721.839199,0.86
ADD,uint32_t,8,2048,128,89.648333,90.320900,0.75
ADD,uint32_t,8,4096,32,49.819000,47.532508,-4.59
ADD,uint32_t,8,8192,8,33.969333,32.746256,-3.60
ADD,uint32_t,8,4096,64,92.231000,91.754831,-0.52
ADD,uint32_t,8,8192,16,54.395000,50.290536,-7.55
ADD,uint32_t,8,2048,256,176.728667,177.827538,0.62
ADD,uint32_t,8,8192,32,99.536333,94.986627,-4.57
ADD,uint32_t,4,32768,64,735.470667,733.343573,-0.29
ADD,uint32_t,8,4096,128,179.070667,180.551417,0.83
ADD,uint32_t,8,16384,8,67.879000,65.420607,-3.62
ADD,uint32_t,8,16384,16,108.768333,100.504073,-7.60
ADD,uint32_t,8,8192,64,184.409667,183.427633,-0.53
ADD,uint32_t,8,32768,8,135.699000,130.769309,-3.63
ADD,uint32_t,8,16384,32,198.982000,189.894867,-4.57
ADD,uint32_t,8,4096,256,353.274667,355.553992,0.65
ADD,uint32_t,16,256,8,1.952333,2.115708,8.37
ADD,uint32_t,16,256,16,2.599333,2.487090,-4.32
ADD,uint32_t,16,256,32,4.167333,4.235917,1.65
ADD,uint32_t,16,256,64,7.915667,7.634437,-3.55
ADD,uint32_t,16,512,8,3.842333,4.152005,8.06
ADD,uint32_t,16,256,128,15.428000,15.080845,-2.25
ADD,uint32_t,16,512,16,5.115000,4.889570,-4.41
ADD,uint32_t,16,256,256,30.470667,29.730240,-2.43
ADD,uint32_t,16,512,32,8.260667,8.376702,1.40
ADD,uint32_t,8,8192,128,358.013000,361.012451,0.84
ADD,uint32_t,8,32768,16,217.322333,200.931149,-7.54
ADD,uint32_t,16,512,64,15.745333,15.147640,-3.80
ADD,uint32_t,16,1024,8,7.602333,8.224599,8.19
ADD,uint32_t,16,1024,16,10.157333,9.694529,-4.56
ADD,uint32_t,16,512,128,30.764000,30.008450,-2.46
ADD,uint32_t,16,1024,32,16.442000,16.658271,1.32
ADD,uint32_t,16,2048,8,15.148000,16.368796,8.06
ADD,uint32_t,16,1024,64,31.411333,30.174044,-3.94
ADD,uint32_t,8,16384,64,368.649000,366.773236,-0.51
ADD,uint32_t,16,2048,16,20.253333,19.303540,-4.69
ADD,uint32_t,16,512,256,60.836000,59.143286,-2.78
ADD,uint32_t,16,1024,128,61.437000,59.863660,-2.56
ADD,uint32_t,16,2048,32,32.787667,33.220358,1.32
ADD,uint32_t,16,4096,8,30.216000,32.658511,8.08
ADD,uint32_t,16,2048,64,62.734667,60.226856,-4.00
ADD,uint32_t,8,32768,32,397.874333,379.711346,-4.57
ADD,uint32_t,16,4096,16,40.441667,38.521350,-4.75
ADD,uint32_t,16,1024,256,121.531000,117.969379,-2.93
ADD,uint32_t,16,4096,32,65.518000,66.342416,1.26
ADD,uint32_t,16,2048,128,122.772667,119.574082,-2.61
