data_type,thread,iteration,buffer_size,measured,predicted,error_percent
uint32_t,4,8192,64,105.342333,106.258032,0.87
uint32_t,8,256,8,0.928000,0.996025,7.33
uint32_t,8,256,16,1.187333,1.127027,-5.08
uint32_t,8,256,32,1.958333,1.868014,-4.61
uint32_t,4,4096,256,198.255333,206.623791,4.22
uint32_t,8,256,64,3.373000,3.395730,0.67
uint32_t,8,256,128,6.442000,6.535304,1.45
uint32_t,8,512,8,1.824667,1.925349,5.52
uint32_t,8,512,16,2.309667,2.184205,-5.43
uint32_t,4,16384,32,114.965333,112.900610,-1.80
uint32_t,8,512,32,3.838667,3.663040,-4.58
uint32_t,8,256,256,12.499333,12.995028,3.97
uint32_t,8,512,64,6.673000,6.715399,0.64
uint32_t,8,1024,8,3.568333,3.783360,6.03
uint32_t,8,512,128,12.761000,12.987479,1.77
uint32_t,8,1024,16,4.567000,4.298484,-5.88
uint32_t,8,1024,32,7.625333,7.253160,-4.88
uint32_t,4,8192,128,202.371667,206.490859,2.04
uint32_t,8,512,256,24.891667,25.905660,4.07
uint32_t,8,1024,64,13.268667,13.354739,0.65
uint32_t,8,2048,8,7.085667,7.499531,5.84
uint32_t,8,2048,16,9.063000,8.526880,-5.92
uint32_t,8,2048,32,15.204000,14.432754,-5.07
uint32_t,8,1024,128,25.418000,25.891832,1.86
uint32_t,4,16384,64,210.563333,212.446361,0.89
uint32_t,8,4096,8,14.123000,14.934122,5.74
uint32_t,8,2048,64,26.476333,26.633415,0.59
uint32_t,8,1024,256,49.656000,51.726302,4.17
uint32_t,8,4096,16,18.069333,16.983672,-6.01
uint32_t,8,4096,32,30.339667,28.795366,-5.09
uint32_t,8,2048,128,50.752000,51.700532,1.87
uint32_t,8,8192,8,28.183000,29.803305,5.75
uint32_t,8,4096,64,52.885333,53.190768,0.58
uint32_t,8,8192,16,36.070333,33.897256,-6.02
uint32_t,8,2048,256,99.229000,103.367514,4.17
uint32_t,8,8192,32,60.569000,57.520847,-5.03
uint32_t,8,16384,8,56.256333,59.541669,5.84
uint32_t,8,4096,128,101.396333,103.317931,1.90
uint32_t,16,256,8,1.770000,1.924792,8.75
uint32_t,16,256,16,2.168333,2.169206,0.04
uint32_t,8,16384,16,72.092333,67.726245,-6.06
uint32_t,16,256,32,2.956667,3.191182,7.93
uint32_t,16,256,64,4.644000,4.634173,-0.21
uint32_t,16,256,128,8.618000,8.423510,-2.26
uint32_t,8,8192,64,105.692667,106.305472,0.58
uint32_t,16,512,8,3.457667,3.783440,9.42
uint32_t,16,512,16,4.264333,4.271975,0.18
uint32_t,16,512,32,5.824667,6.313739,8.40
uint32_t,16,512,64,9.133667,9.191792,0.64
uint32_t,16,1024,8,6.858333,7.500736,9.37
uint32_t,16,256,256,16.895333,16.766838,-0.76
uint32_t,16,1024,16,8.454667,8.477514,0.27
uint32_t,8,16384,32,121.173000,114.971808,-5.12
uint32_t,16,1024,32,11.543667,12.558851,8.79
uint32_t,16,512,128,17.143333,16.691481,-2.64
uint32_t,16,2048,8,13.613333,14.934079,9.70
uint32_t,16,1024,64,18.214000,18.307031,0.51
uint32_t,16,512,256,33.672000,33.405759,-0.79
uint32_t,16,2048,16,16.834333,16.886661,0.31
uint32_t,16,2048,32,23.013667,25.046755,8.83
uint32_t,16,1024,128,34.187333,33.227423,-2.81
uint32_t,16,4096,8,27.169667,29.801840,9.69
uint32_t,16,2048,64,36.299000,36.535364,0.65
uint32_t,16,4096,16,33.563667,33.707489,0.43
uint32_t,16,1024,256,67.230333,66.683600,-0.81
uint32_t,16,4096,32,45.934667,50.023869,8.90
uint32_t,16,8192,8,54.251333,59.540205,9.75
uint32_t,16,2048,128,68.286333,66.299311,-2.91
