data_type,thread,iteration,buffer_size,measured,predicted,error_percent
uint64_t,8,256,64,5.058000,5.245197,3.70
uint64_t,8,512,8,2.256667,2.170647,-3.81
uint64_t,8,256,128,9.430000,10.420420,10.50
uint64_t,8,512,16,3.181333,3.256148,2.35
uint64_t,4,8192,64,153.664333,165.295813,7.57
uint64_t,8,512,32,5.409333,5.428205,0.35
uint64_t,8,256,256,18.555000,20.337321,9.61
uint64_t,8,512,64,10.043667,10.410150,3.65
uint64_t,8,1024,8,4.462000,4.272984,-4.24
uint64_t,8,1024,16,6.298667,6.441322,2.26
uint64_t,8,1024,32,10.750333,10.779649,0.27
uint64_t,8,512,128,18.732333,20.756395,10.81
uint64_t,4,16384,32,161.435000,171.252969,6.08
uint64_t,8,2048,8,8.856000,8.476782,-4.28
uint64_t,8,1024,64,20.040000,20.739538,3.49
uint64_t,8,512,256,36.946667,40.546529,9.74
uint64_t,8,2048,16,12.534667,12.811255,2.21
uint64_t,8,2048,32,21.422000,21.482011,0.28
uint64_t,8,1024,128,37.354667,41.427724,10.90
uint64_t,8,4096,8,17.659667,16.887608,-4.37
uint64_t,8,4096,16,24.995667,25.551119,2.22
uint64_t,8,2048,64,40.032333,41.397265,3.41
uint64_t,8,1024,256,73.713667,80.964947,9.84
uint64_t,8,4096,32,42.793000,42.886733,0.22
uint64_t,8,8192,8,35.246000,33.709763,-4.36
uint64_t,8,2048,128,74.592333,82.770309,10.96
uint64_t,8,8192,16,49.912667,51.032005,2.24
uint64_t,8,4096,64,79.926333,82.712719,3.49
uint64_t,16,256,8,2.296667,2.168917,-5.56
uint64_t,16,256,16,3.093333,3.189333,3.10
uint64_t,16,256,32,4.738333,4.627957,-2.33
uint64_t,8,8192,32,85.538667,85.699683,0.19
uint64_t,8,16384,8,70.409000,67.354073,-4.34
uint64_t,16,512,8,4.490000,4.271686,-4.86
uint64_t,16,256,64,8.006000,7.853193,-1.91
uint64_t,16,512,16,6.105667,6.311890,3.38
uint64_t,16,256,128,14.595667,12.999166,-10.94
uint64_t,16,512,32,9.391667,9.185576,-2.19
uint64_t,16,1024,8,8.904333,8.477225,-4.80
uint64_t,16,512,64,15.876667,15.627635,-1.57
uint64_t,16,1024,16,12.118667,12.557002,3.62
uint64_t,8,16384,16,99.756667,101.998035,2.25
uint64_t,16,1024,32,18.699667,18.300815,-2.13
uint64_t,16,512,128,29.085667,25.919524,-10.89
uint64_t,16,2048,8,17.735000,16.886757,-4.78
uint64_t,16,2048,16,24.163333,25.044106,3.65
uint64_t,16,1024,64,31.759667,31.176519,-1.84
uint64_t,16,2048,32,37.302333,36.527870,-2.08
uint64_t,16,4096,8,35.395333,33.707094,-4.77
uint64_t,16,1024,128,58.049667,51.760242,-10.83
uint64_t,16,4096,16,48.221000,50.022881,3.74
uint64_t,16,2048,64,63.340667,62.269915,-1.69
uint64_t,16,8192,8,70.679333,67.350834,-4.71
uint64_t,16,4096,32,74.531333,72.983428,-2.08
uint64_t,16,8192,16,96.358667,99.983782,3.76
uint64_t,16,16384,8,141.291000,134.639454,-4.71
