operation,data_type,thread,iteration,vec_length,buffer_size,measured,predicted,error_percent
MATVEC,uint32_t,1,2048,2048,128,1927.813667,1913.081749,-0.76
MATVEC,uint32_t,1,2048,2048,256,1915.036667,1906.359628,-0.45
MATVEC,uint32_t,1,2048,4096,8,4716.748333,4284.099330,-9.17
MATVEC,uint32_t,1,2048,4096,16,4252.157667,4062.100812,-4.47
MATVEC,uint32_t,1,2048,4096,32,4047.721333,3923.389186,-3.07
MATVEC,uint32_t,1,2048,4096,64,3911.986333,3858.302576,-1.37
MATVEC,uint32_t,1,2048,4096,128,3850.579667,3825.646924,-0.65
MATVEC,uint32_t,1,2048,4096,256,3827.236000,3812.202681,-0.39
MATVEC,uint32_t,1,4096,16,8,40.095333,34.432624,-14.12
MATVEC,uint32_t,1,4096,16,16,36.613667,32.698261,-10.69
MATVEC,uint32_t,1,4096,32,8,77.219333,67.898114,-12.07
MATVEC,uint32_t,1,4096,32,16,69.790333,64.429388,-7.68
MATVEC,uint32_t,1,4096,32,32,66.227667,62.262018,-5.99
MATVEC,uint32_t,1,4096,64,8,150.872000,134.829095,-10.63
MATVEC,uint32_t,1,4096,64,16,136.193333,127.891641,-6.10
MATVEC,uint32_t,1,4096,64,32,129.055667,123.556903,-4.26
MATVEC,uint32_t,1,4096,64,64,125.602333,121.522946,-3.25
MATVEC,uint32_t,1,4096,128,8,298.221333,268.691056,-9.90
MATVEC,uint32_t,1,4096,128,16,269.112000,254.816149,-5.31
MATVEC,uint32_t,1,4096,128,32,256.287667,246.146672,-3.96
MATVEC,uint32_t,1,4096,128,64,248.267000,242.078759,-2.49
MATVEC,uint32_t,1,4096,128,128,244.192667,240.037781,-1.70
MATVEC,uint32_t,1,4096,256,8,592.740000,536.414978,-9.50
MATVEC,uint32_t,1,4096,256,16,534.679333,508.665164,-4.87
MATVEC,uint32_t,1,4096,256,32,508.893000,491.326210,-3.45
MATVEC,uint32_t,1,4096,256,64,491.712000,483.190384,-1.73
MATVEC,uint32_t,1,4096,256,128,484.530333,479.108428,-1.12
MATVEC,uint32_t,1,4096,256,256,480.608333,477.427897,-0.66
MATVEC,uint32_t,1,4096,512,8,1177.890333,1071.862823,-9.00
MATVEC,uint32_t,1,4096,512,16,1066.025667,1016.363193,-4.66
MATVEC,uint32_t,1,4096,512,32,1015.957667,981.685287,-3.37
MATVEC,uint32_t,1,4096,512,64,981.860667,965.413634,-1.68
MATVEC,uint32_t,1,4096,512,128,966.506000,957.249721,-0.96
MATVEC,uint32_t,1,4096,512,256,978.521667,953.888661,-2.52
MATVEC,uint32_t,1,4096,1024,8,2363.119000,2142.758512,-9.32
MATVEC,uint32_t,1,4096,1024,16,2128.772000,2031.759253,-4.56
MATVEC,uint32_t,1,4096,1024,32,2026.452667,1962.403440,-3.16
MATVEC,uint32_t,1,4096,1024,64,1959.708333,1929.860135,-1.52
MATVEC,uint32_t,1,4096,1024,128,1929.674000,1913.532309,-0.84
MATVEC,uint32_t,1,4096,1024,256,1916.429333,1906.810188,-0.50
MATVEC,uint32_t,1,4096,2048,8,4718.191333,4284.549890,-9.19
MATVEC,uint32_t,1,4096,2048,16,4253.851667,4062.551372,-4.50
MATVEC,uint32_t,1,4096,2048,32,4049.106333,3923.839746,-3.09
MATVEC,uint32_t,1,4096,2048,64,3915.156000,3858.753136,-1.44
MATVEC,uint32_t,1,4096,2048,128,3854.028333,3826.097484,-0.72
MATVEC,uint32_t,1,4096,2048,256,3828.555333,3812.653241,-0.42
MATVEC,uint32_t,1,8192,16,8,80.189333,68.799234,-14.20
MATVEC,uint32_t,1,8192,16,16,73.204000,65.330508,-10.76
MATVEC,uint32_t,1,8192,32,8,154.314667,135.730215,-12.04
MATVEC,uint32_t,1,8192,32,16,139.524333,128.792761,-7.69
MATVEC,uint32_t,1,8192,32,32,132.453667,124.458023,-6.04
MATVEC,uint32_t,1,8192,64,8,302.744333,269.592176,-10.95
MATVEC,uint32_t,1,8192,64,16,272.348333,255.717269,-6.11
MATVEC,uint32_t,1,8192,64,32,258.036333,247.047792,-4.26
MATVEC,uint32_t,1,8192,64,64,251.079333,242.979879,-3.23
MATVEC,uint32_t,1,8192,128,8,596.006000,537.316098,-9.85
MATVEC,uint32_t,1,8192,128,16,539.235000,509.566284,-5.50
MATVEC,uint32_t,1,8192,128,32,512.525000,492.227330,-3.96
MATVEC,uint32_t,1,8192,128,64,496.354667,484.091504,-2.47
MATVEC,uint32_t,1,8192,128,128,488.197000,480.009548,-1.68
MATVEC,uint32_t,1,8192,256,8,1184.816000,1072.763943,-9.46
MATVEC,uint32_t,1,8192,256,16,1068.934333,1017.264313,-4.83
MATVEC,uint32_t,1,8192,256,32,1021.185667,982.586407,-3.78
MATVEC,uint32_t,1,8192,256,64,984.421667,966.314754,-1.84
MATVEC,uint32_t,1,8192,256,128,969.807333,958.150841,-1.20
MATVEC,uint32_t,1,8192,256,256,962.350333,954.789781,-0.79
MATVEC,uint32_t,1,8192,512,8,2363.036667,2143.659632,-9.28
MATVEC,uint32_t,1,8192,512,16,2130.861333,2032.660373,-4.61
MATVEC,uint32_t,1,8192,512,32,2029.453667,1963.304560,-3.26
MATVEC,uint32_t,1,8192,512,64,1962.679667,1930.761255,-1.63
MATVEC,uint32_t,1,8192,512,128,1932.545000,1914.433429,-0.94
MATVEC,uint32_t,1,8192,512,256,1920.127000,1907.711308,-0.65
MATVEC,uint32_t,1,8192,1024,8,4719.044000,4285.451010,-9.19
MATVEC,uint32_t,1,8192,1024,16,4255.605000,4063.452492,-4.52
MATVEC,uint32_t,1,8192,1024,32,4050.894000,3924.740866,-3.11
MATVEC,uint32_t,1,8192,1024,64,3917.754667,3859.654256,-1.48
MATVEC,uint32_t,1,8192,1024,128,3858.602333,3826.998604,-0.82
MATVEC,uint32_t,1,8192,1024,256,3832.408000,3813.554361,-0.49
MATVEC,uint32_t,2,16,16,8,0.225333,0.200625,-10.96
MATVEC,uint32_t,2,16,16,16,0.204333,0.195559,-4.29
MATVEC,uint32_t,2,16,32,8,0.364000,0.331350,-8.97
MATVEC,uint32_t,2,16,32,16,0.337000,0.321368,-4.64
MATVEC,uint32_t,2,16,32,32,0.328333,0.314353,-4.26
MATVEC,uint32_t,2,16,64,8,0.652000,0.592799,-9.08
MATVEC,uint32_t,2,16,64,16,0.582556,0.572985,-1.64
MATVEC,uint32_t,2,16,64,32,0.564333,0.558835,-0.97
MATVEC,uint32_t,2,16,64,64,0.553333,0.548300,-0.91
MATVEC,uint32_t,2,16,128,8,1.224000,1.115697,-8.85
MATVEC,uint32_t,2,16,128,16,1.111667,1.076219,-3.19
MATVEC,uint32_t,2,16,128,32,1.069000,1.047800,-1.98
MATVEC,uint32_t,2,16,128,64,1.039667,1.026560,-1.26
MATVEC,uint32_t,2,16,128,128,1.019000,1.018054,-0.09
MATVEC,uint32_t,2,16,256,8,2.370667,2.161494,-8.82
MATVEC,uint32_t,2,16,256,16,2.155000,2.082686,-3.36
MATVEC,uint32_t,2,16,256,32,2.067000,2.025729,-2.00
MATVEC,uint32_t,2,16,256,64,1.993000,1.983081,-0.50
MATVEC,uint32_t,2,16,256,128,1.990667,1.965674,-1.26
MATVEC,uint32_t,2,16,256,256,1.943000,1.946574,0.18
MATVEC,uint32_t,2,16,512,8,4.682333,4.253087,-9.17
MATVEC,uint32_t,2,16,512,16,4.221000,4.095622,-2.97
MATVEC,uint32_t,2,16,512,32,4.026667,3.981587,-1.12
MATVEC,uint32_t,2,16,512,64,3.903000,3.896124,-0.18
MATVEC,uint32_t,2,16,512,128,3.885333,3.860915,-0.63
MATVEC,uint32_t,2,16,512,256,3.807000,3.822282,0.40
MATVEC,uint32_t,2,16,1024,8,9.276333,8.436273,-9.06
MATVEC,uint32_t,2,16,1024,16,8.386000,8.121492,-3.15
MATVEC,uint32_t,2,16,1024,32,8.247333,7.893304,-4.29
MATVEC,uint32_t,2,16,1024,64,7.714000,7.722208,0.11
MATVEC,uint32_t,2,16,1024,128,7.621333,7.651398,0.39
MATVEC,uint32_t,2,16,1024,256,7.554667,7.573696,0.25
MATVEC,uint32_t,2,16,2048,8,18.494000,16.802646,-9.15
MATVEC,uint32_t,2,16,2048,16,16.699000,16.173234,-3.15
MATVEC,uint32_t,2,16,2048,32,17.115667,15.716737,-8.17
MATVEC,uint32_t,2,16,2048,64,15.374000,15.374377,0.00
MATVEC,uint32_t,2,16,2048,128,15.133333,15.232362,0.65
MATVEC,uint32_t,2,16,2048,256,15.033000,15.076526,0.29
MATVEC,uint32_t,2,16,4096,8,36.922667,33.535391,-9.17
MATVEC,uint32_t,2,16,4096,16,33.319333,32.276716,-3.13
MATVEC,uint32_t,2,16,4096,32,32.787000,31.363603,-4.34
MATVEC,uint32_t,2,16,4096,64,30.660667,30.678716,0.06
MATVEC,uint32_t,2,16,4096,128,30.554333,30.394291,-0.52
MATVEC,uint32_t,2,16,4096,256,29.997000,30.082186,0.28
MATVEC,uint32_t,2,16,8192,8,73.797667,67.000881,-9.21
MATVEC,uint32_t,2,16,8192,16,66.515667,64.483681,-3.05
MATVEC,uint32_t,2,16,8192,32,63.659667,62.657336,-1.57
MATVEC,uint32_t,2,16,8192,64,61.237000,61.287392,0.08
MATVEC,uint32_t,2,16,8192,128,60.275667,60.718150,0.73
MATVEC,uint32_t,2,16,8192,256,59.891667,60.093504,0.34
MATVEC,uint32_t,2,32,16,8,0.374333,0.334870,-10.54
MATVEC,uint32_t,2,32,16,16,0.344333,0.324888,-5.65
MATVEC,uint32_t,2,32,32,8,0.663000,0.596319,-10.06
MATVEC,uint32_t,2,32,32,16,0.606111,0.576505,-4.88
MATVEC,uint32_t,2,32,32,32,0.572000,0.562355,-1.69
MATVEC,uint32_t,2,32,64,8,1.237111,1.119217,-9.53
MATVEC,uint32_t,2,32,64,16,1.124111,1.079739,-3.95
MATVEC,uint32_t,2,32,64,32,1.076000,1.051320,-2.29
MATVEC,uint32_t,2,32,64,64,1.030000,1.030080,0.01
MATVEC,uint32_t,2,32,128,8,2.394000,2.165014,-9.57
MATVEC,uint32_t,2,32,128,16,2.180333,2.086206,-4.32
MATVEC,uint32_t,2,32,128,32,2.064445,2.029249,-1.70
MATVEC,uint32_t,2,32,128,64,2.017667,1.986601,-1.54
MATVEC,uint32_t,2,32,128,128,1.972667,1.969194,-0.18
MATVEC,uint32_t,2,32,256,8,4.723333,4.256607,-9.88
MATVEC,uint32_t,2,32,256,16,4.428000,4.099142,-7.43
MATVEC,uint32_t,2,32,256,32,4.059333,3.985107,-1.83
MATVEC,uint32_t,2,32,256,64,3.901000,3.899644,-0.03
MATVEC,uint32_t,2,32,256,128,3.868000,3.864435,-0.09
MATVEC,uint32_t,2,32,256,256,3.835000,3.825802,-0.24
MATVEC,uint32_t,2,32,512,8,9.307000,8.439793,-9.32
MATVEC,uint32_t,2,32,512,16,8.400000,8.125012,-3.27
MATVEC,uint32_t,2,32,512,32,8.029556,7.896824,-1.65
MATVEC,uint32_t,2,32,512,64,7.720000,7.725728,0.07
MATVEC,uint32_t,2,32,512,128,7.611111,7.654918,0.58
MATVEC,uint32_t,2,32,512,256,7.560889,7.577216,0.22
MATVEC,uint32_t,2,32,1024,8,18.512667,16.806166,-9.22
MATVEC,uint32_t,2,32,1024,16,16.688333,16.176754,-3.07
MATVEC,uint32_t,2,32,1024,32,15.968667,15.720257,-1.56
MATVEC,uint32_t,2,32,1024,64,15.370667,15.377897,0.05
MATVEC,uint32_t,2,32,1024,128,15.163667,15.235882,0.48
MATVEC,uint32_t,2,32,1024,256,15.352667,15.080046,-1.78
MATVEC,uint32_t,2,32,2048,8,36.945000,33.538911,-9.22
MATVEC,uint32_t,2,32,2048,16,33.323333,32.280236,-3.13
MATVEC,uint32_t,2,32,2048,32,33.014667,31.367123,-4.99
MATVEC,uint32_t,2,32,2048,64,30.656000,30.682236,0.09
MATVEC,uint32_t,2,32,2048,128,30.191333,30.397811,0.68
MATVEC,uint32_t,2,32,2048,256,30.005333,30.085706,0.27
MATVEC,uint32_t,2,32,4096,8,73.767000,67.004401,-9.17
MATVEC,uint32_t,2,32,4096,16,66.520667,64.487201,-3.06
MATVEC,uint32_t,2,32,4096,32,63.619667,62.660856,-1.51
MATVEC,uint32_t,2,32,4096,64,61.238333,61.290912,0.09
MATVEC,uint32_t,2,32,4096,128,60.306667,60.721670,0.69
MATVEC,uint32_t,2,32,4096,256,59.910000,60.097024,0.31
MATVEC,uint32_t,2,32,8192,8,147.489667,133.935382,-9.19
MATVEC,uint32_t,2,32,8192,16,132.930333,128.901131,-3.03
MATVEC,uint32_t,2,32,8192,32,127.020333,125.248321,-1.40
MATVEC,uint32_t,2,32,8192,64,122.362000,122.508265,0.12
MATVEC,uint32_t,2,32,8192,128,120.477000,121.369386,0.74
MATVEC,uint32_t,2,32,8192,256,119.673333,120.119662,0.37
MATVEC,uint32_t,2,64,16,8,0.681444,0.603359,-11.46
MATVEC,uint32_t,2,64,16,16,0.701333,0.583545,-16.79
MATVEC,uint32_t,2,64,32,8,1.257333,1.126257,-10.42
MATVEC,uint32_t,2,64,32,16,1.161000,1.086779,-6.39
MATVEC,uint32_t,2,64,32,32,1.095000,1.058360,-3.35
MATVEC,uint32_t,2,64,64,8,2.423333,2.172054,-10.37
MATVEC,uint32_t,2,64,64,16,2.188667,2.093246,-4.36
MATVEC,uint32_t,2,64,64,32,2.077333,2.036289,-1.98
MATVEC,uint32_t,2,64,64,64,2.040333,1.993641,-2.29
MATVEC,uint32_t,2,64,128,8,4.717333,4.263647,-9.62
MATVEC,uint32_t,2,64,128,16,4.284667,4.106182,-4.17
MATVEC,uint32_t,2,64,128,32,4.075333,3.992147,-2.04
MATVEC,uint32_t,2,64,128,64,3.945667,3.906684,-0.99
MATVEC,uint32_t,2,64,128,128,3.885667,3.871475,-0.37
MATVEC,uint32_t,2,64,256,8,9.322333,8.446833,-9.39
MATVEC,uint32_t,2,64,256,16,8.414222,8.132052,-3.35
MATVEC,uint32_t,2,64,256,32,8.085000,7.903864,-2.24
MATVEC,uint32_t,2,64,256,64,7.756333,7.732768,-0.30
MATVEC,uint32_t,2,64,256,128,7.639333,7.661958,0.30
MATVEC,uint32_t,2,64,256,256,8.177000,7.584256,-7.25
MATVEC,uint32_t,2,64,512,8,18.551333,16.813206,-9.37
MATVEC,uint32_t,2,64,512,16,16.725000,16.183794,-3.24
MATVEC,uint32_t,2,64,512,32,15.932667,15.727297,-1.29
MATVEC,uint32_t,2,64,512,64,15.418000,15.384937,-0.21
MATVEC,uint32_t,2,64,512,128,15.193000,15.242922,0.33
MATVEC,uint32_t,2,64,512,256,15.116000,15.087086,-0.19
MATVEC,uint32_t,2,64,1024,8,36.990000,33.545951,-9.31
MATVEC,uint32_t,2,64,1024,16,33.350333,32.287276,-3.19
MATVEC,uint32_t,2,64,1024,32,31.847333,31.374163,-1.49
MATVEC,uint32_t,2,64,1024,64,30.721333,30.689276,-0.10
MATVEC,uint32_t,2,64,1024,128,30.251667,30.404851,0.51
MATVEC,uint32_t,2,64,1024,256,30.033000,30.092746,0.20
MATVEC,uint32_t,2,64,2048,8,73.846667,67.011441,-9.26
MATVEC,uint32_t,2,64,2048,16,66.560667,64.494241,-3.10
MATVEC,uint32_t,2,64,2048,32,63.645667,62.667896,-1.54
MATVEC,uint32_t,2,64,2048,64,61.279667,61.297952,0.03
MATVEC,uint32_t,2,64,2048,128,60.334667,60.728710,0.65
MATVEC,uint32_t,2,64,2048,256,59.929000,60.104064,0.29
MATVEC,uint32_t,2,64,4096,8,147.525000,133.942422,-9.21
MATVEC,uint32_t,2,64,4096,16,132.970667,128.908171,-3.06
MATVEC,uint32_t,2,64,4096,32,127.248333,125.255361,-1.57
MATVEC,uint32_t,2,64,4096,64,122.387333,122.515305,0.10
MATVEC,uint32_t,2,64,4096,128,120.534333,121.376426,0.70
MATVEC,uint32_t,2,64,4096,256,119.723667,120.126702,0.34
MATVEC,uint32_t,2,64,8192,8,294.843667,267.804383,-9.17
MATVEC,uint32_t,2,64,8192,16,265.753667,257.736031,-3.02
MATVEC,uint32_t,2,64,8192,32,253.493000,250.430291,-1.21
MATVEC,uint32_t,2,64,8192,64,244.628000,244.950012,0.13
MATVEC,uint32_t,2,64,8192,128,240.823333,242.671859,0.77
MATVEC,uint32_t,2,64,8192,256,239.250667,240.171978,0.39
MATVEC,uint32_t,2,128,16,8,1.320333,1.140337,-13.63
MATVEC,uint32_t,2,128,16,16,1.220667,1.100859,-9.81
MATVEC,uint32_t,2,128,32,8,2.503000,2.186134,-12.66
MATVEC,uint32_t,2,128,32,16,2.254667,2.107326,-6.53
MATVEC,uint32_t,2,128,32,32,2.145000,2.050369,-4.41
MATVEC,uint32_t,2,128,64,8,4.809000,4.277727,-11.05
MATVEC,uint32_t,2,128,64,16,4.335667,4.120262,-4.97
MATVEC,uint32_t,2,128,64,32,4.109333,4.006227,-2.51
MATVEC,uint32_t,2,128,64,64,4.006667,3.920764,-2.14
MATVEC,uint32_t,2,128,128,8,9.398000,8.460913,-9.97
MATVEC,uint32_t,2,128,128,16,9.041000,8.146132,-9.90
MATVEC,uint32_t,2,128,128,32,8.111667,7.917944,-2.39
MATVEC,uint32_t,2,128,128,64,7.853667,7.746848,-1.36
MATVEC,uint32_t,2,128,128,128,7.724667,7.676038,-0.63
MATVEC,uint32_t,2,128,256,8,18.612333,16.827286,-9.59
MATVEC,uint32_t,2,128,256,16,16.803333,16.197874,-3.60
MATVEC,uint32_t,2,128,256,32,16.100667,15.741377,-2.23
MATVEC,uint32_t,2,128,256,64,15.470333,15.399017,-0.46
MATVEC,uint32_t,2,128,256,128,15.269667,15.257002,-0.08
MATVEC,uint32_t,2,128,256,256,15.144667,15.101166,-0.29
MATVEC,uint32_t,2,128,512,8,37.082333,33.560031,-9.50
MATVEC,uint32_t,2,128,512,16,33.404667,32.301356,-3.30
MATVEC,uint32_t,2,128,512,32,31.859333,31.388243,-1.48
MATVEC,uint32_t,2,128,512,64,30.772667,30.703356,-0.23
MATVEC,uint32_t,2,128,512,128,30.383667,30.418931,0.12
MATVEC,uint32_t,2,128,512,256,30.132333,30.106826,-0.08
MATVEC,uint32_t,2,128,1024,8,73.884333,67.025521,-9.28
MATVEC,uint32_t,2,128,1024,16,66.612000,64.508321,-3.16
MATVEC,uint32_t,2,128,1024,32,63.635333,62.681976,-1.50
MATVEC,uint32_t,2,128,1024,64,61.335333,61.312032,-0.04
MATVEC,uint32_t,2,128,1024,128,60.418000,60.742790,0.54
MATVEC,uint32_t,2,128,1024,256,60.002000,60.118144,0.19
MATVEC,uint32_t,2,128,2048,8,147.592667,133.956502,-9.24
MATVEC,uint32_t,2,128,2048,16,133.026000,128.922251,-3.08
MATVEC,uint32_t,2,128,2048,32,126.921667,125.269441,-1.30
MATVEC,uint32_t,2,128,2048,64,125.861000,122.529385,-2.65
MATVEC,uint32_t,2,128,2048,128,120.577667,121.390506,0.67
MATVEC,uint32_t,2,128,2048,256,119.778000,120.140782,0.30
MATVEC,uint32_t,2,128,4096,8,294.881667,267.818463,-9.18
MATVEC,uint32_t,2,128,4096,16,265.840000,257.750111,-3.04
MATVEC,uint32_t,2,128,4096,32,253.471000,250.444371,-1.19
MATVEC,uint32_t,2,128,4096,64,244.678333,244.964092,0.12
MATVEC,uint32_t,2,128,4096,128,240.895667,242.685939,0.74
MATVEC,uint32_t,2,128,4096,256,239.330667,240.186058,0.36
MATVEC,uint32_t,2,128,8192,8,589.560000,535.542385,-9.16
MATVEC,uint32_t,2,128,8192,16,531.411000,515.405831,-3.01
MATVEC,uint32_t,2,128,8192,32,507.656333,500.794232,-1.35
MATVEC,uint32_t,2,128,8192,64,489.100333,489.833504,0.15
MATVEC,uint32_t,2,128,8192,128,481.572667,485.276806,0.77
MATVEC,uint32_t,2,128,8192,256,478.421667,480.276608,0.39
MATVEC,uint32_t,2,256,16,8,2.640000,2.214297,-16.13
MATVEC,uint32_t,2,256,16,16,2.347667,2.135489,-9.04
MATVEC,uint32_t,2,256,32,8,4.899667,4.305890,-12.12
MATVEC,uint32_t,2,256,32,16,4.433333,4.148424,-6.43
MATVEC,uint32_t,2,256,32,32,4.214000,4.034390,-4.26
MATVEC,uint32_t,2,256,64,8,9.503333,8.489076,-10.67
MATVEC,uint32_t,2,256,64,16,8.586667,8.174295,-4.80
MATVEC,uint32_t,2,256,64,32,8.131667,7.946107,-2.28
MATVEC,uint32_t,2,256,64,64,7.933667,7.775011,-2.00
MATVEC,uint32_t,2,256,128,8,18.727000,16.855449,-9.99
MATVEC,uint32_t,2,256,128,16,16.905000,16.226036,-4.02
MATVEC,uint32_t,2,256,128,32,16.113333,15.769540,-2.13
MATVEC,uint32_t,2,256,128,64,15.926333,15.427180,-3.13
MATVEC,uint32_t,2,256,128,128,15.321444,15.285165,-0.24
MATVEC,uint32_t,2,256,256,8,37.163000,33.588194,-9.62
MATVEC,uint32_t,2,256,256,16,34.985667,32.329519,-7.59
MATVEC,uint32_t,2,256,256,32,32.112000,31.416406,-2.17
MATVEC,uint32_t,2,256,256,64,30.914667,30.731519,-0.59
MATVEC,uint32_t,2,256,256,128,30.394667,30.447094,0.17
MATVEC,uint32_t,2,256,256,256,30.162333,30.134988,-0.09
MATVEC,uint32_t,2,256,512,8,74.002000,67.053684,-9.39
MATVEC,uint32_t,2,256,512,16,67.079333,64.536484,-3.79
MATVEC,uint32_t,2,256,512,32,63.598000,62.710139,-1.40
MATVEC,uint32_t,2,256,512,64,61.414333,61.340195,-0.12
MATVEC,uint32_t,2,256,512,128,60.488333,60.770953,0.47
MATVEC,uint32_t,2,256,512,256,60.110333,60.146307,0.06
MATVEC,uint32_t,2,256,1024,8,147.651667,133.984665,-9.26
MATVEC,uint32_t,2,256,1024,16,133.122333,128.950414,-3.13
MATVEC,uint32_t,2,256,1024,32,127.206000,125.297604,-1.50
MATVEC,uint32_t,2,256,1024,64,122.550333,122.557548,0.01
MATVEC,uint32_t,2,256,1024,128,120.691667,121.418669,0.60
MATVEC,uint32_t,2,256,1024,256,119.876667,120.168945,0.24
MATVEC,uint32_t,2,256,2048,8,295.036333,267.846626,-9.22
MATVEC,uint32_t,2,256,2048,16,265.907333,257.778274,-3.06
MATVEC,uint32_t,2,256,2048,32,254.054000,250.472534,-1.41
MATVEC,uint32_t,2,256,2048,64,244.772667,244.992255,0.09
MATVEC,uint32_t,2,256,2048,128,241.028333,242.714102,0.70
MATVEC,uint32_t,2,256,2048,256,239.393000,240.214220,0.34
MATVEC,uint32_t,2,256,4096,8,589.621333,535.570548,-9.17
MATVEC,uint32_t,2,256,4096,16,531.561000,515.433994,-3.03
MATVEC,uint32_t,2,256,4096,32,508.744333,500.822395,-1.56
MATVEC,uint32_t,2,256,4096,64,489.252667,489.861667,0.12
MATVEC,uint32_t,2,256,4096,128,481.623333,485.304969,0.76
MATVEC,uint32_t,2,256,4096,256,478.495000,480.304771,0.38
MATVEC,uint32_t,2,256,8192,8,1179.065000,1071.018393,-9.16
MATVEC,uint32_t,2,256,8192,16,1062.676667,1030.745435,-3.00
MATVEC,uint32_t,2,256,8192,32,1014.257000,1001.522116,-1.26
MATVEC,uint32_t,2,256,8192,64,978.071000,979.600492,0.16
MATVEC,uint32_t,2,256,8192,128,962.982333,970.486701,0.78
MATVEC,uint32_t,2,256,8192,256,956.676333,960.485873,0.40
MATVEC,uint32_t,2,512,16,8,5.099000,4.362210,-14.45
MATVEC,uint32_t,2,512,16,16,4.671667,4.204744,-9.99
MATVEC,uint32_t,2,512,32,8,9.727000,8.545396,-12.15
MATVEC,uint32_t,2,512,32,16,8.794333,8.230615,-6.41
MATVEC,uint32_t,2,512,32,32,8.357000,8.002427,-4.24
MATVEC,uint32_t,2,512,64,8,18.940000,16.911769,-10.71
MATVEC,uint32_t,2,512,64,16,17.106000,16.282356,-4.81
MATVEC,uint32_t,2,512,64,32,16.227667,15.825860,-2.48
MATVEC,uint32_t,2,512,64,64,15.797667,15.483500,-1.99
MATVEC,uint32_t,2,512,128,8,37.377667,33.644514,-9.99
MATVEC,uint32_t,2,512,128,16,33.741667,32.385839,-4.02
MATVEC,uint32_t,2,512,128,32,32.133000,31.472726,-2.05
MATVEC,uint32_t,2,512,128,64,31.137333,30.787839,-1.12
MATVEC,uint32_t,2,512,128,128,30.620000,30.503414,-0.38
MATVEC,uint32_t,2,512,256,8,74.209667,67.110004,-9.57
MATVEC,uint32_t,2,512,256,16,66.945000,64.592804,-3.51
MATVEC,uint32_t,2,512,256,32,64.127000,62.766459,-2.12
MATVEC,uint32_t,2,512,256,64,61.629333,61.396515,-0.38
MATVEC,uint32_t,2,512,256,128,60.721667,60.827273,0.17
MATVEC,uint32_t,2,512,256,256,60.243000,60.202627,-0.07
MATVEC,uint32_t,2,512,512,8,147.881333,134.040985,-9.36
MATVEC,uint32_t,2,512,512,16,133.342667,129.006734,-3.25
MATVEC,uint32_t,2,512,512,32,127.076333,125.353924,-1.36
MATVEC,uint32_t,2,512,512,64,122.760667,122.613868,-0.12
MATVEC,uint32_t,2,512,512,128,120.890333,121.474989,0.48
MATVEC,uint32_t,2,512,512,256,120.118000,120.225265,0.09
MATVEC,uint32_t,2,512,1024,8,295.205333,267.902946,-9.25
MATVEC,uint32_t,2,512,1024,16,266.127333,257.834594,-3.12
MATVEC,uint32_t,2,512,1024,32,254.048333,250.528854,-1.39
MATVEC,uint32_t,2,512,1024,64,244.962000,245.048575,0.04
MATVEC,uint32_t,2,512,1024,128,241.278000,242.770422,0.62
MATVEC,uint32_t,2,512,1024,256,239.646333,240.270540,0.26
MATVEC,uint32_t,2,512,2048,8,589.898667,535.626868,-9.20
MATVEC,uint32_t,2,512,2048,16,531.738333,515.490314,-3.06
MATVEC,uint32_t,2,512,2048,32,507.634333,500.878715,-1.33
MATVEC,uint32_t,2,512,2048,64,489.436000,489.917987,0.10
MATVEC,uint32_t,2,512,2048,128,481.909333,485.361289,0.72
MATVEC,uint32_t,2,512,2048,256,478.697333,480.361091,0.35
MATVEC,uint32_t,2,512,4096,8,1179.345333,1071.074713,-9.18
MATVEC,uint32_t,2,512,4096,16,1062.888333,1030.801755,-3.02
MATVEC,uint32_t,2,512,4096,32,1013.923333,1001.578436,-1.22
MATVEC,uint32_t,2,512,4096,64,978.315333,979.656812,0.14
MATVEC,uint32_t,2,512,4096,128,963.256333,970.543021,0.76
MATVEC,uint32_t,2,512,4096,256,956.889333,960.542193,0.38
MATVEC,uint32_t,2,512,8192,8,2357.956333,2141.970402,-9.16
MATVEC,uint32_t,2,512,8192,16,2125.254667,2061.424636,-3.00
MATVEC,uint32_t,2,512,8192,32,2032.264667,2002.977878,-1.44
MATVEC,uint32_t,2,512,8192,64,1958.347333,1959.134463,0.04
MATVEC,uint32_t,2,512,8192,128,1925.830333,1940.906486,0.78
MATVEC,uint32_t,2,512,8192,256,1913.187667,1920.904396,0.40
MATVEC,uint32_t,2,1024,16,8,10.073000,8.658036,-14.05
MATVEC,uint32_t,2,1024,16,16,9.498333,8.343255,-12.16
MATVEC,uint32_t,2,1024,32,8,19.369667,17.024409,-12.11
MATVEC,uint32_t,2,1024,32,16,17.501000,16.394996,-6.32
MATVEC,uint32_t,2,1024,32,32,16.607667,15.938500,-4.03
MATVEC,uint32_t,2,1024,64,8,37.798333,33.757154,-10.69
MATVEC,uint32_t,2,1024,64,16,34.118000,32.498479,-4.75
MATVEC,uint32_t,2,1024,64,32,32.321000,31.585366,-2.28
MATVEC,uint32_t,2,1024,64,64,31.476333,30.900479,-1.83
MATVEC,uint32_t,2,1024,128,8,74.616000,67.222644,-9.91
MATVEC,uint32_t,2,1024,128,16,67.327000,64.705444,-3.89
MATVEC,uint32_t,2,1024,128,32,64.140333,62.879099,-1.97
MATVEC,uint32_t,2,1024,128,64,62.155000,61.509155,-1.04
