data_type,thread,iteration,buffer_size,measured,predicted,error_percent
uint64_t,4,4096,64,1177.187667,1150.295345,-2.28
uint64_t,2,8192,128,4704.817000,4597.610099,-2.28
uint64_t,4,8192,16,591.641333,577.965946,-2.31
uint64_t,2,16384,64,4708.517333,4600.964138,-2.28
uint64_t,4,8192,32,1179.066000,1152.160815,-2.28
uint64_t,4,16384,8,595.131000,581.822903,-2.24
uint64_t,1,16384,128,9407.673000,9195.147902,-2.26
uint64_t,4,4096,128,2352.476667,2298.847127,-2.28
uint64_t,8,128,8,4.782000,4.622353,-3.34
uint64_t,8,128,16,9.387000,9.106658,-2.99
uint64_t,8,128,32,18.555333,18.078901,-2.57
uint64_t,8,128,64,36.919667,36.021961,-2.43
uint64_t,8,128,128,73.638000,71.914184,-2.34
uint64_t,8,256,8,9.429667,9.167158,-2.78
uint64_t,8,256,16,18.607667,18.136259,-2.53
uint64_t,8,256,32,36.973667,36.080547,-2.42
uint64_t,4,16384,16,1183.218000,1155.860053,-2.31
uint64_t,8,256,64,73.688667,71.966753,-2.34
uint64_t,8,512,8,18.727667,18.256767,-2.51
uint64_t,8,512,16,37.104667,36.195462,-2.45
uint64_t,8,256,128,147.159333,143.750843,-2.32
uint64_t,8,512,32,73.817333,72.083838,-2.35
uint64_t,8,1024,8,37.314333,36.435985,-2.35
uint64_t,8,512,64,147.259000,143.856335,-2.31
uint64_t,8,1024,16,74.076000,72.313867,-2.38
uint64_t,4,8192,64,2354.026333,2300.518851,-2.27
uint64_t,8,512,128,294.215000,287.424159,-2.31
uint64_t,8,1024,32,147.507667,144.090421,-2.32
uint64_t,8,2048,8,74.495333,72.794422,-2.28
uint64_t,8,1024,64,294.448333,287.635501,-2.31
uint64_t,8,2048,16,147.996333,144.550678,-2.33
uint64_t,8,2048,32,294.919000,288.103587,-2.31
uint64_t,8,1024,128,588.253667,574.770792,-2.29
uint64_t,8,4096,8,148.883000,145.511295,-2.26
uint64_t,4,16384,32,2357.658333,2304.249757,-2.27
uint64_t,8,2048,64,588.759333,575.193833,-2.30
uint64_t,8,4096,16,295.916333,289.024299,-2.33
uint64_t,8,8192,8,297.610333,290.945041,-2.24
uint64_t,8,4096,32,589.505000,576.129918,-2.27
uint64_t,8,2048,128,1176.452667,1149.464059,-2.29
uint64_t,8,8192,16,591.568667,577.971542,-2.30
uint64_t,8,4096,64,1177.042000,1150.310496,-2.27
uint64_t,4,8192,128,4703.609333,4597.621981,-2.25
uint64_t,8,8192,32,1179.024667,1152.182581,-2.28
uint64_t,8,16384,8,595.196000,581.812534,-2.25
uint64_t,16,128,8,6.909667,6.638540,-3.92
uint64_t,16,128,16,13.570667,13.153276,-3.08
uint64_t,16,128,32,26.883667,26.005519,-3.27
uint64_t,16,128,64,53.530333,51.977758,-2.90
uint64_t,2,16384,128,9409.342667,9195.150085,-2.28
uint64_t,4,16384,64,4708.591000,4600.965864,-2.29
uint64_t,16,256,8,13.639333,13.185768,-3.33
uint64_t,16,256,16,26.952000,26.207763,-2.76
uint64_t,16,256,32,53.611000,51.825524,-3.33
uint64_t,16,512,8,27.082333,26.280223,-2.96
uint64_t,16,512,16,53.734000,52.316737,-2.64
uint64_t,16,256,64,106.924000,103.815154,-2.91
uint64_t,8,4096,128,2352.317667,2298.850591,-2.27
uint64_t,16,512,32,107.033333,103.465534,-3.33
uint64_t,16,1024,8,53.994000,52.469132,-2.82
uint64_t,8,16384,16,1182.909667,1155.866027,-2.29
uint64_t,16,1024,16,107.285667,104.534684,-2.56
uint64_t,16,512,64,213.599667,207.489945,-2.86
uint64_t,16,2048,8,107.787000,104.846952,-2.73
uint64_t,16,1024,32,213.789000,206.745553,-3.29
uint64_t,16,2048,16,214.301333,208.970579,-2.49
uint64_t,16,1024,64,427.016000,414.839529,-2.85
uint64_t,16,4096,8,215.390000,209.602590,-2.69
uint64_t,8,8192,64,2354.068667,2300.543823,-2.27
uint64_t,16,2048,32,427.424333,413.305593,-3.30
uint64_t,16,4096,16,428.531000,417.842369,-2.49
uint64_t,16,8192,8,430.662333,419.113868,-2.68
uint64_t,16,2048,64,853.656667,829.538695,-2.83
uint64_t,16,4096,32,854.605667,826.425672,-3.30
uint64_t,8,16384,32,2358.058333,2304.287907,-2.28
uint64_t,16,8192,16,856.788000,835.585948,-2.47
uint64_t,16,16384,8,860.835000,838.136424,-2.64
uint64_t,16,4096,64,1707.069000,1658.937029,-2.82
uint64_t,16,8192,32,1709.029333,1652.665830,-3.30
uint64_t,16,16384,16,1713.248000,1671.073107,-2.46
