data_type,thread,iteration,buffer_size,measured,predicted,error_percent
uint64_t,2,8192,128,4704.817000,4596.322659,-2.31
uint64_t,4,8192,16,591.641333,576.678506,-2.53
uint64_t,2,16384,64,4708.517333,4598.389384,-2.34
uint64_t,4,8192,32,1179.066000,1150.873375,-2.39
uint64_t,4,16384,8,595.131000,579.248149,-2.67
uint64_t,1,16384,128,9407.673000,9192.573148,-2.29
uint64_t,4,4096,128,2352.476667,2298.203344,-2.31
uint64_t,8,128,8,4.782000,4.602113,-3.76
uint64_t,8,128,16,9.387000,9.086419,-3.20
uint64_t,8,128,32,18.555333,18.058661,-2.68
uint64_t,8,128,64,36.919667,36.001721,-2.49
uint64_t,8,128,128,73.638000,71.893944,-2.37
uint64_t,8,256,8,9.429667,9.126804,-3.21
uint64_t,8,256,16,18.607667,18.095910,-2.75
uint64_t,8,256,32,36.973667,36.040193,-2.52
uint64_t,4,16384,16,1183.218000,1153.285299,-2.53
uint64_t,8,256,64,73.688667,71.926398,-2.39
uint64_t,8,512,8,18.727667,18.176184,-2.94
uint64_t,8,512,16,37.104667,36.114893,-2.67
uint64_t,8,256,128,147.159333,143.710488,-2.34
uint64_t,8,512,32,73.817333,72.003256,-2.46
uint64_t,8,1024,8,37.314333,36.274945,-2.79
uint64_t,8,512,64,147.259000,143.775753,-2.37
uint64_t,8,1024,16,74.076000,72.152859,-2.60
uint64_t,4,8192,64,2354.026333,2299.231411,-2.33
uint64_t,8,512,128,294.215000,287.343576,-2.34
uint64_t,8,1024,32,147.507667,143.929381,-2.43
uint64_t,8,2048,8,74.495333,72.472468,-2.72
uint64_t,8,1024,64,294.448333,287.474461,-2.37
uint64_t,8,2048,16,147.996333,144.228792,-2.55
uint64_t,8,2048,32,294.919000,287.781633,-2.42
uint64_t,8,1024,128,588.253667,574.609752,-2.32
uint64_t,8,4096,8,148.883000,144.867512,-2.70
uint64_t,4,16384,32,2357.658333,2301.675002,-2.37
uint64_t,8,2048,64,588.759333,574.871879,-2.36
uint64_t,8,4096,16,295.916333,288.380656,-2.55
uint64_t,8,8192,8,297.610333,289.657601,-2.67
uint64_t,8,4096,32,589.505000,575.486136,-2.38
uint64_t,8,2048,128,1176.452667,1149.142104,-2.32
uint64_t,8,8192,16,591.568667,576.684385,-2.52
uint64_t,8,4096,64,1177.042000,1149.666713,-2.33
uint64_t,4,8192,128,4703.609333,4596.334541,-2.28
uint64_t,8,8192,32,1179.024667,1150.895141,-2.39
uint64_t,8,16384,8,595.196000,579.237780,-2.68
uint64_t,16,128,8,6.909667,6.613945,-4.28
uint64_t,16,128,16,13.570667,13.125796,-3.28
uint64_t,16,128,32,26.883667,25.981374,-3.36
uint64_t,16,128,64,53.530333,51.955411,-2.94
uint64_t,2,16384,128,9409.342667,9192.575331,-2.30
uint64_t,4,16384,64,4708.591000,4598.391109,-2.34
uint64_t,16,256,8,13.639333,13.139710,-3.66
uint64_t,16,256,16,26.952000,26.158680,-2.94
uint64_t,16,256,32,53.611000,51.779765,-3.42
uint64_t,16,512,8,27.082333,26.191239,-3.29
uint64_t,16,512,16,53.734000,52.224449,-2.81
uint64_t,16,256,64,106.924000,103.771898,-2.95
uint64_t,8,4096,128,2352.317667,2298.206808,-2.30
uint64_t,16,512,32,107.033333,103.376547,-3.42
uint64_t,16,1024,8,53.994000,52.294297,-3.15
uint64_t,8,16384,16,1182.909667,1153.291842,-2.50
uint64_t,16,1024,16,107.285667,104.355985,-2.73
uint64_t,16,512,64,213.599667,207.404872,-2.90
uint64_t,16,2048,8,107.787000,104.500414,-3.05
uint64_t,16,1024,32,213.789000,206.570112,-3.38
uint64_t,16,2048,16,214.301333,208.619059,-2.65
uint64_t,16,1024,64,427.016000,414.670819,-2.89
uint64_t,16,4096,8,215.390000,208.912647,-3.01
uint64_t,8,8192,64,2354.068667,2299.256383,-2.33
uint64_t,16,2048,32,427.424333,412.957240,-3.38
uint64_t,16,4096,16,428.531000,417.145207,-2.66
uint64_t,16,8192,8,430.662333,417.737113,-3.00
uint64_t,16,2048,64,853.656667,829.202714,-2.86
uint64_t,16,4096,32,854.605667,825.731498,-3.38
uint64_t,8,16384,32,2358.058333,2301.713153,-2.39
uint64_t,16,8192,16,856.788000,834.197503,-2.64
uint64_t,16,16384,8,860.835000,835.386046,-2.96
uint64_t,16,4096,64,1707.069000,1658.266505,-2.86
uint64_t,16,8192,32,1709.029333,1651.280013,-3.38
uint64_t,16,16384,16,1713.248000,1668.302094,-2.62
