operation,data_type,thread,iteration,vec_length,n_length,buffer_size,latency,correct
MATMUL,uint32_t,2,16,64,16,8,10.278333,True
MATMUL,uint32_t,2,16,64,16,16,9.550667,True
MATMUL,uint32_t,2,16,64,32,4,24.059333,True
MATMUL,uint32_t,2,16,64,32,8,20.493667,True
MATMUL,uint32_t,2,16,64,32,16,19.05,True
MATMUL,uint32_t,2,16,64,32,32,18.428333,True
MATMUL,uint32_t,2,16,64,64,4,48.006333,True
MATMUL,uint32_t,2,16,64,64,8,40.922333,True
MATMUL,uint32_t,2,16,64,64,16,38.024667,True
MATMUL,uint32_t,2,16,64,64,32,36.79,True
MATMUL,uint32_t,2,16,64,64,64,36.207333,True
MATMUL,uint32_t,2,16,64,128,4,95.972667,True
MATMUL,uint32_t,2,16,64,128,8,81.752667,True
MATMUL,uint32_t,2,16,64,128,16,76.005667,True
MATMUL,uint32_t,2,16,64,128,32,73.53,True
MATMUL,uint32_t,2,16,64,128,64,72.370667,True
MATMUL,uint32_t,2,16,64,256,4,191.899333,True
MATMUL,uint32_t,2,16,64,256,8,163.488667,True
MATMUL,uint32_t,2,16,64,256,16,151.948333,True
MATMUL,uint32_t,2,16,64,256,32,146.955667,True
MATMUL,uint32_t,2,16,64,256,64,144.674333,True
MATMUL,uint32_t,2,16,64,512,4,384.029,True
MATMUL,uint32_t,2,16,64,512,8,326.833,True
MATMUL,uint32_t,2,16,64,512,16,303.835,True
MATMUL,uint32_t,2,16,64,512,32,293.925667,True
MATMUL,uint32_t,2,16,64,512,64,289.288333,True
MATMUL,uint32_t,2,16,128,16,4,23.911667,True
MATMUL,uint32_t,2,16,128,16,8,20.420333,True
MATMUL,uint32_t,2,16,128,16,16,19.004,True
MATMUL,uint32_t,2,16,128,32,4,47.771667,True
MATMUL,uint32_t,2,16,128,32,8,40.778333,True
MATMUL,uint32_t,2,16,128,32,16,37.942667,True
MATMUL,uint32_t,2,16,128,32,32,36.722333,True
MATMUL,uint32_t,2,16,128,64,4,95.413667,True
MATMUL,uint32_t,2,16,128,64,8,81.462333,True
MATMUL,uint32_t,2,16,128,64,16,75.808667,True
MATMUL,uint32_t,2,16,128,64,32,73.367667,True
MATMUL,uint32_t,2,16,128,64,64,72.242333,True
MATMUL,uint32_t,2,16,128,128,4,190.638667,True
MATMUL,uint32_t,2,16,128,128,8,162.887,True
MATMUL,uint32_t,2,16,128,128,16,151.558333,True
MATMUL,uint32_t,2,16,128,128,32,146.684,True
MATMUL,uint32_t,2,16,128,128,64,144.427667,True
MATMUL,uint32_t,2,16,128,128,128,143.228667,True
MATMUL,uint32_t,2,16,128,256,4,381.940333,True
MATMUL,uint32_t,2,16,128,256,8,325.702333,True
MATMUL,uint32_t,2,16,128,256,16,303.070667,True
MATMUL,uint32_t,2,16,128,256,32,293.277667,True
MATMUL,uint32_t,2,16,128,256,64,288.784333,True
MATMUL,uint32_t,2,16,128,256,128,286.391,True
MATMUL,uint32_t,2,16,128,512,4,764.207333,True
MATMUL,uint32_t,2,16,128,512,8,651.365333,True
MATMUL,uint32_t,2,16,128,512,16,606.080667,True
MATMUL,uint32_t,2,16,128,512,32,586.586333,True
MATMUL,uint32_t,2,16,128,512,64,577.516,True
MATMUL,uint32_t,2,16,128,512,128,572.710667,True
MATMUL,uint32_t,2,16,256,16,4,47.62,True
MATMUL,uint32_t,2,16,256,16,8,40.706333,True
MATMUL,uint32_t,2,16,256,16,16,37.898667,True
MATMUL,uint32_t,2,16,256,32,4,95.414333,True
MATMUL,uint32_t,2,16,256,32,8,81.338,True
MATMUL,uint32_t,2,16,256,32,16,75.712333,True
MATMUL,uint32_t,2,16,256,32,32,73.305,True
MATMUL,uint32_t,2,16,256,64,4,190.898,True
MATMUL,uint32_t,2,16,256,64,8,162.619,True
MATMUL,uint32_t,2,16,256,64,16,151.37,True
MATMUL,uint32_t,2,16,256,64,32,146.562333,True
MATMUL,uint32_t,2,16,256,64,64,144.311333,True
MATMUL,uint32_t,2,16,256,128,4,380.588,True
MATMUL,uint32_t,2,16,256,128,8,325.162667,True
MATMUL,uint32_t,2,16,256,128,16,302.705333,True
MATMUL,uint32_t,2,16,256,128,32,292.958667,True
MATMUL,uint32_t,2,16,256,128,64,288.544,True
MATMUL,uint32_t,2,16,256,128,128,286.171333,True
MATMUL,uint32_t,2,16,256,256,4,763.146,True
MATMUL,uint32_t,2,16,256,256,8,650.145333,True
MATMUL,uint32_t,2,16,256,256,16,605.213667,True
MATMUL,uint32_t,2,16,256,256,32,585.817,True
MATMUL,uint32_t,2,16,256,256,64,577.014,True
MATMUL,uint32_t,2,16,256,256,128,572.254,True
MATMUL,uint32_t,2,16,256,256,256,570.027667,True
MATMUL,uint32_t,2,16,256,512,4,1525.863667,True
MATMUL,uint32_t,2,16,256,512,8,1300.523333,True
MATMUL,uint32_t,2,16,256,512,16,1210.487667,True
MATMUL,uint32_t,2,16,256,512,32,1171.836667,True
MATMUL,uint32_t,2,16,256,512,64,1153.991,True
MATMUL,uint32_t,2,16,256,512,128,1144.355667,True
MATMUL,uint32_t,2,16,256,512,256,1140.008333,True
MATMUL,uint32_t,2,16,512,16,4,95.097667,True
MATMUL,uint32_t,2,16,512,16,8,81.272667,True
MATMUL,uint32_t,2,16,512,16,16,75.673667,True
MATMUL,uint32_t,2,16,512,32,4,189.992333,True
MATMUL,uint32_t,2,16,512,32,8,162.440333,True
MATMUL,uint32_t,2,16,512,32,16,151.26,True
MATMUL,uint32_t,2,16,512,32,32,146.470667,True
MATMUL,uint32_t,2,16,512,64,4,379.908667,True
MATMUL,uint32_t,2,16,512,64,8,324.773333,True
MATMUL,uint32_t,2,16,512,64,16,302.448333,True
MATMUL,uint32_t,2,16,512,64,32,292.794,True
MATMUL,uint32_t,2,16,512,64,64,288.418,True
MATMUL,uint32_t,2,16,512,128,4,761.375333,True
MATMUL,uint32_t,2,16,512,128,8,649.570667,True
MATMUL,uint32_t,2,16,512,128,16,604.762,True
MATMUL,uint32_t,2,16,512,128,32,585.665,True
MATMUL,uint32_t,2,16,512,128,64,576.767333,True
MATMUL,uint32_t,2,16,512,128,128,571.903333,True
MATMUL,uint32_t,2,16,512,256,4,1522.076,True
MATMUL,uint32_t,2,16,512,256,8,1299.074,True
MATMUL,uint32_t,2,16,512,256,16,1209.474,True
MATMUL,uint32_t,2,16,512,256,32,1170.880333,True
MATMUL,uint32_t,2,16,512,256,64,1153.492,True
MATMUL,uint32_t,2,16,512,256,128,1143.814667,True
MATMUL,uint32_t,2,16,512,256,256,1139.313667,True
MATMUL,uint32_t,2,16,512,512,4,3040.617,True
MATMUL,uint32_t,2,16,512,512,8,2597.811333,True
MATMUL,uint32_t,2,16,512,512,16,2418.634,True
MATMUL,uint32_t,1,512,512,512,4,96993.676,True
MATMUL,uint32_t,2,16,512,512,32,2342.607667,True
MATMUL,uint32_t,2,16,512,512,64,2306.864667,True
MATMUL,uint32_t,2,16,512,512,128,2287.580667,True
MATMUL,uint32_t,2,32,16,16,4,6.232,True
MATMUL,uint32_t,2,32,16,16,8,5.274,True
MATMUL,uint32_t,2,32,16,16,16,4.896667,True
MATMUL,uint32_t,2,32,16,32,4,12.401333,True
MATMUL,uint32_t,2,32,16,32,8,10.483667,True
MATMUL,uint32_t,2,32,16,32,16,9.707667,True
MATMUL,uint32_t,2,32,16,64,4,24.697,True
MATMUL,uint32_t,2,32,16,64,8,20.921333,True
MATMUL,uint32_t,2,32,16,64,16,19.364667,True
MATMUL,uint32_t,2,32,16,128,4,49.373667,True
MATMUL,uint32_t,2,32,16,128,8,41.752,True
MATMUL,uint32_t,2,32,16,128,16,38.648333,True
MATMUL,uint32_t,2,32,16,256,4,98.669667,True
MATMUL,uint32_t,2,32,16,256,8,83.478333,True
MATMUL,uint32_t,2,16,512,512,256,2278.819333,True
MATMUL,uint32_t,2,32,16,256,16,77.214333,True
MATMUL,uint32_t,2,32,16,512,4,197.217,True
MATMUL,uint32_t,2,32,16,512,8,166.831,True
MATMUL,uint32_t,2,32,32,16,4,12.148,True
MATMUL,uint32_t,2,32,32,16,8,10.357333,True
MATMUL,uint32_t,2,32,16,512,16,154.370333,True
MATMUL,uint32_t,2,32,32,16,16,9.606,True
MATMUL,uint32_t,2,32,32,32,4,24.221,True
MATMUL,uint32_t,2,32,32,32,8,20.647667,True
MATMUL,uint32_t,2,32,32,32,16,19.150667,True
MATMUL,uint32_t,2,32,32,32,32,18.516667,True
MATMUL,uint32_t,2,32,32,64,4,48.312667,True
MATMUL,uint32_t,2,32,32,64,8,41.204667,True
MATMUL,uint32_t,2,32,32,64,16,38.256667,True
MATMUL,uint32_t,2,32,32,64,32,36.955667,True
MATMUL,uint32_t,2,32,32,128,4,96.677667,True
MATMUL,uint32_t,2,32,32,128,8,82.313,True
MATMUL,uint32_t,2,32,32,128,16,76.425333,True
MATMUL,uint32_t,2,32,32,128,32,73.842333,True
MATMUL,uint32_t,2,32,32,256,4,193.209,True
MATMUL,uint32_t,2,32,32,256,8,164.539333,True
MATMUL,uint32_t,2,32,32,256,32,147.571,True
MATMUL,uint32_t,2,32,32,256,16,152.799,True
MATMUL,uint32_t,2,32,32,512,8,329.032333,True
MATMUL,uint32_t,2,32,32,512,4,386.290667,True
MATMUL,uint32_t,2,32,32,512,16,305.417333,True
MATMUL,uint32_t,2,32,32,512,32,295.012333,True
MATMUL,uint32_t,2,32,64,16,4,24.037667,True
MATMUL,uint32_t,2,32,64,16,8,20.507,True
MATMUL,uint32_t,2,32,64,16,16,19.063667,True
MATMUL,uint32_t,2,32,64,32,4,47.999667,True
MATMUL,uint32_t,2,32,64,32,8,40.952667,True
MATMUL,uint32_t,2,32,64,32,16,38.044667,True
MATMUL,uint32_t,2,32,64,32,32,36.797333,True
MATMUL,uint32_t,2,32,64,64,4,95.985,True
MATMUL,uint32_t,2,32,64,64,8,81.771333,True
MATMUL,uint32_t,2,32,64,64,16,76.01,True
MATMUL,uint32_t,2,32,64,64,32,73.531333,True
MATMUL,uint32_t,2,32,64,64,64,72.375667,True
MATMUL,uint32_t,2,32,64,128,4,191.941,True
MATMUL,uint32_t,2,32,64,128,8,163.475667,True
MATMUL,uint32_t,2,32,64,128,16,151.967,True
MATMUL,uint32_t,2,32,64,128,32,146.958333,True
MATMUL,uint32_t,2,32,64,128,64,144.673667,True
MATMUL,uint32_t,2,32,64,256,4,384.109667,True
MATMUL,uint32_t,2,32,64,256,8,326.809333,True
MATMUL,uint32_t,2,32,64,256,16,303.814667,True
MATMUL,uint32_t,2,32,64,256,32,293.962333,True
MATMUL,uint32_t,1,512,512,512,64,73816.453667,True
MATMUL,uint32_t,2,32,64,256,64,289.302333,True
MATMUL,uint32_t,1,512,512,512,128,73203.577333,True
MATMUL,uint32_t,2,32,64,512,4,768.429,True
MATMUL,uint32_t,2,32,64,512,8,653.583,True
MATMUL,uint32_t,2,32,64,512,16,607.666667,True
MATMUL,uint32_t,1,512,512,512,32,74957.297667,True
MATMUL,uint32_t,2,32,128,16,4,47.735667,True
MATMUL,uint32_t,2,32,128,16,8,40.799,True
MATMUL,uint32_t,2,32,128,16,16,37.948667,True
MATMUL,uint32_t,2,32,128,32,4,95.481,True
MATMUL,uint32_t,2,32,128,32,8,81.496,True
MATMUL,uint32_t,2,32,128,32,16,75.826,True
MATMUL,uint32_t,2,32,64,512,32,587.693667,True
MATMUL,uint32_t,1,512,512,512,256,72921.507,True
MATMUL,uint32_t,2,32,128,32,32,73.385,True
MATMUL,uint32_t,2,32,128,64,8,162.926333,True
MATMUL,uint32_t,1,512,512,512,8,83102.339333,True
MATMUL,uint32_t,2,32,128,64,4,190.801333,True
MATMUL,uint32_t,2,32,128,64,16,151.550333,True
MATMUL,uint32_t,2,32,128,64,32,146.724,True
MATMUL,uint32_t,2,32,64,512,64,578.540667,True
MATMUL,uint32_t,2,32,128,64,64,144.444667,True
MATMUL,uint32_t,1,512,512,512,16,77398.065,True
MATMUL,uint32_t,2,32,128,128,64,288.788,True
MATMUL,uint32_t,2,32,128,128,16,303.066667,True
MATMUL,uint32_t,2,32,128,128,32,293.280333,True
MATMUL,uint32_t,2,32,128,128,128,286.406333,True
MATMUL,uint32_t,2,32,128,128,8,325.735,True
MATMUL,uint32_t,2,32,128,128,4,381.785333,True
MATMUL,uint32_t,2,32,128,256,4,763.351333,True
MATMUL,uint32_t,2,32,128,256,64,577.504,True
MATMUL,uint32_t,2,32,128,256,32,586.448333,True
MATMUL,uint32_t,2,32,128,256,128,572.619,True
MATMUL,uint32_t,2,32,128,256,16,605.942667,True
MATMUL,uint32_t,2,32,128,256,8,651.334,True
MATMUL,uint32_t,2,32,256,16,4,95.196667,True
MATMUL,uint32_t,2,32,256,16,8,81.353667,True
MATMUL,uint32_t,2,32,256,16,16,75.735667,True
MATMUL,uint32_t,2,32,256,32,4,190.497333,True
MATMUL,uint32_t,2,32,256,32,8,162.637333,True
MATMUL,uint32_t,2,32,256,32,16,151.368333,True
MATMUL,uint32_t,2,32,256,32,32,146.510667,True
MATMUL,uint32_t,2,32,128,512,8,1302.353,True
MATMUL,uint32_t,2,32,128,512,4,1526.144,True
MATMUL,uint32_t,2,32,256,64,4,380.849667,True
MATMUL,uint32_t,2,32,256,64,8,325.113333,True
MATMUL,uint32_t,2,32,128,512,16,1211.742,True
MATMUL,uint32_t,2,32,256,64,16,302.619,True
MATMUL,uint32_t,2,32,128,512,128,1145.275667,True
MATMUL,uint32_t,2,32,128,512,64,1154.986,True
MATMUL,uint32_t,2,32,128,512,32,1173.092333,True
MATMUL,uint32_t,2,32,256,64,32,292.919667,True
MATMUL,uint32_t,2,32,256,64,64,288.556667,True
MATMUL,uint32_t,2,32,256,128,16,605.263333,True
MATMUL,uint32_t,2,32,256,128,8,650.148333,True
MATMUL,uint32_t,2,32,256,128,64,577.037667,True
MATMUL,uint32_t,2,32,256,128,32,585.938,True
MATMUL,uint32_t,2,32,256,128,128,572.166667,True
MATMUL,uint32_t,2,32,256,128,4,761.155,True
MATMUL,uint32_t,2,32,256,256,8,1300.629667,True
MATMUL,uint32_t,2,32,256,256,4,1521.629,True
MATMUL,uint32_t,2,32,256,256,128,1144.119667,True
MATMUL,uint32_t,2,32,256,256,256,1139.763333,True
MATMUL,uint32_t,2,32,256,256,64,1153.994667,True
MATMUL,uint32_t,2,32,256,256,32,1171.985667,True
MATMUL,uint32_t,2,32,256,256,16,1210.153,True
MATMUL,uint32_t,2,32,512,16,4,190.152667,True
MATMUL,uint32_t,2,32,512,16,8,162.481667,True
MATMUL,uint32_t,2,32,512,16,16,151.266333,True
MATMUL,uint32_t,2,32,512,32,4,380.218,True
MATMUL,uint32_t,2,32,512,32,8,324.859333,True
MATMUL,uint32_t,2,32,512,32,16,302.465,True
MATMUL,uint32_t,2,32,256,512,4,3042.671333,True
MATMUL,uint32_t,2,32,512,32,32,292.85,True
MATMUL,uint32_t,2,32,256,512,16,2420.163333,True
MATMUL,uint32_t,2,32,256,512,128,2288.635,True
MATMUL,uint32_t,2,32,256,512,256,2279.937,True
MATMUL,uint32_t,2,32,256,512,64,2307.899333,True
MATMUL,uint32_t,2,32,256,512,32,2343.555667,True
MATMUL,uint32_t,2,32,256,512,8,2600.142333,True
MATMUL,uint32_t,2,32,512,64,4,760.129667,True
MATMUL,uint32_t,2,32,512,64,8,649.725667,True
MATMUL,uint32_t,2,32,512,64,16,604.676,True
MATMUL,uint32_t,2,32,512,64,64,576.776667,True
MATMUL,uint32_t,2,32,512,64,32,585.719,True
MATMUL,uint32_t,2,32,512,128,16,1209.746333,True
MATMUL,uint32_t,2,32,512,128,8,1299.118333,True
MATMUL,uint32_t,2,32,512,128,4,1519.775,True
MATMUL,uint32_t,2,32,512,128,32,1171.084,True
MATMUL,uint32_t,2,32,512,128,128,1143.760333,True
MATMUL,uint32_t,2,32,512,128,64,1153.511,True
MATMUL,uint32_t,2,32,512,256,8,2597.829333,True
MATMUL,uint32_t,2,32,512,256,4,3041.335667,True
MATMUL,uint32_t,2,32,512,256,16,2419.302,True
MATMUL,uint32_t,2,32,512,256,32,2341.560333,True
MATMUL,uint32_t,2,32,512,256,64,2306.879333,True
MATMUL,uint32_t,2,32,512,256,128,2287.737,True
MATMUL,uint32_t,2,32,512,256,256,2279.116667,True
MATMUL,uint32_t,2,64,16,16,4,12.403,True
MATMUL,uint32_t,2,64,16,16,8,10.512667,True
MATMUL,uint32_t,2,64,16,16,16,9.725333,True
MATMUL,uint32_t,2,64,16,32,4,24.73,True
MATMUL,uint32_t,2,64,16,32,8,20.947333,True
MATMUL,uint32_t,2,64,16,32,16,19.37,True
MATMUL,uint32_t,2,64,16,64,4,49.382333,True
MATMUL,uint32_t,2,64,16,64,8,41.775,True
MATMUL,uint32_t,2,64,16,64,16,38.654333,True
MATMUL,uint32_t,2,64,16,128,4,98.677333,True
MATMUL,uint32_t,2,64,16,128,8,83.521,True
MATMUL,uint32_t,2,64,16,128,16,77.229333,True
MATMUL,uint32_t,2,64,16,256,4,197.260333,True
MATMUL,uint32_t,2,64,16,256,8,166.879667,True
MATMUL,uint32_t,2,64,16,256,16,154.371333,True
MATMUL,uint32_t,2,64,16,512,4,394.297333,True
MATMUL,uint32_t,2,64,16,512,8,333.664333,True
MATMUL,uint32_t,2,64,16,512,16,308.642333,True
MATMUL,uint32_t,2,64,32,16,4,24.247333,True
MATMUL,uint32_t,2,64,32,16,8,20.660667,True
MATMUL,uint32_t,2,64,32,16,16,19.17,True
MATMUL,uint32_t,2,64,32,32,4,48.365333,True
MATMUL,uint32_t,2,64,32,32,8,41.235333,True
MATMUL,uint32_t,2,64,32,32,16,38.258667,True
MATMUL,uint32_t,2,64,32,32,32,36.963,True
MATMUL,uint32_t,2,32,512,512,4,6080.165,True
MATMUL,uint32_t,2,64,32,64,8,82.373667,True
MATMUL,uint32_t,2,64,32,64,4,96.757333,True
MATMUL,uint32_t,2,64,32,64,16,76.443,True
MATMUL,uint32_t,2,64,32,64,32,73.835333,True
MATMUL,uint32_t,2,64,32,128,8,164.598333,True
MATMUL,uint32_t,2,32,512,512,64,4613.624667,True
MATMUL,uint32_t,2,64,32,128,4,193.164,True
MATMUL,uint32_t,2,32,512,512,32,4683.581667,True
MATMUL,uint32_t,2,32,512,512,8,5196.807,True
MATMUL,uint32_t,2,32,512,512,128,4575.271333,True
MATMUL,uint32_t,2,32,512,512,16,4838.927,True
MATMUL,uint32_t,2,32,512,512,256,4556.574,True
MATMUL,uint32_t,2,64,32,128,16,152.807333,True
MATMUL,uint32_t,2,64,32,128,32,147.616,True
MATMUL,uint32_t,2,64,32,256,16,305.442333,True
MATMUL,uint32_t,2,64,32,256,8,329.069333,True
MATMUL,uint32_t,2,64,32,256,4,386.313667,True
MATMUL,uint32_t,2,64,32,256,32,295.138667,True
MATMUL,uint32_t,2,64,64,16,4,48.091333,True
MATMUL,uint32_t,2,64,64,16,8,40.947,True
MATMUL,uint32_t,2,64,64,16,16,38.065667,True
MATMUL,uint32_t,2,64,64,32,4,96.141667,True
MATMUL,uint32_t,2,64,64,32,8,81.787,True
MATMUL,uint32_t,2,64,64,32,16,76.038667,True
MATMUL,uint32_t,2,64,64,32,32,73.567,True
MATMUL,uint32_t,2,64,32,512,32,590.218333,True
MATMUL,uint32_t,2,64,32,512,16,610.925667,True
MATMUL,uint32_t,2,64,64,64,4,192.163333,True
MATMUL,uint32_t,2,64,64,64,32,147.023333,True
MATMUL,uint32_t,2,64,32,512,8,658.154667,True
MATMUL,uint32_t,2,64,64,64,16,151.988667,True
MATMUL,uint32_t,2,64,64,64,8,163.528667,True
MATMUL,uint32_t,2,64,32,512,4,772.491333,True
MATMUL,uint32_t,2,64,64,64,64,144.675,True
MATMUL,uint32_t,2,64,64,128,64,289.278667,True
MATMUL,uint32_t,2,64,64,128,32,293.825,True
MATMUL,uint32_t,2,64,64,128,16,303.812667,True
MATMUL,uint32_t,2,64,64,128,8,326.932,True
MATMUL,uint32_t,2,64,64,128,4,383.628,True
MATMUL,uint32_t,2,64,64,256,8,653.625667,True
MATMUL,uint32_t,2,64,64,256,16,607.553333,True
MATMUL,uint32_t,2,64,64,256,4,767.981333,True
MATMUL,uint32_t,2,64,64,256,64,578.531,True
MATMUL,uint32_t,2,64,128,16,4,95.406333,True
MATMUL,uint32_t,2,64,64,256,32,587.673667,True
MATMUL,uint32_t,2,64,128,16,16,75.848333,True
MATMUL,uint32_t,2,64,128,16,8,81.516,True
MATMUL,uint32_t,2,64,128,32,4,191.25,True
MATMUL,uint32_t,2,64,128,32,16,151.594667,True
MATMUL,uint32_t,2,64,128,32,8,162.938,True
MATMUL,uint32_t,2,64,128,32,32,146.711333,True
MATMUL,uint32_t,2,64,64,512,16,1215.141667,True
MATMUL,uint32_t,2,64,128,64,8,325.748,True
MATMUL,uint32_t,2,64,64,512,8,1307.281333,True
MATMUL,uint32_t,2,64,128,64,4,381.555333,True
MATMUL,uint32_t,2,64,128,64,16,303.021333,True
MATMUL,uint32_t,2,64,64,512,4,1534.455333,True
MATMUL,uint32_t,2,64,64,512,32,1175.155667,True
MATMUL,uint32_t,2,64,128,64,32,293.309333,True
MATMUL,uint32_t,2,64,64,512,64,1156.995667,True
MATMUL,uint32_t,2,64,128,64,64,288.798667,True
MATMUL,uint32_t,2,64,128,128,16,606.005,True
MATMUL,uint32_t,2,64,128,128,8,651.304,True
MATMUL,uint32_t,2,64,128,128,4,763.307333,True
MATMUL,uint32_t,2,64,128,128,32,586.643,True
MATMUL,uint32_t,2,64,128,128,64,577.543333,True
MATMUL,uint32_t,2,64,128,128,128,572.651333,True
MATMUL,uint32_t,2,64,128,256,8,1302.583,True
MATMUL,uint32_t,2,64,128,256,4,1525.894667,True
MATMUL,uint32_t,2,64,128,256,32,1173.030333,True
MATMUL,uint32_t,2,64,128,256,16,1212.035667,True
MATMUL,uint32_t,2,64,128,256,64,1154.967333,True
MATMUL,uint32_t,2,64,128,256,128,1145.145333,True
MATMUL,uint32_t,2,64,256,16,4,190.315667,True
MATMUL,uint32_t,2,64,256,16,8,162.632,True
MATMUL,uint32_t,2,64,256,16,16,151.392,True
MATMUL,uint32_t,2,64,256,32,4,381.218333,True
MATMUL,uint32_t,2,64,256,32,8,325.154667,True
MATMUL,uint32_t,2,64,256,32,16,302.658667,True
MATMUL,uint32_t,2,64,256,32,32,292.961333,True
MATMUL,uint32_t,2,64,128,512,8,2605.397667,True
MATMUL,uint32_t,2,64,256,64,4,761.388667,True
MATMUL,uint32_t,2,64,256,64,8,650.210333,True
MATMUL,uint32_t,2,64,128,512,4,3054.139333,True
MATMUL,uint32_t,2,64,128,512,16,2423.372667,True
MATMUL,uint32_t,2,64,256,64,16,605.283,True
MATMUL,uint32_t,2,64,128,512,32,2345.118667,True
MATMUL,uint32_t,2,64,128,512,64,2309.864,True
MATMUL,uint32_t,2,64,128,512,128,2290.580667,True
MATMUL,uint32_t,2,64,256,64,32,585.857667,True
MATMUL,uint32_t,2,64,256,64,64,577.017333,True
MATMUL,uint32_t,2,64,256,128,32,1171.602333,True
MATMUL,uint32_t,2,64,256,128,8,1299.967333,True
MATMUL,uint32_t,2,64,256,128,16,1210.211333,True
MATMUL,uint32_t,2,64,256,128,128,1144.484667,True
MATMUL,uint32_t,2,64,256,128,64,1153.977,True
MATMUL,uint32_t,2,64,256,128,4,1523.708333,True
MATMUL,uint32_t,2,64,256,256,8,2600.093,True
MATMUL,uint32_t,2,64,256,256,4,3043.369333,True
MATMUL,uint32_t,2,64,256,256,256,2279.371333,True
MATMUL,uint32_t,2,64,256,256,128,2288.349667,True
MATMUL,uint32_t,2,64,256,256,64,2307.853333,True
MATMUL,uint32_t,2,64,256,256,32,2343.538333,True
MATMUL,uint32_t,2,64,256,256,16,2420.926667,True
MATMUL,uint32_t,2,64,512,16,4,380.222667,True
MATMUL,uint32_t,2,64,512,16,8,324.857333,True
MATMUL,uint32_t,2,64,512,16,16,302.457,True
MATMUL,uint32_t,2,64,512,32,4,761.820667,True
MATMUL,uint32_t,2,64,512,32,8,649.615,True
MATMUL,uint32_t,2,64,512,32,16,604.876,True
MATMUL,uint32_t,2,64,256,512,4,6084.994,True
MATMUL,uint32_t,2,64,512,32,32,585.692667,True
MATMUL,uint32_t,2,64,256,512,8,5202.779,True
MATMUL,uint32_t,2,64,256,512,128,4576.517667,True
MATMUL,uint32_t,2,64,256,512,16,4841.625333,True
MATMUL,uint32_t,2,64,256,512,256,4559.132333,True
MATMUL,uint32_t,2,64,256,512,64,4615.653,True
MATMUL,uint32_t,2,64,256,512,32,4684.934,True
MATMUL,uint32_t,2,64,512,64,4,1519.482333,True
MATMUL,uint32_t,2,64,512,64,8,1298.920667,True
MATMUL,uint32_t,2,64,512,64,64,1153.476667,True
MATMUL,uint32_t,2,64,512,64,16,1209.448333,True
MATMUL,uint32_t,2,64,512,64,32,1171.102333,True
MATMUL,uint32_t,2,64,512,128,16,2418.842,True
MATMUL,uint32_t,2,64,512,128,8,2598.136667,True
MATMUL,uint32_t,2,64,512,128,4,3043.829,True
MATMUL,uint32_t,2,64,512,128,32,2341.708667,True
MATMUL,uint32_t,2,64,512,128,64,2306.877333,True
MATMUL,uint32_t,2,64,512,128,128,2287.234333,True
MATMUL,uint32_t,2,64,512,256,8,5197.249333,True
MATMUL,uint32_t,2,64,512,256,4,6075.696,True
MATMUL,uint32_t,2,64,512,256,32,4684.792333,True
MATMUL,uint32_t,2,64,512,256,16,4837.591,True
MATMUL,uint32_t,2,64,512,256,64,4613.618,True
MATMUL,uint32_t,2,64,512,256,128,4574.658,True
MATMUL,uint32_t,2,64,512,256,256,4557.861,True
MATMUL,uint32_t,2,128,16,16,4,24.763667,True
MATMUL,uint32_t,2,128,16,16,8,20.995333,True
MATMUL,uint32_t,2,128,16,16,16,19.417,True
MATMUL,uint32_t,2,128,16,32,4,49.399333,True
MATMUL,uint32_t,2,128,16,32,8,41.844,True
MATMUL,uint32_t,2,128,16,32,16,38.716667,True
MATMUL,uint32_t,2,128,16,64,4,98.696333,True
MATMUL,uint32_t,2,128,16,64,8,83.534667,True
MATMUL,uint32_t,2,128,16,64,16,77.276667,True
MATMUL,uint32_t,2,128,16,128,4,197.417333,True
MATMUL,uint32_t,2,128,16,128,8,166.965333,True
MATMUL,uint32_t,2,128,16,128,16,154.359667,True
MATMUL,uint32_t,2,128,16,256,4,394.519667,True
MATMUL,uint32_t,2,128,16,256,8,333.817,True
MATMUL,uint32_t,2,128,16,256,16,308.647667,True
MATMUL,uint32_t,2,128,16,512,4,788.736667,True
MATMUL,uint32_t,2,128,16,512,8,667.288333,True
MATMUL,uint32_t,2,128,16,512,16,617.153667,True
MATMUL,uint32_t,2,128,32,16,4,48.411667,True
MATMUL,uint32_t,2,128,32,16,8,41.276333,True
MATMUL,uint32_t,2,128,32,16,16,38.283667,True
MATMUL,uint32_t,2,128,32,32,4,96.818,True
MATMUL,uint32_t,2,128,32,32,8,82.400667,True
MATMUL,uint32_t,2,128,32,32,16,76.473,True
MATMUL,uint32_t,2,128,32,32,32,73.885333,True
MATMUL,uint32_t,2,128,32,64,4,193.670333,True
MATMUL,uint32_t,2,128,32,64,8,164.686,True
MATMUL,uint32_t,2,128,32,64,16,152.838333,True
MATMUL,uint32_t,2,128,32,64,32,147.632,True
MATMUL,uint32_t,2,128,32,128,4,386.41,True
MATMUL,uint32_t,2,128,32,128,8,329.122,True
MATMUL,uint32_t,2,64,512,512,4,12169.906333,True
MATMUL,uint32_t,2,128,32,128,16,305.456667,True
MATMUL,uint32_t,2,128,32,128,32,295.067333,True
MATMUL,uint32_t,2,64,512,512,64,9227.140333,True
MATMUL,uint32_t,2,64,512,512,32,9367.835333,True
MATMUL,uint32_t,2,128,32,256,8,658.144,True
MATMUL,uint32_t,2,128,32,256,4,773.113333,True
