operation,data_type,thread,iteration,vec_length,n_length,buffer_size,latency,correct
MATMUL,uint32_t,4,64,128,256,64,1154.994667,True
MATMUL,uint32_t,4,64,128,256,128,1145.404333,True
MATMUL,uint32_t,4,64,256,16,8,162.814667,True
MATMUL,uint32_t,4,64,256,16,4,192.493333,True
MATMUL,uint32_t,4,64,256,16,16,151.477667,True
MATMUL,uint32_t,4,64,256,32,4,384.188333,True
MATMUL,uint32_t,4,64,256,32,8,325.474667,True
MATMUL,uint32_t,4,64,256,32,16,302.775,True
MATMUL,uint32_t,4,64,256,32,32,293.061,True
MATMUL,uint32_t,4,64,128,512,8,2607.687667,True
MATMUL,uint32_t,4,64,256,64,4,767.263667,True
MATMUL,uint32_t,4,64,256,64,8,650.859667,True
MATMUL,uint32_t,4,64,128,512,4,3073.576667,True
MATMUL,uint32_t,4,64,128,512,16,2424.410333,True
MATMUL,uint32_t,4,64,256,64,16,605.332,True
MATMUL,uint32_t,4,64,128,512,32,2346.011333,True
MATMUL,uint32_t,4,64,128,512,64,2309.880667,True
MATMUL,uint32_t,4,64,128,512,128,2290.479667,True
MATMUL,uint32_t,4,64,256,64,32,586.125333,True
MATMUL,uint32_t,4,64,256,64,64,577.029333,True
MATMUL,uint32_t,4,64,256,128,32,1171.968,True
MATMUL,uint32_t,4,64,256,128,16,1210.875,True
MATMUL,uint32_t,4,64,256,128,8,1301.461333,True
MATMUL,uint32_t,4,64,256,128,128,1144.521333,True
MATMUL,uint32_t,4,64,256,128,64,1153.998667,True
MATMUL,uint32_t,4,64,256,128,4,1535.288,True
MATMUL,uint32_t,4,64,256,256,8,2602.841333,True
MATMUL,uint32_t,4,64,256,256,4,3071.078667,True
MATMUL,uint32_t,4,64,256,256,128,2288.865333,True
MATMUL,uint32_t,4,64,256,256,256,2279.744,True
MATMUL,uint32_t,4,64,256,256,64,2307.881667,True
MATMUL,uint32_t,4,64,256,256,32,2344.07,True
MATMUL,uint32_t,4,64,256,256,16,2420.805,True
MATMUL,uint32_t,4,64,512,16,4,383.671,True
MATMUL,uint32_t,4,64,512,16,8,325.218,True
MATMUL,uint32_t,4,64,512,16,16,302.629667,True
MATMUL,uint32_t,4,64,512,32,4,767.757,True
MATMUL,uint32_t,4,64,512,32,8,650.146,True
MATMUL,uint32_t,4,64,512,32,16,605.022,True
MATMUL,uint32_t,4,64,256,512,4,6143.533,True
MATMUL,uint32_t,4,64,512,32,32,585.803667,True
MATMUL,uint32_t,4,64,256,512,8,5207.141667,True
MATMUL,uint32_t,4,64,256,512,128,4577.236,True
MATMUL,uint32_t,4,64,256,512,256,4559.959,True
MATMUL,uint32_t,4,64,256,512,64,4615.663,True
MATMUL,uint32_t,4,64,256,512,16,4842.089,True
MATMUL,uint32_t,4,64,256,512,32,4687.001,True
MATMUL,uint32_t,4,64,512,64,4,1534.250667,True
MATMUL,uint32_t,4,64,512,64,8,1300.500333,True
MATMUL,uint32_t,4,64,512,64,64,1153.480333,True
MATMUL,uint32_t,4,64,512,64,32,1171.419333,True
MATMUL,uint32_t,4,64,512,64,16,1209.743667,True
MATMUL,uint32_t,4,64,512,128,16,2419.488333,True
MATMUL,uint32_t,4,64,512,128,8,2600.779667,True
MATMUL,uint32_t,4,64,512,128,4,3067.977667,True
MATMUL,uint32_t,4,64,512,128,64,2306.892667,True
MATMUL,uint32_t,4,64,512,128,32,2342.385,True
MATMUL,uint32_t,4,64,512,128,128,2287.430333,True
MATMUL,uint32_t,4,64,512,256,8,5201.599333,True
MATMUL,uint32_t,4,64,512,256,4,6137.92,True
MATMUL,uint32_t,4,64,512,256,16,4839.301333,True
MATMUL,uint32_t,4,64,512,256,32,4685.710667,True
MATMUL,uint32_t,4,64,512,256,64,4613.658333,True
MATMUL,uint32_t,4,64,512,256,256,4557.559333,True
MATMUL,uint32_t,4,64,512,256,128,4575.031667,True
MATMUL,uint32_t,4,128,16,16,4,24.970667,True
MATMUL,uint32_t,4,128,16,16,8,21.031333,True
MATMUL,uint32_t,4,128,16,16,16,19.427,True
MATMUL,uint32_t,4,128,16,32,4,49.761667,True
MATMUL,uint32_t,4,128,16,32,8,41.929333,True
MATMUL,uint32_t,4,128,16,32,16,38.72,True
MATMUL,uint32_t,4,128,16,64,4,99.440333,True
MATMUL,uint32_t,4,128,16,64,8,83.707333,True
MATMUL,uint32_t,4,128,16,64,16,77.296,True
MATMUL,uint32_t,4,128,16,128,4,198.788333,True
MATMUL,uint32_t,4,128,16,128,8,167.316,True
MATMUL,uint32_t,4,128,16,128,16,154.495,True
MATMUL,uint32_t,4,128,16,256,4,397.532667,True
MATMUL,uint32_t,4,128,16,256,8,334.564,True
MATMUL,uint32_t,4,128,16,256,16,308.841667,True
MATMUL,uint32_t,4,128,16,512,4,793.342333,True
MATMUL,uint32_t,4,128,16,512,8,668.844333,True
MATMUL,uint32_t,4,128,16,512,16,617.374667,True
MATMUL,uint32_t,4,128,32,16,4,48.792667,True
MATMUL,uint32_t,4,128,32,16,8,41.319,True
MATMUL,uint32_t,4,128,32,16,16,38.322333,True
MATMUL,uint32_t,4,128,32,32,4,97.513,True
MATMUL,uint32_t,4,128,32,32,8,82.526333,True
MATMUL,uint32_t,4,128,32,32,16,76.503667,True
MATMUL,uint32_t,4,128,32,32,32,73.901667,True
MATMUL,uint32_t,4,128,32,64,4,194.854333,True
MATMUL,uint32_t,4,128,32,64,8,164.891667,True
MATMUL,uint32_t,4,128,32,64,16,152.872667,True
MATMUL,uint32_t,4,128,32,64,32,147.660333,True
MATMUL,uint32_t,4,128,32,128,4,389.859667,True
MATMUL,uint32_t,4,128,32,128,8,329.700333,True
MATMUL,uint32_t,4,64,512,512,4,12282.231667,True
MATMUL,uint32_t,4,128,32,128,16,305.647,True
MATMUL,uint32_t,4,128,32,128,32,295.152333,True
MATMUL,uint32_t,4,64,512,512,64,9227.158,True
MATMUL,uint32_t,4,64,512,512,32,9370.751333,True
MATMUL,uint32_t,4,64,512,512,8,10403.898667,True
MATMUL,uint32_t,4,128,32,256,8,659.272333,True
MATMUL,uint32_t,4,128,32,256,4,780.325,True
MATMUL,uint32_t,4,64,512,512,128,9151.414667,True
MATMUL,uint32_t,4,64,512,512,256,9114.951333,True
MATMUL,uint32_t,4,64,512,512,16,9677.776,True
MATMUL,uint32_t,4,128,64,16,4,96.475667,True
MATMUL,uint32_t,4,128,64,16,8,81.93,True
MATMUL,uint32_t,4,128,64,16,16,76.109667,True
MATMUL,uint32_t,4,128,32,256,16,611.024,True
MATMUL,uint32_t,4,128,32,256,32,590.381333,True
MATMUL,uint32_t,4,128,64,32,4,192.942333,True
MATMUL,uint32_t,4,128,64,32,8,163.733,True
MATMUL,uint32_t,4,128,64,32,16,152.059,True
MATMUL,uint32_t,4,128,64,32,32,147.084,True
MATMUL,uint32_t,4,128,64,64,4,386.189333,True
MATMUL,uint32_t,4,128,64,64,8,327.306333,True
MATMUL,uint32_t,4,128,64,64,16,303.962333,True
MATMUL,uint32_t,4,128,64,64,32,294.052667,True
MATMUL,uint32_t,4,128,32,512,32,1180.587333,True
MATMUL,uint32_t,4,128,32,512,16,1222.046667,True
MATMUL,uint32_t,4,128,64,64,64,289.298,True
MATMUL,uint32_t,4,128,32,512,8,1318.502,True
MATMUL,uint32_t,4,128,32,512,4,1558.784333,True
MATMUL,uint32_t,4,128,64,128,8,654.423,True
MATMUL,uint32_t,4,128,64,128,16,607.807333,True
MATMUL,uint32_t,4,128,64,128,4,769.765667,True
MATMUL,uint32_t,4,128,64,128,32,587.911,True
MATMUL,uint32_t,4,128,64,128,64,578.521667,True
MATMUL,uint32_t,4,128,64,256,8,1309.135667,True
MATMUL,uint32_t,4,128,64,256,16,1215.792667,True
MATMUL,uint32_t,4,128,64,256,4,1540.521333,True
MATMUL,uint32_t,4,128,64,256,32,1175.838667,True
MATMUL,uint32_t,4,128,64,256,64,1157.023,True
MATMUL,uint32_t,4,128,128,16,8,163.144667,True
MATMUL,uint32_t,4,128,128,16,4,192.448,True
MATMUL,uint32_t,4,128,128,16,16,151.674667,True
MATMUL,uint32_t,4,128,128,32,16,303.28,True
MATMUL,uint32_t,4,128,128,32,8,326.166,True
MATMUL,uint32_t,4,128,128,32,4,384.527,True
MATMUL,uint32_t,4,128,128,32,32,293.507667,True
MATMUL,uint32_t,4,128,128,64,8,652.044333,True
MATMUL,uint32_t,4,128,128,64,4,768.663,True
MATMUL,uint32_t,4,128,64,512,16,2430.905,True
MATMUL,uint32_t,4,128,64,512,8,2617.788333,True
MATMUL,uint32_t,4,128,128,64,16,606.384333,True
MATMUL,uint32_t,4,128,64,512,4,3078.975333,True
MATMUL,uint32_t,4,128,128,64,32,586.594667,True
MATMUL,uint32_t,4,128,128,64,64,577.534333,True
MATMUL,uint32_t,4,128,64,512,32,2351.263,True
MATMUL,uint32_t,4,128,64,512,64,2313.864667,True
MATMUL,uint32_t,4,128,128,128,16,1212.193333,True
MATMUL,uint32_t,4,128,128,128,8,1304.094,True
MATMUL,uint32_t,4,128,128,128,4,1537.097333,True
MATMUL,uint32_t,4,128,128,128,32,1173.143,True
MATMUL,uint32_t,4,128,128,128,64,1154.988333,True
MATMUL,uint32_t,4,128,128,128,128,1145.329333,True
MATMUL,uint32_t,4,128,128,256,8,2608.725667,True
MATMUL,uint32_t,4,128,128,256,4,3074.920333,True
MATMUL,uint32_t,4,128,128,256,16,2424.819,True
MATMUL,uint32_t,4,128,128,256,32,2346.423,True
MATMUL,uint32_t,4,128,128,256,64,2309.886,True
MATMUL,uint32_t,4,128,128,256,128,2290.121,True
MATMUL,uint32_t,4,128,256,16,4,384.381333,True
MATMUL,uint32_t,4,128,256,16,8,325.531667,True
MATMUL,uint32_t,4,128,256,16,16,302.793,True
MATMUL,uint32_t,4,128,256,32,4,767.881,True
MATMUL,uint32_t,4,128,256,32,8,650.937667,True
MATMUL,uint32_t,4,128,256,32,16,605.417667,True
MATMUL,uint32_t,4,128,256,32,32,586.094333,True
MATMUL,uint32_t,4,128,128,512,8,5216.539667,True
MATMUL,uint32_t,4,128,256,64,8,1301.613333,True
MATMUL,uint32_t,4,128,256,64,4,1535.446667,True
MATMUL,uint32_t,4,128,128,512,4,6151.191333,True
MATMUL,uint32_t,4,128,128,512,16,4849.174,True
MATMUL,uint32_t,4,128,256,64,16,1210.663333,True
MATMUL,uint32_t,4,128,128,512,128,4580.676333,True
MATMUL,uint32_t,4,128,128,512,32,4691.872667,True
MATMUL,uint32_t,4,128,128,512,64,4619.617667,True
MATMUL,uint32_t,4,128,256,64,32,1171.772,True
MATMUL,uint32_t,4,128,256,64,64,1153.986667,True
MATMUL,uint32_t,4,128,256,128,16,2421.126333,True
MATMUL,uint32_t,4,128,256,128,128,2288.716667,True
MATMUL,uint32_t,4,128,256,128,64,2307.877,True
MATMUL,uint32_t,4,128,256,128,32,2344.267667,True
MATMUL,uint32_t,4,128,256,128,8,2602.496,True
MATMUL,uint32_t,4,128,256,128,4,3071.145333,True
MATMUL,uint32_t,4,128,256,256,8,5207.533,True
MATMUL,uint32_t,4,128,256,256,4,6139.494,True
MATMUL,uint32_t,4,128,256,256,128,4577.572667,True
MATMUL,uint32_t,4,128,256,256,64,4615.662333,True
MATMUL,uint32_t,4,128,256,256,256,4558.850333,True
MATMUL,uint32_t,4,128,256,256,32,4688.103667,True
MATMUL,uint32_t,4,128,256,256,16,4842.671,True
MATMUL,uint32_t,4,128,512,16,4,766.919333,True
MATMUL,uint32_t,4,128,512,16,8,650.366,True
MATMUL,uint32_t,4,128,512,16,16,604.953,True
MATMUL,uint32_t,4,128,512,32,4,1534.491,True
MATMUL,uint32_t,4,128,512,32,8,1300.276667,True
MATMUL,uint32_t,4,128,512,32,16,1209.942,True
MATMUL,uint32_t,4,128,256,512,4,12282.700667,True
MATMUL,uint32_t,4,128,512,32,32,1171.336333,True
MATMUL,uint32_t,4,128,256,512,8,10412.414,True
MATMUL,uint32_t,4,128,256,512,16,9684.020333,True
MATMUL,uint32_t,4,128,256,512,128,9153.520667,True
MATMUL,uint32_t,4,128,256,512,256,9118.692,True
MATMUL,uint32_t,4,128,256,512,64,9231.186667,True
MATMUL,uint32_t,4,128,256,512,32,9374.575667,True
MATMUL,uint32_t,4,128,512,64,8,2601.23,True
MATMUL,uint32_t,4,128,512,64,4,3067.445333,True
MATMUL,uint32_t,4,128,512,64,16,2420.161,True
MATMUL,uint32_t,4,128,512,64,32,2342.956333,True
MATMUL,uint32_t,4,128,512,64,64,2306.882,True
MATMUL,uint32_t,4,128,512,128,16,4839.108667,True
MATMUL,uint32_t,4,128,512,128,8,5202.238333,True
MATMUL,uint32_t,4,128,512,128,32,4684.757667,True
MATMUL,uint32_t,4,128,512,128,4,6138.392,True
MATMUL,uint32_t,4,128,512,128,64,4613.649333,True
MATMUL,uint32_t,4,128,512,128,128,4574.174,True
MATMUL,uint32_t,4,128,512,256,8,10403.640333,True
MATMUL,uint32_t,4,128,512,256,4,12267.164667,True
MATMUL,uint32_t,4,128,512,256,32,9372.528,True
MATMUL,uint32_t,4,128,512,256,16,9679.825333,True
MATMUL,uint32_t,4,128,512,256,64,9227.178,True
MATMUL,uint32_t,4,128,512,256,128,9149.925,True
MATMUL,uint32_t,4,128,512,256,256,9113.602,True
MATMUL,uint32_t,4,256,16,16,4,49.910333,True
MATMUL,uint32_t,4,256,16,16,8,41.988,True
MATMUL,uint32_t,4,256,16,16,16,38.766333,True
MATMUL,uint32_t,4,256,16,32,4,99.439,True
MATMUL,uint32_t,4,256,16,32,8,83.786,True
MATMUL,uint32_t,4,256,16,32,16,77.351333,True
MATMUL,uint32_t,4,256,16,64,4,198.593,True
MATMUL,uint32_t,4,256,16,64,8,167.332333,True
MATMUL,uint32_t,4,256,16,64,16,154.556,True
MATMUL,uint32_t,4,256,16,128,4,397.098333,True
MATMUL,uint32_t,4,256,16,128,8,334.575,True
MATMUL,uint32_t,4,256,16,128,16,308.88,True
MATMUL,uint32_t,4,256,16,256,4,792.725333,True
MATMUL,uint32_t,4,256,16,256,8,669.048333,True
MATMUL,uint32_t,4,256,16,256,16,617.457,True
MATMUL,uint32_t,4,256,16,512,4,1589.645333,True
MATMUL,uint32_t,4,256,16,512,8,1337.760333,True
MATMUL,uint32_t,4,256,16,512,16,1235.049667,True
MATMUL,uint32_t,4,256,32,16,4,97.460667,True
MATMUL,uint32_t,4,256,32,16,8,82.577333,True
MATMUL,uint32_t,4,256,32,16,16,76.554333,True
MATMUL,uint32_t,4,256,32,32,4,194.938333,True
MATMUL,uint32_t,4,256,32,32,8,164.965,True
MATMUL,uint32_t,4,256,32,32,16,152.931333,True
MATMUL,uint32_t,4,256,32,32,32,147.719667,True
MATMUL,uint32_t,4,256,32,64,4,389.127,True
MATMUL,uint32_t,4,256,32,64,8,329.792,True
MATMUL,uint32_t,4,256,32,64,16,305.696333,True
MATMUL,uint32_t,4,256,32,64,32,295.307333,True
MATMUL,uint32_t,4,256,32,128,4,777.940333,True
MATMUL,uint32_t,4,256,32,128,8,659.353667,True
MATMUL,uint32_t,4,256,32,128,16,611.256667,True
MATMUL,uint32_t,4,256,32,128,32,590.232333,True
MATMUL,uint32_t,4,128,512,512,4,24532.691,True
MATMUL,uint32_t,4,256,32,256,4,1558.017,True
MATMUL,uint32_t,4,256,32,256,8,1318.428667,True
MATMUL,uint32_t,4,128,512,512,64,18454.212,True
MATMUL,uint32_t,4,128,512,512,32,18742.232333,True
MATMUL,uint32_t,4,128,512,512,8,20807.830667,True
MATMUL,uint32_t,4,128,512,512,256,18231.534667,True
MATMUL,uint32_t,4,256,32,256,16,1222.13,True
MATMUL,uint32_t,4,128,512,512,128,18301.916667,True
MATMUL,uint32_t,4,128,512,512,16,19356.527333,True
MATMUL,uint32_t,4,256,64,16,8,163.825,True
MATMUL,uint32_t,4,256,64,16,4,193.027667,True
MATMUL,uint32_t,4,256,32,256,32,1180.499333,True
MATMUL,uint32_t,4,256,64,16,16,152.134667,True
MATMUL,uint32_t,4,256,64,32,8,327.320333,True
MATMUL,uint32_t,4,256,64,32,4,385.627333,True
MATMUL,uint32_t,4,256,64,32,16,304.135333,True
MATMUL,uint32_t,4,256,64,32,32,294.055,True
MATMUL,uint32_t,4,256,64,64,16,607.864,True
MATMUL,uint32_t,4,256,64,64,8,654.577333,True
MATMUL,uint32_t,4,256,64,64,32,587.842667,True
MATMUL,uint32_t,4,256,64,64,4,770.285,True
MATMUL,uint32_t,4,256,64,64,64,578.526333,True
MATMUL,uint32_t,4,256,32,512,32,2361.122,True
MATMUL,uint32_t,4,256,32,512,16,2444.236333,True
MATMUL,uint32_t,4,256,32,512,8,2636.620333,True
MATMUL,uint32_t,4,256,64,128,16,1215.496,True
MATMUL,uint32_t,4,256,32,512,4,3114.192333,True
MATMUL,uint32_t,4,256,64,128,8,1309.164,True
MATMUL,uint32_t,4,256,64,128,4,1540.552333,True
MATMUL,uint32_t,4,256,64,128,32,1175.543667,True
MATMUL,uint32_t,4,256,64,128,64,1156.996667,True
MATMUL,uint32_t,4,256,64,256,32,2351.468333,True
MATMUL,uint32_t,4,256,64,256,64,2313.851667,True
MATMUL,uint32_t,4,256,64,256,8,2617.983667,True
MATMUL,uint32_t,4,256,64,256,16,2431.071,True
MATMUL,uint32_t,4,256,64,256,4,3086.613333,True
MATMUL,uint32_t,4,256,128,16,8,326.102,True
MATMUL,uint32_t,4,256,128,16,4,384.603333,True
MATMUL,uint32_t,4,256,128,16,16,303.249667,True
MATMUL,uint32_t,4,256,128,32,8,652.095333,True
MATMUL,uint32_t,4,256,128,32,4,769.072,True
MATMUL,uint32_t,4,256,128,32,16,606.273667,True
MATMUL,uint32_t,4,256,128,32,32,586.765667,True
MATMUL,uint32_t,4,256,128,64,8,1304.154667,True
MATMUL,uint32_t,4,256,128,64,4,1537.226667,True
MATMUL,uint32_t,4,256,128,64,16,1212.422333,True
MATMUL,uint32_t,4,256,64,512,8,5236.306333,True
MATMUL,uint32_t,4,256,64,512,16,4862.231667,True
MATMUL,uint32_t,4,256,64,512,4,6165.942333,True
MATMUL,uint32_t,4,256,128,64,32,1173.235,True
MATMUL,uint32_t,4,256,128,64,64,1154.989,True
MATMUL,uint32_t,4,256,64,512,64,4627.652667,True
MATMUL,uint32_t,4,256,64,512,32,4701.732667,True
MATMUL,uint32_t,4,256,128,128,16,2425.027667,True
MATMUL,uint32_t,4,256,128,128,8,2607.865667,True
MATMUL,uint32_t,4,256,128,128,4,3075.658,True
MATMUL,uint32_t,4,256,128,128,32,2345.794667,True
MATMUL,uint32_t,4,256,128,128,64,2309.872667,True
MATMUL,uint32_t,4,256,128,128,128,2290.264,True
MATMUL,uint32_t,4,256,128,256,8,5217.889,True
MATMUL,uint32_t,4,256,128,256,16,4849.871333,True
MATMUL,uint32_t,4,256,128,256,32,4692.162333,True
MATMUL,uint32_t,4,256,128,256,4,6145.909667,True
MATMUL,uint32_t,4,256,128,256,64,4619.669667,True
MATMUL,uint32_t,4,256,128,256,128,4580.200333,True
MATMUL,uint32_t,4,256,256,16,4,768.215667,True
MATMUL,uint32_t,4,256,256,16,8,650.990333,True
MATMUL,uint32_t,4,256,256,16,16,605.428333,True
MATMUL,uint32_t,4,256,256,32,4,1534.653333,True
MATMUL,uint32_t,4,256,256,32,8,1301.477,True
MATMUL,uint32_t,4,256,256,32,16,1210.645667,True
MATMUL,uint32_t,4,256,256,32,32,1171.984,True
MATMUL,uint32_t,4,256,128,512,8,10433.410667,True
MATMUL,uint32_t,4,256,256,64,8,2603.037,True
MATMUL,uint32_t,4,256,256,64,4,3070.149667,True
MATMUL,uint32_t,4,256,128,512,4,12297.701,True
MATMUL,uint32_t,4,256,256,64,16,2421.683667,True
MATMUL,uint32_t,4,256,128,512,16,9698.213,True
MATMUL,uint32_t,4,256,128,512,64,9239.149667,True
MATMUL,uint32_t,4,256,128,512,128,9161.641333,True
MATMUL,uint32_t,4,256,256,64,32,2343.987667,True
MATMUL,uint32_t,4,256,128,512,32,9384.212,True
MATMUL,uint32_t,4,256,256,64,64,2307.889667,True
MATMUL,uint32_t,4,256,256,128,16,4842.208667,True
MATMUL,uint32_t,4,256,256,128,8,5206.056667,True
MATMUL,uint32_t,4,256,256,128,64,4615.599333,True
MATMUL,uint32_t,4,256,256,128,128,4577.146333,True
MATMUL,uint32_t,4,256,256,128,32,4687.861667,True
MATMUL,uint32_t,4,256,256,128,4,6139.642333,True
MATMUL,uint32_t,4,256,256,256,8,10414.790333,True
MATMUL,uint32_t,4,256,256,256,4,12274.498333,True
MATMUL,uint32_t,4,256,256,256,256,9119.59,True
MATMUL,uint32_t,4,256,256,256,128,9153.177,True
MATMUL,uint32_t,4,256,256,256,64,9231.152667,True
MATMUL,uint32_t,4,256,256,256,32,9374.035,True
MATMUL,uint32_t,4,256,256,256,16,9684.136,True
MATMUL,uint32_t,4,256,512,16,4,1533.835,True
MATMUL,uint32_t,4,256,512,16,8,1300.568333,True
MATMUL,uint32_t,4,256,512,16,16,1209.931667,True
MATMUL,uint32_t,4,256,512,32,4,3067.148,True
MATMUL,uint32_t,4,256,512,32,8,2600.787333,True
MATMUL,uint32_t,4,256,512,32,16,2420.166,True
MATMUL,uint32_t,4,256,512,32,32,2342.73,True
MATMUL,uint32_t,4,256,256,512,4,24555.279,True
MATMUL,uint32_t,4,256,256,512,8,20825.444667,True
MATMUL,uint32_t,4,256,256,512,16,19366.537,True
MATMUL,uint32_t,4,256,256,512,256,18239.169667,True
MATMUL,uint32_t,4,256,256,512,128,18307.58,True
MATMUL,uint32_t,4,256,256,512,64,18462.189667,True
MATMUL,uint32_t,4,256,256,512,32,18748.927,True
MATMUL,uint32_t,4,256,512,64,8,5202.363667,True
MATMUL,uint32_t,4,256,512,64,4,6135.829,True
MATMUL,uint32_t,4,256,512,64,16,4840.165667,True
MATMUL,uint32_t,4,256,512,64,32,4685.147333,True
MATMUL,uint32_t,4,256,512,64,64,4613.647333,True
MATMUL,uint32_t,4,256,512,128,16,9676.883667,True
MATMUL,uint32_t,4,256,512,128,8,10402.245333,True
MATMUL,uint32_t,4,256,512,128,32,9370.852667,True
MATMUL,uint32_t,4,256,512,128,4,12280.402,True
MATMUL,uint32_t,4,256,512,128,64,9227.156333,True
MATMUL,uint32_t,4,256,512,128,128,9151.315333,True
MATMUL,uint32_t,4,256,512,256,8,20809.489333,True
MATMUL,uint32_t,4,256,512,256,4,24540.377,True
MATMUL,uint32_t,4,256,512,256,32,18744.222333,True
MATMUL,uint32_t,4,256,512,256,16,19355.107,True
MATMUL,uint32_t,4,256,512,256,64,18454.194,True
MATMUL,uint32_t,4,256,512,256,128,18301.958333,True
MATMUL,uint32_t,4,256,512,256,256,18228.278667,True
MATMUL,uint32_t,4,512,16,16,4,99.615,True
MATMUL,uint32_t,4,512,16,16,8,83.954,True
MATMUL,uint32_t,4,512,16,16,16,77.503,True
MATMUL,uint32_t,4,512,16,32,4,198.893333,True
MATMUL,uint32_t,4,512,16,32,8,167.567333,True
MATMUL,uint32_t,4,512,16,32,16,154.649,True
MATMUL,uint32_t,4,512,16,64,4,397.832,True
MATMUL,uint32_t,4,512,16,64,8,334.663667,True
MATMUL,uint32_t,4,512,16,64,16,309.048667,True
MATMUL,uint32_t,4,512,16,128,4,793.930333,True
MATMUL,uint32_t,4,512,16,128,8,669.313667,True
MATMUL,uint32_t,4,512,16,128,16,617.660667,True
MATMUL,uint32_t,4,512,16,256,4,1589.564667,True
MATMUL,uint32_t,4,512,16,256,8,1338.096333,True
MATMUL,uint32_t,4,512,16,256,16,1234.843667,True
MATMUL,uint32_t,4,512,16,512,4,3182.242333,True
MATMUL,uint32_t,4,512,16,512,8,2675.364,True
MATMUL,uint32_t,4,512,16,512,16,2469.985,True
MATMUL,uint32_t,4,512,32,16,4,195.045333,True
MATMUL,uint32_t,4,512,32,16,8,165.090667,True
MATMUL,uint32_t,4,512,32,16,16,153.112,True
MATMUL,uint32_t,4,512,32,32,4,390.315667,True
MATMUL,uint32_t,4,512,32,32,8,329.926333,True
MATMUL,uint32_t,4,512,32,32,16,305.804,True
MATMUL,uint32_t,4,512,32,32,32,295.449667,True
MATMUL,uint32_t,4,512,32,64,4,780.545,True
MATMUL,uint32_t,4,512,32,64,8,659.500333,True
MATMUL,uint32_t,4,512,32,64,16,611.394,True
MATMUL,uint32_t,4,512,32,64,32,590.348333,True
MATMUL,uint32_t,4,512,32,128,4,1556.951333,True
MATMUL,uint32_t,4,512,32,128,8,1318.504,True
MATMUL,uint32_t,4,512,32,128,16,1222.328,True
MATMUL,uint32_t,4,512,32,128,32,1180.874667,True
MATMUL,uint32_t,4,256,512,512,4,49119.089,True
MATMUL,uint32_t,4,512,32,256,4,3111.515,True
MATMUL,uint32_t,4,512,32,256,16,2444.052,True
MATMUL,uint32_t,4,512,32,256,8,2637.47,True
MATMUL,uint32_t,4,256,512,512,64,36908.293333,True
MATMUL,uint32_t,4,256,512,512,32,37487.765,True
MATMUL,uint32_t,4,256,512,512,128,36597.542333,True
MATMUL,uint32_t,4,256,512,512,8,41601.008,True
MATMUL,uint32_t,4,256,512,512,256,36454.476333,True
MATMUL,uint32_t,4,512,32,256,32,2361.383667,True
MATMUL,uint32_t,4,256,512,512,16,38719.121667,True
MATMUL,uint32_t,4,512,64,16,8,327.488667,True
MATMUL,uint32_t,4,512,64,16,4,386.150333,True
MATMUL,uint32_t,4,512,64,16,16,304.228333,True
MATMUL,uint32_t,4,512,64,32,16,608.106667,True
MATMUL,uint32_t,4,512,64,32,8,654.692333,True
MATMUL,uint32_t,4,512,64,32,4,771.489667,True
MATMUL,uint32_t,4,512,64,32,32,588.199,True
MATMUL,uint32_t,4,512,64,64,8,1309.197,True
MATMUL,uint32_t,4,512,64,64,16,1215.869,True
MATMUL,uint32_t,4,512,64,64,32,1175.94,True
MATMUL,uint32_t,4,512,64,64,4,1542.52,True
MATMUL,uint32_t,4,512,64,64,64,1156.978333,True
MATMUL,uint32_t,4,512,32,512,4,6236.589667,True
MATMUL,uint32_t,4,512,32,512,32,4722.254667,True
MATMUL,uint32_t,4,512,32,512,8,5272.766333,True
MATMUL,uint32_t,4,512,32,512,16,4888.809,True
MATMUL,uint32_t,4,512,64,128,16,2431.081333,True
MATMUL,uint32_t,4,512,64,128,8,2618.084,True
MATMUL,uint32_t,4,512,64,128,4,3079.902333,True
MATMUL,uint32_t,4,512,64,128,32,2351.731667,True
MATMUL,uint32_t,4,512,64,128,64,2313.874667,True
MATMUL,uint32_t,4,512,64,256,16,4861.346,True
MATMUL,uint32_t,4,512,64,256,8,5236.437667,True
MATMUL,uint32_t,4,512,64,256,64,4627.652667,True
MATMUL,uint32_t,4,512,64,256,32,4701.379667,True
MATMUL,uint32_t,4,512,128,16,8,652.198333,True
MATMUL,uint32_t,4,512,128,16,4,768.986333,True
MATMUL,uint32_t,4,512,64,256,4,6166.871667,True
MATMUL,uint32_t,4,512,128,16,16,606.412333,True
MATMUL,uint32_t,4,512,128,32,8,1304.210333,True
MATMUL,uint32_t,4,512,128,32,4,1538.005667,True
MATMUL,uint32_t,4,512,128,32,16,1212.698333,True
MATMUL,uint32_t,4,512,128,32,32,1173.462667,True
MATMUL,uint32_t,4,512,128,64,8,2608.522333,True
MATMUL,uint32_t,4,512,128,64,4,3073.84,True
MATMUL,uint32_t,4,512,128,64,16,2424.175667,True
MATMUL,uint32_t,4,512,64,512,16,9722.947333,True
MATMUL,uint32_t,4,512,64,512,8,10471.701667,True
MATMUL,uint32_t,4,512,128,64,32,2347.068667,True
MATMUL,uint32_t,4,512,128,64,64,2309.873,True
MATMUL,uint32_t,4,512,64,512,4,12324.624333,True
MATMUL,uint32_t,4,512,64,512,32,9403.006667,True
MATMUL,uint32_t,4,512,64,512,64,9255.240667,True
